poecilia_mexicana ENSPMEG00000000081
poecilia_latipinna ENSPLAG00000002918
cyprinodon_variegatus ENSCVAG00000021917
oryzias_latipes_asm223469v1 ENSORLG00015020046
oryzias_latipes_asm223467v1 ENSORLG00000028772
oryzias_latipes_asm223467v1 ENSORLG00000004811
oryzias_latipes_asm223467v1 ENSORLG00000025499
maylandia_zebra ENSMZEG00005027838
astatotilapia_calliptera ENSACLG00000015885
haplochromis_burtoni ENSHBUG00000016474
pundamilia_nyererei ENSPNYG00000005587
amphilophus_citrinellus ENSACIG00000014347
acanthochromis_polyacanthus ENSAPOG00000013021
amphiprion_ocellaris ENSAOCG00000020999
anabas_testudineus ENSATEG00000011278
anabas_testudineus ENSATEG00000011262
anabas_testudineus ENSATEG00000011320
amphiprion_percula ENSAPEG00000017936
amphiprion_percula ENSAPEG00000017945
kryptolebias_marmoratus ENSKMAG00000015258
monopterus_albus ENSMALG00000005828
amphilophus_citrinellus ENSACIG00000014340
amphilophus_citrinellus ENSACIG00000014356
oryzias_latipes_asm223467v1 ENSORLG00000002501
labrus_bergylta ENSLBEG00000014060
labrus_bergylta ENSLBEG00000023466
anabas_testudineus ENSATEG00000011301
scophthalmus_maximus ENSSMAG00000016908
seriola_dumerili ENSSDUG00000004239
