pan_troglodytes ENSPTRG00000048900
pan_paniscus ENSPPAG00000032912
homo_sapiens ENSG00000283039
gorilla_gorilla ENSGGOG00000024037
nomascus_leucogenys ENSNLEG00000034403
rhinopithecus_roxellana ENSRROG00000037843
colobus_angolensis_palliatus ENSCANG00000035806
papio_anubis ENSPANG00000036133
mandrillus_leucophaeus ENSMLEG00000041889
macaca_fascicularis ENSMFAG00000034222
macaca_mulatta ENSMMUG00000047420
macaca_nemestrina ENSMNEG00000028069
cercocebus_atys ENSCATG00000042624
callithrix_jacchus ENSCJAG00000044740
aotus_nancymaae ENSANAG00000025914
rattus_norvegicus ENSRNOG00000033600
rattus_norvegicus ENSRNOG00000050804
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000070902
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027123
mus_spicilegus ENSMSIG00000016079
mus_spicilegus ENSMSIG00000021197
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031007
rattus_norvegicus ENSRNOG00000046140
dasypus_novemcinctus ENSDNOG00000047453
