oryzias_latipes_asm223471v1 ENSORLG00020008535
oryzias_latipes_asm223469v1 ENSORLG00015004662
oryzias_latipes_asm223467v1 ENSORLG00000028421
oryzias_melastigma ENSOMEG00000011009
poecilia_formosa ENSPFOG00000021926
amphiprion_ocellaris ENSAOCG00000004736
amphiprion_percula ENSAPEG00000014684
stegastes_partitus ENSSPAG00000016178
haplochromis_burtoni ENSHBUG00000015761
maylandia_zebra ENSMZEG00005020114
pundamilia_nyererei ENSPNYG00000010359
astatotilapia_calliptera ENSACLG00000015176
oreochromis_niloticus ENSONIG00000002922
neolamprologus_brichardi ENSNBRG00000002535
amphilophus_citrinellus ENSACIG00000023132
seriola_dumerili ENSSDUG00000022759
scophthalmus_maximus ENSSMAG00000014789
mastacembelus_armatus ENSMAMG00000015399
gasterosteus_aculeatus ENSGACG00000014337
esox_lucius ENSELUG00000004031
pygocentrus_nattereri ENSPNAG00000009169
astyanax_mexicanus ENSAMXG00000029857
ictalurus_punctatus ENSIPUG00000010862
danio_rerio ENSDARG00000043004
paramormyrops_kingsleyae ENSPKIG00000008726
scleropages_formosus ENSSFOG00015016822
