anas_platyrhynchos_platyrhynchos ENSAPLG00000011098
anser_brachyrhynchus ENSABRG00000015926
gallus_gallus ENSGALG00000009796
coturnix_japonica ENSCJPG00005007460
meleagris_gallopavo ENSMGAG00000009646
numida_meleagris ENSNMEG00000014822
lepidothrix_coronata ENSLCOG00000009255
manacus_vitellinus ENSMVIG00005003143
parus_major ENSPMJG00000013553
cyanistes_caeruleus ENSCCEG00000015430
ficedula_albicollis ENSFALG00000012366
junco_hyemalis ENSJHYG00000009272
zonotrichia_albicollis ENSZALG00000002407
serinus_canaria ENSSCAG00000005853
lonchura_striata_domestica ENSLSDG00000000302
taeniopygia_guttata ENSTGUG00000002977
calidris_pygmaea ENSCPGG00000019001
calidris_pugnax ENSCPUG00000000075
melopsittacus_undulatus ENSMUNG00000000450
apteryx_haastii ENSAHAG00000016293
apteryx_owenii ENSAOWG00000014009
apteryx_rowi ENSARWG00000014881
dromaius_novaehollandiae ENSDNVG00000002420
nothoprocta_perdicaria ENSNPEG00000012749
crocodylus_porosus ENSCPRG00005000600
chelonoidis_abingdonii ENSCABG00000009474
chelonoidis_abingdonii ENSCABG00000009470
gopherus_agassizii ENSGAGG00000013967
chrysemys_picta_bellii ENSCPBG00000013097
pelodiscus_sinensis ENSPSIG00000004161
anolis_carolinensis ENSACAG00000006181
pogona_vitticeps ENSPVIG00000002509
notechis_scutatus ENSNSUG00000012792
salvator_merianae ENSSMRG00000018611
sphenodon_punctatus ENSSPUG00000019149
pelodiscus_sinensis ENSPSIG00000018162
sarcophilus_harrisii ENSSHAG00000013335
sarcophilus_harrisii ENSSHAG00000013922
notamacropus_eugenii ENSMEUG00000012660
phascolarctos_cinereus ENSPCIG00000030020
monodelphis_domestica ENSMODG00000003186
dasypus_novemcinctus ENSDNOG00000013631
dasypus_novemcinctus ENSDNOG00000033849
dasypus_novemcinctus ENSDNOG00000047881
choloepus_hoffmanni ENSCHOG00000013918
loxodonta_africana ENSLAFG00000021839
procavia_capensis ENSPCAG00000016760
echinops_telfairi ENSETEG00000011742
pan_paniscus ENSPPAG00000004085
pan_troglodytes ENSPTRG00000001972
homo_sapiens ENSG00000136643
gorilla_gorilla ENSGGOG00000002154
pongo_abelii ENSPPYG00000000226
nomascus_leucogenys ENSNLEG00000014441
rhinopithecus_roxellana ENSRROG00000041969
rhinopithecus_bieti ENSRBIG00000044896
colobus_angolensis_palliatus ENSCANG00000042304
piliocolobus_tephrosceles ENSPTEG00000038318
papio_anubis ENSPANG00000017815
theropithecus_gelada ENSTGEG00000007610
cercocebus_atys ENSCATG00000013042
mandrillus_leucophaeus ENSMLEG00000029917
macaca_nemestrina ENSMNEG00000029897
macaca_fascicularis ENSMFAG00000034322
macaca_mulatta ENSMMUG00000005210
chlorocebus_sabaeus ENSCSAG00000015524
cebus_capucinus_imitator ENSCCAG00000024101
saimiri_boliviensis_boliviensis ENSSBOG00000018202
callithrix_jacchus ENSCJAG00000015526
aotus_nancymaae ENSANAG00000036580
carlito_syrichta ENSTSYG00000000486
microcebus_murinus ENSMICG00000029442
microcebus_murinus ENSMICG00000036683
prolemur_simus ENSPSMG00000024765
propithecus_coquereli ENSPCOG00000023248
otolemur_garnettii ENSOGAG00000013193
tupaia_belangeri ENSTBEG00000010444
urocitellus_parryii ENSUPAG00010017377
spermophilus_dauricus ENSSDAG00000000652
ictidomys_tridecemlineatus ENSSTOG00000001099
marmota_marmota_marmota ENSMMMG00000000125
octodon_degus ENSODEG00000014689
chinchilla_lanigera ENSCLAG00000008718
cavia_porcellus ENSCPOG00000009490
cavia_aperea ENSCAPG00000005588
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011298
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014097
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002017
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015596
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017491
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016953
fukomys_damarensis ENSFDAG00000014063
castor_canadensis ENSCCNG00000030158
dipodomys_ordii ENSDORG00000000754
mus_spicilegus ENSMSIG00000029410
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015839
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000089872
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015039
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028271
rattus_norvegicus ENSRNOG00000003767
meriones_unguiculatus ENSMUGG00000005687
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018952
cricetulus_griseus_crigri-picr ENSCGRG00015005586
cricetulus_griseus_crigri_1.0 ENSCGRG00000015773
mesocricetus_auratus ENSMAUG00000012269
microtus_ochrogaster ENSMOCG00000021401
peromyscus_maniculatus_bairdii ENSPEMG00000008234
nannospalax_galili ENSNGAG00000007216
jaculus_jaculus ENSJJAG00000012880
oryctolagus_cuniculus ENSOCUG00000013953
ochotona_princeps ENSOPRG00000016864
capra_hircus ENSCHIG00000014648
ovis_aries ENSOARG00000009437
bos_mutus ENSBMUG00000005599
bos_taurus ENSBTAG00000001181
bison_bison_bison ENSBBBG00000023896
tursiops_truncatus ENSTTRG00000013890
sus_scrofa ENSSSCG00000015586
vicugna_pacos ENSVPAG00000008362
pteropus_vampyrus ENSPVAG00000001687
myotis_lucifugus ENSMLUG00000002406
ursus_maritimus ENSUMAG00000017947
ursus_americanus ENSUAMG00000013100
ailuropoda_melanoleuca ENSAMEG00000015771
neovison_vison ENSNVIG00000005128
mustela_putorius_furo ENSMPUG00000013445
canis_lupus_familiaris ENSCAFG00000012413
canis_lupus_dingo ENSCAFG00020014029
vulpes_vulpes ENSVVUG00000007970
panthera_pardus ENSPPRG00000007642
panthera_tigris_altaica ENSPTIG00000015231
felis_catus ENSFCAG00000011825
ailuropoda_melanoleuca ENSAMEG00000001457
equus_asinus_asinus ENSEASG00005002866
equus_caballus ENSECAG00000021706
ornithorhynchus_anatinus ENSOANG00000008515
notechis_scutatus ENSNSUG00000012814
xenopus_tropicalis ENSXETG00000014360
latimeria_chalumnae ENSLACG00000004675
lepisosteus_oculatus ENSLOCG00000016691
scleropages_formosus ENSSFOG00015020535
paramormyrops_kingsleyae ENSPKIG00000005516
petromyzon_marinus ENSPMAG00000008871
eptatretus_burgeri ENSEBUG00000005832
eptatretus_burgeri ENSEBUG00000011642
takifugu_rubripes ENSTRUG00000013791
tetraodon_nigroviridis ENSTNIG00000016377
mola_mola ENSMMOG00000015888
gasterosteus_aculeatus ENSGACG00000010144
seriola_lalandi_dorsalis ENSSLDG00000006680
mastacembelus_armatus ENSMAMG00000020585
monopterus_albus ENSMALG00000004514
labrus_bergylta ENSLBEG00000012402
seriola_dumerili ENSSDUG00000016207
scophthalmus_maximus ENSSMAG00000013161
anabas_testudineus ENSATEG00000009883
cynoglossus_semilaevis ENSCSEG00000020571
maylandia_zebra ENSMZEG00005016813
haplochromis_burtoni ENSHBUG00000010938
astatotilapia_calliptera ENSACLG00000014835
pundamilia_nyererei ENSPNYG00000009316
oreochromis_niloticus ENSONIG00000013520
neolamprologus_brichardi ENSNBRG00000017759
amphilophus_citrinellus ENSACIG00000005250
fundulus_heteroclitus ENSFHEG00000001150
cyprinodon_variegatus ENSCVAG00000022089
xiphophorus_maculatus ENSXMAG00000003715
xiphophorus_couchianus ENSXCOG00000010059
poecilia_formosa ENSPFOG00000003901
poecilia_mexicana ENSPMEG00000001046
poecilia_latipinna ENSPLAG00000020453
poecilia_reticulata ENSPREG00000000738
gambusia_affinis ENSGAFG00000010255
kryptolebias_marmoratus ENSKMAG00000011947
oryzias_latipes_asm223471v1 ENSORLG00020009525
oryzias_latipes_asm223469v1 ENSORLG00015004287
oryzias_latipes_asm223467v1 ENSORLG00000014984
oryzias_melastigma ENSOMEG00000010758
amphiprion_percula ENSAPEG00000004027
amphiprion_ocellaris ENSAOCG00000013007
acanthochromis_polyacanthus ENSAPOG00000003689
stegastes_partitus ENSSPAG00000020695
periophthalmus_magnuspinnatus ENSPMGG00000017058
hippocampus_comes ENSHCOG00000010990
gadus_morhua ENSGMOG00000005496
esox_lucius ENSELUG00000001745
astyanax_mexicanus ENSAMXG00000012243
pygocentrus_nattereri ENSPNAG00000024088
ictalurus_punctatus ENSIPUG00000011081
danio_rerio ENSDARG00000104103
scleropages_formosus ENSSFOG00015020512
paramormyrops_kingsleyae ENSPKIG00000005536
nothoprocta_perdicaria ENSNPEG00000012759
crocodylus_porosus ENSCPRG00005000581
eptatretus_burgeri ENSEBUG00000015663
