pan_troglodytes ENSPTRG00000003311
pan_paniscus ENSPPAG00000039939
homo_sapiens ENSG00000158077
gorilla_gorilla ENSGGOG00000000448
pongo_abelii ENSPPYG00000003522
nomascus_leucogenys ENSNLEG00000017479
cercocebus_atys ENSCATG00000044929
mandrillus_leucophaeus ENSMLEG00000035338
macaca_mulatta ENSMMUG00000008585
macaca_fascicularis ENSMFAG00000030173
macaca_nemestrina ENSMNEG00000043334
papio_anubis ENSPANG00000024149
theropithecus_gelada ENSTGEG00000019382
chlorocebus_sabaeus ENSCSAG00000004385
colobus_angolensis_palliatus ENSCANG00000036900
piliocolobus_tephrosceles ENSPTEG00000000477
rhinopithecus_bieti ENSRBIG00000015994
rhinopithecus_roxellana ENSRROG00000044100
saimiri_boliviensis_boliviensis ENSSBOG00000024873
cebus_capucinus_imitator ENSCCAG00000033938
callithrix_jacchus ENSCJAG00000013765
aotus_nancymaae ENSANAG00000027996
carlito_syrichta ENSTSYG00000003058
propithecus_coquereli ENSPCOG00000021637
prolemur_simus ENSPSMG00000010282
microcebus_murinus ENSMICG00000010385
otolemur_garnettii ENSOGAG00000012822
tupaia_belangeri ENSTBEG00000015042
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000016626
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031376
mus_spicilegus ENSMSIG00000029954
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030263
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013480
rattus_norvegicus ENSRNOG00000023847
meriones_unguiculatus ENSMUGG00000017056
cricetulus_griseus_crigri_1.0 ENSCGRG00000000206
cricetulus_griseus_crigri-picr ENSCGRG00015013166
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021386
mesocricetus_auratus ENSMAUG00000018776
microtus_ochrogaster ENSMOCG00000018650
peromyscus_maniculatus_bairdii ENSPEMG00000026601
peromyscus_maniculatus_bairdii ENSPEMG00000002768
nannospalax_galili ENSNGAG00000019355
jaculus_jaculus ENSJJAG00000023356
castor_canadensis ENSCCNG00000011631
castor_canadensis ENSCCNG00000029468
chinchilla_lanigera ENSCLAG00000016738
octodon_degus ENSODEG00000000919
cavia_porcellus ENSCPOG00000004823
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017599
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015065
fukomys_damarensis ENSFDAG00000007245
urocitellus_parryii ENSUPAG00010000671
marmota_marmota_marmota ENSMMMG00000015778
spermophilus_dauricus ENSSDAG00000003132
ictidomys_tridecemlineatus ENSSTOG00000013707
oryctolagus_cuniculus ENSOCUG00000000460
ochotona_princeps ENSOPRG00000003181
pteropus_vampyrus ENSPVAG00000012577
myotis_lucifugus ENSMLUG00000006354
capra_hircus ENSCHIG00000010622
ovis_aries ENSOARG00000016236
bos_mutus ENSBMUG00000009545
bos_taurus ENSBTAG00000002289
bison_bison_bison ENSBBBG00000002850
vicugna_pacos ENSVPAG00000002795
equus_caballus ENSECAG00000011748
equus_asinus_asinus ENSEASG00005003161
mustela_putorius_furo ENSMPUG00000010438
neovison_vison ENSNVIG00000013195
ailuropoda_melanoleuca ENSAMEG00000007397
canis_lupus_dingo ENSCAFG00020009868
canis_lupus_familiaris ENSCAFG00000006714
vulpes_vulpes ENSVVUG00000027948
panthera_tigris_altaica ENSPTIG00000017674
panthera_pardus ENSPPRG00000011530
felis_catus ENSFCAG00000011486
sorex_araneus ENSSARG00000012120
erinaceus_europaeus ENSEEUG00000008892
loxodonta_africana ENSLAFG00000014032
procavia_capensis ENSPCAG00000016337
echinops_telfairi ENSETEG00000005612
phascolarctos_cinereus ENSPCIG00000032226
phascolarctos_cinereus ENSPCIG00000014289
sarcophilus_harrisii ENSSHAG00000006621
sarcophilus_harrisii ENSSHAG00000003455
phascolarctos_cinereus ENSPCIG00000027239
notamacropus_eugenii ENSMEUG00000004505
phascolarctos_cinereus ENSPCIG00000014653
monodelphis_domestica ENSMODG00000008879
pongo_abelii ENSPPYG00000004095
gopherus_agassizii ENSGAGG00000025852
