monodelphis_domestica ENSMODG00000028631
notamacropus_eugenii ENSMEUG00000016699
tursiops_truncatus ENSTTRG00000003411
tursiops_truncatus ENSTTRG00000003193
bison_bison_bison ENSBBBG00000013730
bos_mutus ENSBMUG00000009657
ovis_aries ENSOARG00000015043
vicugna_pacos ENSVPAG00000004959
pteropus_vampyrus ENSPVAG00000004906
neovison_vison ENSNVIG00000010821
ailuropoda_melanoleuca ENSAMEG00000013924
panthera_pardus ENSPPRG00000010325
panthera_tigris_altaica ENSPTIG00000013318
oryctolagus_cuniculus ENSOCUG00000028999
ochotona_princeps ENSOPRG00000003189
tupaia_belangeri ENSTBEG00000005444
pan_troglodytes ENSPTRG00000012768
pan_paniscus ENSPPAG00000029492
homo_sapiens ENSG00000187944
gorilla_gorilla ENSGGOG00000038009
pongo_abelii ENSPPYG00000013041
nomascus_leucogenys ENSNLEG00000006848
colobus_angolensis_palliatus ENSCANG00000031348
piliocolobus_tephrosceles ENSPTEG00000025054
macaca_fascicularis ENSMFAG00000035721
macaca_nemestrina ENSMNEG00000038376
theropithecus_gelada ENSTGEG00000028605
papio_anubis ENSPANG00000021308
cercocebus_atys ENSCATG00000040552
mandrillus_leucophaeus ENSMLEG00000032127
chlorocebus_sabaeus ENSCSAG00000011573
macaca_mulatta ENSMMUG00000037895
rhinopithecus_roxellana ENSRROG00000033973
rhinopithecus_bieti ENSRBIG00000038713
cebus_capucinus_imitator ENSCCAG00000022882
saimiri_boliviensis_boliviensis ENSSBOG00000021609
aotus_nancymaae ENSANAG00000027973
carlito_syrichta ENSTSYG00000007273
microcebus_murinus ENSMICG00000043136
procavia_capensis ENSPCAG00000006267
echinops_telfairi ENSETEG00000012718
dasypus_novemcinctus ENSDNOG00000017813
calidris_pygmaea ENSCPGG00000011305
meleagris_gallopavo ENSMGAG00000006869
taeniopygia_guttata ENSTGUG00000010629
taeniopygia_guttata ENSTGUG00000015122
junco_hyemalis ENSJHYG00000008238
ficedula_albicollis ENSFALG00000004295
pelodiscus_sinensis ENSPSIG00000015930
