seriola_lalandi_dorsalis ENSSLDG00000015528
seriola_dumerili ENSSDUG00000006111
scophthalmus_maximus ENSSMAG00000020034
poecilia_mexicana ENSPMEG00000022629
poecilia_latipinna ENSPLAG00000019281
poecilia_mexicana ENSPMEG00000022656
poecilia_reticulata ENSPREG00000021165
poecilia_formosa ENSPFOG00000000107
gambusia_affinis ENSGAFG00000006145
xiphophorus_maculatus ENSXMAG00000014048
poecilia_formosa ENSPFOG00000000103
poecilia_reticulata ENSPREG00000021176
xiphophorus_maculatus ENSXMAG00000026158
xiphophorus_couchianus ENSXCOG00000019770
mastacembelus_armatus ENSMAMG00000012581
monopterus_albus ENSMALG00000011692
anabas_testudineus ENSATEG00000005123
astatotilapia_calliptera ENSACLG00000004670
maylandia_zebra ENSMZEG00005014520
haplochromis_burtoni ENSHBUG00000016856
oreochromis_niloticus ENSONIG00000003027
neolamprologus_brichardi ENSNBRG00000015534
pundamilia_nyererei ENSPNYG00000015876
amphilophus_citrinellus ENSACIG00000015506
oryzias_latipes_asm223469v1 ENSORLG00015020593
oryzias_latipes_asm223467v1 ENSORLG00000024091
oryzias_latipes_asm223471v1 ENSORLG00020014386
oryzias_melastigma ENSOMEG00000021684
oryzias_melastigma ENSOMEG00000021643
oryzias_melastigma ENSOMEG00000021698
oryzias_melastigma ENSOMEG00000021629
oryzias_melastigma ENSOMEG00000021657
amphiprion_ocellaris ENSAOCG00000023864
amphiprion_percula ENSAPEG00000009609
stegastes_partitus ENSSPAG00000007550
mola_mola ENSMMOG00000001811
labrus_bergylta ENSLBEG00000001008
periophthalmus_magnuspinnatus ENSPMGG00000012156
esox_lucius ENSELUG00000002924
pygocentrus_nattereri ENSPNAG00000001287
astyanax_mexicanus ENSAMXG00000037344
ictalurus_punctatus ENSIPUG00000007505
danio_rerio ENSDARG00000090473
paramormyrops_kingsleyae ENSPKIG00000019714
paramormyrops_kingsleyae ENSPKIG00000019733
scleropages_formosus ENSSFOG00015001023
lepisosteus_oculatus ENSLOCG00000008189
