phascolarctos_cinereus ENSPCIG00000007278
notamacropus_eugenii ENSMEUG00000012323
sarcophilus_harrisii ENSSHAG00000017189
monodelphis_domestica ENSMODG00000019907
pan_troglodytes ENSPTRG00000003561
pan_paniscus ENSPPAG00000043339
homo_sapiens ENSG00000110514
gorilla_gorilla ENSGGOG00000008588
pongo_abelii ENSPPYG00000003308
nomascus_leucogenys ENSNLEG00000014491
mandrillus_leucophaeus ENSMLEG00000032767
cercocebus_atys ENSCATG00000019656
papio_anubis ENSPANG00000018411
theropithecus_gelada ENSTGEG00000025831
macaca_mulatta ENSMMUG00000015602
macaca_fascicularis ENSMFAG00000039619
macaca_nemestrina ENSMNEG00000030300
chlorocebus_sabaeus ENSCSAG00000005705
piliocolobus_tephrosceles ENSPTEG00000034570
colobus_angolensis_palliatus ENSCANG00000041360
rhinopithecus_roxellana ENSRROG00000041291
rhinopithecus_bieti ENSRBIG00000041171
cebus_capucinus_imitator ENSCCAG00000036617
saimiri_boliviensis_boliviensis ENSSBOG00000021915
callithrix_jacchus ENSCJAG00000020045
aotus_nancymaae ENSANAG00000024603
carlito_syrichta ENSTSYG00000001550
propithecus_coquereli ENSPCOG00000013832
microcebus_murinus ENSMICG00000007074
prolemur_simus ENSPSMG00000021740
otolemur_garnettii ENSOGAG00000012414
tupaia_belangeri ENSTBEG00000000554
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024865
mus_spicilegus ENSMSIG00000021063
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040687
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023945
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025391
rattus_norvegicus ENSRNOG00000012568
meriones_unguiculatus ENSMUGG00000014668
microtus_ochrogaster ENSMOCG00000003278
peromyscus_maniculatus_bairdii ENSPEMG00000001264
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024681
cricetulus_griseus_crigri_1.0 ENSCGRG00000015297
cricetulus_griseus_crigri-picr ENSCGRG00015016015
mesocricetus_auratus ENSMAUG00000009156
nannospalax_galili ENSNGAG00000017768
jaculus_jaculus ENSJJAG00000015606
cavia_porcellus ENSCPOG00000013364
cavia_aperea ENSCAPG00000014757
chinchilla_lanigera ENSCLAG00000012503
octodon_degus ENSODEG00000017645
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016144
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015090
fukomys_damarensis ENSFDAG00000015022
castor_canadensis ENSCCNG00000019842
dipodomys_ordii ENSDORG00000007749
urocitellus_parryii ENSUPAG00010011229
ictidomys_tridecemlineatus ENSSTOG00000007626
spermophilus_dauricus ENSSDAG00000003358
marmota_marmota_marmota ENSMMMG00000014606
oryctolagus_cuniculus ENSOCUG00000002099
ochotona_princeps ENSOPRG00000009509
pteropus_vampyrus ENSPVAG00000007324
myotis_lucifugus ENSMLUG00000017647
bos_mutus ENSBMUG00000024292
bos_taurus ENSBTAG00000021700
bison_bison_bison ENSBBBG00000013202
capra_hircus ENSCHIG00000003140
ovis_aries ENSOARG00000005998
tursiops_truncatus ENSTTRG00000014150
sus_scrofa ENSSSCG00000013235
erinaceus_europaeus ENSEEUG00000000071
sorex_araneus ENSSARG00000002437
equus_caballus ENSECAG00000016022
equus_asinus_asinus ENSEASG00005002251
ursus_americanus ENSUAMG00000015431
ursus_americanus ENSUAMG00000003153
ursus_americanus ENSUAMG00000006744
ursus_maritimus ENSUMAG00000009893
ailuropoda_melanoleuca ENSAMEG00000007321
neovison_vison ENSNVIG00000010799
mustela_putorius_furo ENSMPUG00000004775
canis_lupus_familiaris ENSCAFG00000008656
canis_lupus_dingo ENSCAFG00020022385
vulpes_vulpes ENSVVUG00000025425
panthera_tigris_altaica ENSPTIG00000018995
panthera_pardus ENSPPRG00000000412
felis_catus ENSFCAG00000002529
dasypus_novemcinctus ENSDNOG00000011229
choloepus_hoffmanni ENSCHOG00000004143
loxodonta_africana ENSLAFG00000009270
procavia_capensis ENSPCAG00000016258
echinops_telfairi ENSETEG00000000419
vicugna_pacos ENSVPAG00000011844
ornithorhynchus_anatinus ENSOANG00000007884
anas_platyrhynchos_platyrhynchos ENSAPLG00000010515
anser_brachyrhynchus ENSABRG00000005509
coturnix_japonica ENSCJPG00005011665
coturnix_japonica ENSCJPG00005011707
gallus_gallus ENSGALG00000008181
numida_meleagris ENSNMEG00000012409
calidris_pugnax ENSCPUG00000013485
calidris_pygmaea ENSCPGG00000003289
melopsittacus_undulatus ENSMUNG00000015019
lonchura_striata_domestica ENSLSDG00000015011
taeniopygia_guttata ENSTGUG00000010454
serinus_canaria ENSSCAG00000003307
junco_hyemalis ENSJHYG00000010468
zonotrichia_albicollis ENSZALG00000008545
ficedula_albicollis ENSFALG00000006333
cyanistes_caeruleus ENSCCEG00000002448
parus_major ENSPMJG00000004069
lepidothrix_coronata ENSLCOG00000012892
manacus_vitellinus ENSMVIG00005008826
apteryx_owenii ENSAOWG00000017163
apteryx_haastii ENSAHAG00000017872
