poecilia_formosa ENSPFOG00000004742
poecilia_mexicana ENSPMEG00000012135
poecilia_latipinna ENSPLAG00000008869
poecilia_latipinna ENSPLAG00000008881
poecilia_reticulata ENSPREG00000002837
xiphophorus_maculatus ENSXMAG00000021857
poecilia_mexicana ENSPMEG00000012141
poecilia_reticulata ENSPREG00000006094
xiphophorus_maculatus ENSXMAG00000023841
xiphophorus_couchianus ENSXCOG00000020715
cyprinodon_variegatus ENSCVAG00000020359
cyprinodon_variegatus ENSCVAG00000008289
cyprinodon_variegatus ENSCVAG00000020323
fundulus_heteroclitus ENSFHEG00000021102
kryptolebias_marmoratus ENSKMAG00000015894
oryzias_latipes_asm223469v1 ENSORLG00015022215
oryzias_latipes_asm223471v1 ENSORLG00020007143
oryzias_latipes_asm223467v1 ENSORLG00000025796
oryzias_melastigma ENSOMEG00000015025
astatotilapia_calliptera ENSACLG00000003901
astatotilapia_calliptera ENSACLG00000003863
pundamilia_nyererei ENSPNYG00000024100
astatotilapia_calliptera ENSACLG00000003839
haplochromis_burtoni ENSHBUG00000016711
neolamprologus_brichardi ENSNBRG00000021860
astatotilapia_calliptera ENSACLG00000003786
maylandia_zebra ENSMZEG00005015568
maylandia_zebra ENSMZEG00005015587
astatotilapia_calliptera ENSACLG00000003851
haplochromis_burtoni ENSHBUG00000010197
oreochromis_niloticus ENSONIG00000010866
amphilophus_citrinellus ENSACIG00000012726
amphilophus_citrinellus ENSACIG00000012741
takifugu_rubripes ENSTRUG00000021520
mola_mola ENSMMOG00000010323
gasterosteus_aculeatus ENSGACG00000002280
labrus_bergylta ENSLBEG00000006722
mastacembelus_armatus ENSMAMG00000013651
monopterus_albus ENSMALG00000003968
anabas_testudineus ENSATEG00000007404
seriola_lalandi_dorsalis ENSSLDG00000002920
seriola_dumerili ENSSDUG00000002858
scophthalmus_maximus ENSSMAG00000002348
