equus_caballus ENSECAG00000001066
equus_asinus_asinus ENSEASG00005021173
pteropus_vampyrus ENSPVAG00000017502
ovis_aries ENSOARG00000018018
capra_hircus ENSCHIG00000005612
bos_taurus ENSBTAG00000020898
bos_mutus ENSBMUG00000019516
bison_bison_bison ENSBBBG00000016086
tursiops_truncatus ENSTTRG00000010636
sus_scrofa ENSSSCG00000007567
mustela_putorius_furo ENSMPUG00000018373
neovison_vison ENSNVIG00000004671
canis_lupus_familiaris ENSCAFG00000016406
canis_lupus_dingo ENSCAFG00020020796
vulpes_vulpes ENSVVUG00000005426
ursus_americanus ENSUAMG00000000717
ursus_maritimus ENSUMAG00000007360
ictidomys_tridecemlineatus ENSSTOG00000015470
urocitellus_parryii ENSUPAG00010000261
spermophilus_dauricus ENSSDAG00000015897
marmota_marmota_marmota ENSMMMG00000004512
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036599
mus_spicilegus ENSMSIG00000029863
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028953
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027949
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024521
rattus_norvegicus ENSRNOG00000001252
meriones_unguiculatus ENSMUGG00000025208
peromyscus_maniculatus_bairdii ENSPEMG00000010681
microtus_ochrogaster ENSMOCG00000002024
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000937
cricetulus_griseus_crigri_1.0 ENSCGRG00000011855
cricetulus_griseus_crigri-picr ENSCGRG00015012977
mesocricetus_auratus ENSMAUG00000009147
nannospalax_galili ENSNGAG00000015286
jaculus_jaculus ENSJJAG00000012083
chinchilla_lanigera ENSCLAG00000005658
octodon_degus ENSODEG00000019997
cavia_aperea ENSCAPG00000012381
cavia_aperea ENSCAPG00000004514
cavia_porcellus ENSCPOG00000024469
cavia_porcellus ENSCPOG00000002859
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015038
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016663
fukomys_damarensis ENSFDAG00000002626
ochotona_princeps ENSOPRG00000014404
oryctolagus_cuniculus ENSOCUG00000016159
pan_troglodytes ENSPTRG00000018861
pan_troglodytes ENSPTRG00000048266
pan_paniscus ENSPPAG00000008280
homo_sapiens ENSG00000136213
gorilla_gorilla ENSGGOG00000015820
pongo_abelii ENSPPYG00000017314
nomascus_leucogenys ENSNLEG00000018713
rhinopithecus_bieti ENSRBIG00000011124
rhinopithecus_roxellana ENSRROG00000015007
piliocolobus_tephrosceles ENSPTEG00000039514
colobus_angolensis_palliatus ENSCANG00000038125
macaca_mulatta ENSMMUG00000006475
macaca_fascicularis ENSMFAG00000002512
macaca_nemestrina ENSMNEG00000031475
cercocebus_atys ENSCATG00000016078
theropithecus_gelada ENSTGEG00000003790
papio_anubis ENSPANG00000023593
chlorocebus_sabaeus ENSCSAG00000019495
saimiri_boliviensis_boliviensis ENSSBOG00000004724
cebus_capucinus_imitator ENSCCAG00000031913
callithrix_jacchus ENSCJAG00000001423
aotus_nancymaae ENSANAG00000011810
tupaia_belangeri ENSTBEG00000012711
propithecus_coquereli ENSPCOG00000019737
prolemur_simus ENSPSMG00000020897
microcebus_murinus ENSMICG00000010964
otolemur_garnettii ENSOGAG00000029694
castor_canadensis ENSCCNG00000027150
dipodomys_ordii ENSDORG00000025629
sorex_araneus ENSSARG00000009078
dasypus_novemcinctus ENSDNOG00000035672
loxodonta_africana ENSLAFG00000005239
procavia_capensis ENSPCAG00000002654
phascolarctos_cinereus ENSPCIG00000010085
notamacropus_eugenii ENSMEUG00000012967
sarcophilus_harrisii ENSSHAG00000005941
monodelphis_domestica ENSMODG00000024979
apteryx_haastii ENSAHAG00000009674
apteryx_rowi ENSARWG00000017697
