dromaius_novaehollandiae ENSDNVG00000001415
nothoprocta_perdicaria ENSNPEG00000011216
apteryx_haastii ENSAHAG00000000280
apteryx_owenii ENSAOWG00000004723
apteryx_rowi ENSARWG00000014673
anas_platyrhynchos_platyrhynchos ENSAPLG00000022853
anas_platyrhynchos_platyrhynchos ENSAPLG00000003866
anser_brachyrhynchus ENSABRG00000015663
gallus_gallus ENSGALG00000003921
meleagris_gallopavo ENSMGAG00000003537
coturnix_japonica ENSCJPG00005020924
numida_meleagris ENSNMEG00000015914
manacus_vitellinus ENSMVIG00005007904
lepidothrix_coronata ENSLCOG00000009418
cyanistes_caeruleus ENSCCEG00000005695
parus_major ENSPMJG00000004051
ficedula_albicollis ENSFALG00000005459
lonchura_striata_domestica ENSLSDG00000014056
taeniopygia_guttata ENSTGUG00000005004
junco_hyemalis ENSJHYG00000003163
zonotrichia_albicollis ENSZALG00000013810
serinus_canaria ENSSCAG00000012571
calidris_pugnax ENSCPUG00000009736
calidris_pygmaea ENSCPGG00000014806
chelonoidis_abingdonii ENSCABG00000020113
chrysemys_picta_bellii ENSCPBG00000017847
pelodiscus_sinensis ENSPSIG00000013579
crocodylus_porosus ENSCPRG00005012030
anolis_carolinensis ENSACAG00000012126
pogona_vitticeps ENSPVIG00000023608
notechis_scutatus ENSNSUG00000000018
salvator_merianae ENSSMRG00000006132
sphenodon_punctatus ENSSPUG00000004015
phascolarctos_cinereus ENSPCIG00000032154
notamacropus_eugenii ENSMEUG00000008897
sarcophilus_harrisii ENSSHAG00000013913
monodelphis_domestica ENSMODG00000016180
macaca_nemestrina ENSMNEG00000041743
macaca_fascicularis ENSMFAG00000002041
macaca_mulatta ENSMMUG00000003409
cercocebus_atys ENSCATG00000039410
theropithecus_gelada ENSTGEG00000020465
mandrillus_leucophaeus ENSMLEG00000043564
papio_anubis ENSPANG00000024781
piliocolobus_tephrosceles ENSPTEG00000023451
rhinopithecus_bieti ENSRBIG00000042541
rhinopithecus_roxellana ENSRROG00000030955
colobus_angolensis_palliatus ENSCANG00000010409
chlorocebus_sabaeus ENSCSAG00000014390
pan_paniscus ENSPPAG00000038202
pan_troglodytes ENSPTRG00000013544
gorilla_gorilla ENSGGOG00000004164
homo_sapiens ENSG00000244274
pongo_abelii ENSPPYG00000011055
nomascus_leucogenys ENSNLEG00000006712
nomascus_leucogenys ENSNLEG00000008061
callithrix_jacchus ENSCJAG00000017510
saimiri_boliviensis_boliviensis ENSSBOG00000032230
cebus_capucinus_imitator ENSCCAG00000033524
aotus_nancymaae ENSANAG00000024579
carlito_syrichta ENSTSYG00000013391
propithecus_coquereli ENSPCOG00000025131
prolemur_simus ENSPSMG00000025056
microcebus_murinus ENSMICG00000031138
otolemur_garnettii ENSOGAG00000010386
oryctolagus_cuniculus ENSOCUG00000022929
pteropus_vampyrus ENSPVAG00000008759
myotis_lucifugus ENSMLUG00000005919
capra_hircus ENSCHIG00000017333
ovis_aries ENSOARG00000005422
bos_taurus ENSBTAG00000005186
bos_mutus ENSBMUG00000021263
bison_bison_bison ENSBBBG00000020302
tursiops_truncatus ENSTTRG00000013812
sus_scrofa ENSSSCG00000033586
sorex_araneus ENSSARG00000010685
erinaceus_europaeus ENSEEUG00000012452
equus_caballus ENSECAG00000000442
equus_asinus_asinus ENSEASG00005023391
ursus_maritimus ENSUMAG00000025296
ursus_americanus ENSUAMG00000020608
ailuropoda_melanoleuca ENSAMEG00000004265
neovison_vison ENSNVIG00000010679
neovison_vison ENSNVIG00000016860
mustela_putorius_furo ENSMPUG00000017633
canis_lupus_familiaris ENSCAFG00000009684
canis_lupus_dingo ENSCAFG00020013904
vulpes_vulpes ENSVVUG00000018809
panthera_pardus ENSPPRG00000007608
panthera_tigris_altaica ENSPTIG00000011399
felis_catus ENSFCAG00000039111
choloepus_hoffmanni ENSCHOG00000007521
castor_canadensis ENSCCNG00000022870
dipodomys_ordii ENSDORG00000028396
cricetulus_griseus_crigri_1.0 ENSCGRG00000008925
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005798
cricetulus_griseus_crigri-picr ENSCGRG00015022009
mesocricetus_auratus ENSMAUG00000001249
microtus_ochrogaster ENSMOCG00000013116
peromyscus_maniculatus_bairdii ENSPEMG00000030878
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000017734
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025570
mus_spicilegus ENSMSIG00000021892
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024648
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026092
rattus_norvegicus ENSRNOG00000014571
meriones_unguiculatus ENSMUGG00000026244
nannospalax_galili ENSNGAG00000023888
urocitellus_parryii ENSUPAG00010002913
marmota_marmota_marmota ENSMMMG00000005187
spermophilus_dauricus ENSSDAG00000004193
spermophilus_dauricus ENSSDAG00000002979
ictidomys_tridecemlineatus ENSSTOG00000022365
chinchilla_lanigera ENSCLAG00000009121
octodon_degus ENSODEG00000015437
cavia_porcellus ENSCPOG00000034820
cavia_aperea ENSCAPG00000011175
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016538
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015151
fukomys_damarensis ENSFDAG00000019190
tupaia_belangeri ENSTBEG00000002908
dasypus_novemcinctus ENSDNOG00000049269
loxodonta_africana ENSLAFG00000008160
echinops_telfairi ENSETEG00000013209
ochotona_princeps ENSOPRG00000012034
