ciona_savignyi ENSCSAVG00000001434
ciona_intestinalis ENSCING00000003650
pogona_vitticeps ENSPVIG00000019536
notechis_scutatus ENSNSUG00000000347
salvator_merianae ENSSMRG00000020392
chelonoidis_abingdonii ENSCABG00000021427
chrysemys_picta_bellii ENSCPBG00000023669
gopherus_agassizii ENSGAGG00000014561
pelodiscus_sinensis ENSPSIG00000014903
propithecus_coquereli ENSPCOG00000028460
prolemur_simus ENSPSMG00000001116
microcebus_murinus ENSMICG00000001265
otolemur_garnettii ENSOGAG00000014963
castor_canadensis ENSCCNG00000024966
dipodomys_ordii ENSDORG00000011717
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023511
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024784
mus_spicilegus ENSMSIG00000030175
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022600
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014094
rattus_norvegicus ENSRNOG00000021020
meriones_unguiculatus ENSMUGG00000020154
peromyscus_maniculatus_bairdii ENSPEMG00000010635
microtus_ochrogaster ENSMOCG00000001732
cricetulus_griseus_crigri_1.0 ENSCGRG00000000911
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023673
cricetulus_griseus_crigri-picr ENSCGRG00015013888
mesocricetus_auratus ENSMAUG00000014615
nannospalax_galili ENSNGAG00000014128
jaculus_jaculus ENSJJAG00000018211
ictidomys_tridecemlineatus ENSSTOG00000028008
marmota_marmota_marmota ENSMMMG00000009449
urocitellus_parryii ENSUPAG00010010454
spermophilus_dauricus ENSSDAG00000007432
pan_troglodytes ENSPTRG00000003854
pan_paniscus ENSPPAG00000033206
homo_sapiens ENSG00000149735
gorilla_gorilla ENSGGOG00000000362
pongo_abelii ENSPPYG00000003089
nomascus_leucogenys ENSNLEG00000005414
rhinopithecus_bieti ENSRBIG00000032044
rhinopithecus_roxellana ENSRROG00000031736
piliocolobus_tephrosceles ENSPTEG00000022439
colobus_angolensis_palliatus ENSCANG00000041966
macaca_nemestrina ENSMNEG00000041501
macaca_mulatta ENSMMUG00000003976
macaca_fascicularis ENSMFAG00000040663
papio_anubis ENSPANG00000026212
