equus_caballus ENSECAG00000023425
equus_asinus_asinus ENSEASG00005013483
myotis_lucifugus ENSMLUG00000013434
capra_hircus ENSCHIG00000010376
ovis_aries ENSOARG00000006785
bos_mutus ENSBMUG00000021967
bos_taurus ENSBTAG00000040000
tursiops_truncatus ENSTTRG00000001217
sus_scrofa ENSSSCG00000002709
ailuropoda_melanoleuca ENSAMEG00000019453
ursus_americanus ENSUAMG00000017573
mustela_putorius_furo ENSMPUG00000020015
neovison_vison ENSNVIG00000019391
canis_lupus_familiaris ENSCAFG00000020075
canis_lupus_dingo ENSCAFG00020001636
felis_catus ENSFCAG00000029533
panthera_pardus ENSPPRG00000018135
erinaceus_europaeus ENSEEUG00000000958
urocitellus_parryii ENSUPAG00010015494
spermophilus_dauricus ENSSDAG00000002166
marmota_marmota_marmota ENSMMMG00000012719
mesocricetus_auratus ENSMAUG00000017493
chinchilla_lanigera ENSCLAG00000004189
octodon_degus ENSODEG00000020547
cavia_aperea ENSCAPG00000008694
cavia_porcellus ENSCPOG00000027395
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009236
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011601
dipodomys_ordii ENSDORG00000026949
ochotona_princeps ENSOPRG00000012504
pan_troglodytes ENSPTRG00000042548
pan_paniscus ENSPPAG00000002713
homo_sapiens ENSG00000183196
gorilla_gorilla ENSGGOG00000040714
pongo_abelii ENSPPYG00000007562
nomascus_leucogenys ENSNLEG00000013042
cercocebus_atys ENSCATG00000000065
mandrillus_leucophaeus ENSMLEG00000003758
theropithecus_gelada ENSTGEG00000014283
papio_anubis ENSPANG00000008336
macaca_fascicularis ENSMFAG00000011873
macaca_nemestrina ENSMNEG00000000950
macaca_mulatta ENSMMUG00000001563
chlorocebus_sabaeus ENSCSAG00000003679
colobus_angolensis_palliatus ENSCANG00000006053
piliocolobus_tephrosceles ENSPTEG00000000412
rhinopithecus_roxellana ENSRROG00000006714
rhinopithecus_bieti ENSRBIG00000013592
callithrix_jacchus ENSCJAG00000014281
homo_sapiens ENSG00000135702
gorilla_gorilla ENSGGOG00000039386
pan_troglodytes ENSPTRG00000041329
pan_paniscus ENSPPAG00000012986
pongo_abelii ENSPPYG00000007563
nomascus_leucogenys ENSNLEG00000028577
macaca_mulatta ENSMMUG00000015651
theropithecus_gelada ENSTGEG00000014306
colobus_angolensis_palliatus ENSCANG00000039928
piliocolobus_tephrosceles ENSPTEG00000000354
saimiri_boliviensis_boliviensis ENSSBOG00000027365
callithrix_jacchus ENSCJAG00000014271
carlito_syrichta ENSTSYG00000035666
propithecus_coquereli ENSPCOG00000020995
prolemur_simus ENSPSMG00000015292
microcebus_murinus ENSMICG00000037996
otolemur_garnettii ENSOGAG00000001872
dasypus_novemcinctus ENSDNOG00000047973
loxodonta_africana ENSLAFG00000008465
