poecilia_mexicana ENSPMEG00000001709
poecilia_formosa ENSPFOG00000022130
poecilia_reticulata ENSPREG00000006317
gambusia_affinis ENSGAFG00000009668
kryptolebias_marmoratus ENSKMAG00000019229
oryzias_latipes_asm223467v1 ENSORLG00000027190
oryzias_latipes_asm223471v1 ENSORLG00020018493
oryzias_latipes_asm223469v1 ENSORLG00015003523
oryzias_melastigma ENSOMEG00000020259
haplochromis_burtoni ENSHBUG00000010178
maylandia_zebra ENSMZEG00005008150
scophthalmus_maximus ENSSMAG00000003077
cynoglossus_semilaevis ENSCSEG00000020244
seriola_lalandi_dorsalis ENSSLDG00000002626
mastacembelus_armatus ENSMAMG00000008165
gasterosteus_aculeatus ENSGACG00000013616
takifugu_rubripes ENSTRUG00000022282
hippocampus_comes ENSHCOG00000005858
ictalurus_punctatus ENSIPUG00000023167
