phascolarctos_cinereus ENSPCIG00000011741
notamacropus_eugenii ENSMEUG00000014555
sarcophilus_harrisii ENSSHAG00000010560
monodelphis_domestica ENSMODG00000008020
monodelphis_domestica ENSMODG00000001218
loxodonta_africana ENSLAFG00000026362
procavia_capensis ENSPCAG00000012173
echinops_telfairi ENSETEG00000013110
dasypus_novemcinctus ENSDNOG00000031261
choloepus_hoffmanni ENSCHOG00000010300
ursus_maritimus ENSUMAG00000023459
ursus_americanus ENSUAMG00000008925
ailuropoda_melanoleuca ENSAMEG00000018378
neovison_vison ENSNVIG00000001839
mustela_putorius_furo ENSMPUG00000002220
canis_lupus_familiaris ENSCAFG00000015925
canis_lupus_dingo ENSCAFG00020012696
vulpes_vulpes ENSVVUG00000000630
panthera_pardus ENSPPRG00000023996
panthera_tigris_altaica ENSPTIG00000016812
felis_catus ENSFCAG00000003265
equus_caballus ENSECAG00000032241
equus_caballus ENSECAG00000017205
equus_caballus ENSECAG00000031240
equus_asinus_asinus ENSEASG00005009809
capra_hircus ENSCHIG00000024802
ovis_aries ENSOARG00000020903
bos_taurus ENSBTAG00000012741
bos_mutus ENSBMUG00000008930
bison_bison_bison ENSBBBG00000001012
sus_scrofa ENSSSCG00000004610
tursiops_truncatus ENSTTRG00000008539
vicugna_pacos ENSVPAG00000012385
pteropus_vampyrus ENSPVAG00000004096
myotis_lucifugus ENSMLUG00000009218
erinaceus_europaeus ENSEEUG00000011344
sorex_araneus ENSSARG00000000323
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034563
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033564
mus_spicilegus ENSMSIG00000029989
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032426
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015290
rattus_norvegicus ENSRNOG00000053428
meriones_unguiculatus ENSMUGG00000012358
cricetulus_griseus_crigri_1.0 ENSCGRG00000014147
cricetulus_griseus_crigri-picr ENSCGRG00015015751
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021450
mesocricetus_auratus ENSMAUG00000021179
microtus_ochrogaster ENSMOCG00000003089
peromyscus_maniculatus_bairdii ENSPEMG00000016732
nannospalax_galili ENSNGAG00000020929
jaculus_jaculus ENSJJAG00000009513
chinchilla_lanigera ENSCLAG00000008443
octodon_degus ENSODEG00000007737
cavia_porcellus ENSCPOG00000011667
cavia_aperea ENSCAPG00000010692
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000422
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012053
fukomys_damarensis ENSFDAG00000000610
castor_canadensis ENSCCNG00000026330
dipodomys_ordii ENSDORG00000028418
spermophilus_dauricus ENSSDAG00000007148
urocitellus_parryii ENSUPAG00010003151
ictidomys_tridecemlineatus ENSSTOG00000008480
marmota_marmota_marmota ENSMMMG00000015280
oryctolagus_cuniculus ENSOCUG00000007468
ochotona_princeps ENSOPRG00000013147
tupaia_belangeri ENSTBEG00000010960
pan_paniscus ENSPPAG00000041408
pan_troglodytes ENSPTRG00000034458
homo_sapiens ENSG00000260916
gorilla_gorilla ENSGGOG00000002361
pongo_abelii ENSPPYG00000006498
nomascus_leucogenys ENSNLEG00000006611
colobus_angolensis_palliatus ENSCANG00000014676
piliocolobus_tephrosceles ENSPTEG00000026224
rhinopithecus_bieti ENSRBIG00000039124
rhinopithecus_roxellana ENSRROG00000038887
papio_anubis ENSPANG00000017291
chlorocebus_sabaeus ENSCSAG00000011670
theropithecus_gelada ENSTGEG00000016752
cercocebus_atys ENSCATG00000045148
mandrillus_leucophaeus ENSMLEG00000008809
macaca_fascicularis ENSMFAG00000031325
macaca_mulatta ENSMMUG00000010798
macaca_nemestrina ENSMNEG00000030126
cebus_capucinus_imitator ENSCCAG00000027606
saimiri_boliviensis_boliviensis ENSSBOG00000028422
callithrix_jacchus ENSCJAG00000002275
aotus_nancymaae ENSANAG00000020501
carlito_syrichta ENSTSYG00000028667
propithecus_coquereli ENSPCOG00000016294
prolemur_simus ENSPSMG00000014555
microcebus_murinus ENSMICG00000035464
otolemur_garnettii ENSOGAG00000010414
ornithorhynchus_anatinus ENSOANG00000008542
apteryx_owenii ENSAOWG00000007545
apteryx_rowi ENSARWG00000000103
apteryx_haastii ENSAHAG00000006018
dromaius_novaehollandiae ENSDNVG00000014267
nothoprocta_perdicaria ENSNPEG00000015100
calidris_pygmaea ENSCPGG00000012001
calidris_pugnax ENSCPUG00000016167
melopsittacus_undulatus ENSMUNG00000016547
manacus_vitellinus ENSMVIG00005016251
lepidothrix_coronata ENSLCOG00000005017
zonotrichia_albicollis ENSZALG00000002314
junco_hyemalis ENSJHYG00000016418
serinus_canaria ENSSCAG00000000559
lonchura_striata_domestica ENSLSDG00000014364
taeniopygia_guttata ENSTGUG00000006492
parus_major ENSPMJG00000018474
cyanistes_caeruleus ENSCCEG00000019892
ficedula_albicollis ENSFALG00000012036
gallus_gallus ENSGALG00000004387
coturnix_japonica ENSCJPG00005016249
meleagris_gallopavo ENSMGAG00000005965
numida_meleagris ENSNMEG00000022400
anser_brachyrhynchus ENSABRG00000020166
anas_platyrhynchos_platyrhynchos ENSAPLG00000002976
crocodylus_porosus ENSCPRG00005011744
chelonoidis_abingdonii ENSCABG00000000064
gopherus_agassizii ENSGAGG00000012941
chrysemys_picta_bellii ENSCPBG00000004161
pelodiscus_sinensis ENSPSIG00000010532
pogona_vitticeps ENSPVIG00000019348
anolis_carolinensis ENSACAG00000006826
notechis_scutatus ENSNSUG00000013404
salvator_merianae ENSSMRG00000004769
sphenodon_punctatus ENSSPUG00000004549
xenopus_tropicalis ENSXETG00000007370
latimeria_chalumnae ENSLACG00000014610
