apteryx_rowi ENSARWG00000000938
apteryx_owenii ENSAOWG00000014101
apteryx_haastii ENSAHAG00000007467
dromaius_novaehollandiae ENSDNVG00000002844
nothoprocta_perdicaria ENSNPEG00000010160
meleagris_gallopavo ENSMGAG00000008015
gallus_gallus ENSGALG00000046384
coturnix_japonica ENSCJPG00005019390
anser_brachyrhynchus ENSABRG00000001138
anas_platyrhynchos_platyrhynchos ENSAPLG00000026278
calidris_pugnax ENSCPUG00000014345
calidris_pygmaea ENSCPGG00000017961
lepidothrix_coronata ENSLCOG00000014455
manacus_vitellinus ENSMVIG00005009578
cyanistes_caeruleus ENSCCEG00000021862
parus_major ENSPMJG00000005834
lonchura_striata_domestica ENSLSDG00000001964
ficedula_albicollis ENSFALG00000002737
crocodylus_porosus ENSCPRG00005007132
chrysemys_picta_bellii ENSCPBG00000027399
gopherus_agassizii ENSGAGG00000007700
pelodiscus_sinensis ENSPSIG00000014002
pogona_vitticeps ENSPVIG00000018009
anolis_carolinensis ENSACAG00000006887
salvator_merianae ENSSMRG00000000025
sphenodon_punctatus ENSSPUG00000017689
pteropus_vampyrus ENSPVAG00000004252
myotis_lucifugus ENSMLUG00000006409
tursiops_truncatus ENSTTRG00000012463
sus_scrofa ENSSSCG00000017520
ovis_aries ENSOARG00000007918
capra_hircus ENSCHIG00000015497
bos_taurus ENSBTAG00000001830
bos_mutus ENSBMUG00000000816
bison_bison_bison ENSBBBG00000021972
ursus_americanus ENSUAMG00000017138
ursus_maritimus ENSUMAG00000016015
ailuropoda_melanoleuca ENSAMEG00000004734
neovison_vison ENSNVIG00000005619
mustela_putorius_furo ENSMPUG00000015287
canis_lupus_dingo ENSCAFG00020023236
canis_lupus_familiaris ENSCAFG00000030744
vulpes_vulpes ENSVVUG00000003146
panthera_pardus ENSPPRG00000001915
panthera_tigris_altaica ENSPTIG00000018466
felis_catus ENSFCAG00000045119
erinaceus_europaeus ENSEEUG00000004007
equus_caballus ENSECAG00000007543
equus_asinus_asinus ENSEASG00005000676
mus_spicilegus ENSMSIG00000018171
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020878
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017891
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017045
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018175
rattus_norvegicus ENSRNOG00000009902
meriones_unguiculatus ENSMUGG00000022469
peromyscus_maniculatus_bairdii ENSPEMG00000020507
microtus_ochrogaster ENSMOCG00000016707
cricetulus_griseus_crigri_1.0 ENSCGRG00000012681
cricetulus_griseus_crigri-picr ENSCGRG00015019612
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019758
mesocricetus_auratus ENSMAUG00000019416
nannospalax_galili ENSNGAG00000022557
jaculus_jaculus ENSJJAG00000010412
castor_canadensis ENSCCNG00000009270
chinchilla_lanigera ENSCLAG00000016713
octodon_degus ENSODEG00000017367
cavia_porcellus ENSCPOG00000006925
cavia_aperea ENSCAPG00000011397
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016506
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004121
fukomys_damarensis ENSFDAG00000019672
urocitellus_parryii ENSUPAG00010006533
spermophilus_dauricus ENSSDAG00000012921
marmota_marmota_marmota ENSMMMG00000020356
ictidomys_tridecemlineatus ENSSTOG00000002068
oryctolagus_cuniculus ENSOCUG00000009453
ochotona_princeps ENSOPRG00000003963
tupaia_belangeri ENSTBEG00000003096
saimiri_boliviensis_boliviensis ENSSBOG00000026980
cebus_capucinus_imitator ENSCCAG00000030568
callithrix_jacchus ENSCJAG00000007776
aotus_nancymaae ENSANAG00000028496
pan_troglodytes ENSPTRG00000009338
pan_paniscus ENSPPAG00000038983
gorilla_gorilla ENSGGOG00000012667
homo_sapiens ENSG00000141294
pongo_abelii ENSPPYG00000008882
nomascus_leucogenys ENSNLEG00000001902
mandrillus_leucophaeus ENSMLEG00000031583
cercocebus_atys ENSCATG00000031406
papio_anubis ENSPANG00000022918
theropithecus_gelada ENSTGEG00000001523
macaca_mulatta ENSMMUG00000047842
macaca_fascicularis ENSMFAG00000031915
macaca_nemestrina ENSMNEG00000037035
chlorocebus_sabaeus ENSCSAG00000002574
colobus_angolensis_palliatus ENSCANG00000036184
piliocolobus_tephrosceles ENSPTEG00000031658
rhinopithecus_roxellana ENSRROG00000039559
rhinopithecus_bieti ENSRBIG00000036612
carlito_syrichta ENSTSYG00000003710
prolemur_simus ENSPSMG00000007500
propithecus_coquereli ENSPCOG00000015829
microcebus_murinus ENSMICG00000004816
otolemur_garnettii ENSOGAG00000006177
dasypus_novemcinctus ENSDNOG00000047964
loxodonta_africana ENSLAFG00000006826
procavia_capensis ENSPCAG00000002042
echinops_telfairi ENSETEG00000014263
phascolarctos_cinereus ENSPCIG00000000900
notamacropus_eugenii ENSMEUG00000007300
sarcophilus_harrisii ENSSHAG00000003740
monodelphis_domestica ENSMODG00000012473
ornithorhynchus_anatinus ENSOANG00000001541
latimeria_chalumnae ENSLACG00000022295
lepisosteus_oculatus ENSLOCG00000013725
