pan_troglodytes ENSPTRG00000042035
pan_paniscus ENSPPAG00000033971
gorilla_gorilla ENSGGOG00000026721
homo_sapiens ENSG00000277972
nomascus_leucogenys ENSNLEG00000000583
colobus_angolensis_palliatus ENSCANG00000004601
piliocolobus_tephrosceles ENSPTEG00000021086
rhinopithecus_bieti ENSRBIG00000033853
rhinopithecus_roxellana ENSRROG00000021791
macaca_fascicularis ENSMFAG00000045774
macaca_mulatta ENSMMUG00000041638
macaca_nemestrina ENSMNEG00000030408
chlorocebus_sabaeus ENSCSAG00000002644
papio_anubis ENSPANG00000022020
cercocebus_atys ENSCATG00000022041
theropithecus_gelada ENSTGEG00000002183
mandrillus_leucophaeus ENSMLEG00000041466
saimiri_boliviensis_boliviensis ENSSBOG00000036248
cebus_capucinus_imitator ENSCCAG00000023283
callithrix_jacchus ENSCJAG00000008212
aotus_nancymaae ENSANAG00000030622
carlito_syrichta ENSTSYG00000036112
propithecus_coquereli ENSPCOG00000023611
prolemur_simus ENSPSMG00000008353
microcebus_murinus ENSMICG00000030046
otolemur_garnettii ENSOGAG00000033905
ictidomys_tridecemlineatus ENSSTOG00000022806
spermophilus_dauricus ENSSDAG00000003705
marmota_marmota_marmota ENSMMMG00000019991
urocitellus_parryii ENSUPAG00010007056
ovis_aries ENSOARG00000009677
capra_hircus ENSCHIG00000011439
bos_mutus ENSBMUG00000001326
bison_bison_bison ENSBBBG00000022480
capra_hircus ENSCHIG00000002051
bos_taurus ENSBTAG00000046569
panthera_pardus ENSPPRG00000006700
panthera_tigris_altaica ENSPTIG00000012358
felis_catus ENSFCAG00000045685
ursus_americanus ENSUAMG00000028176
ursus_maritimus ENSUMAG00000017078
ailuropoda_melanoleuca ENSAMEG00000004397
mustela_putorius_furo ENSMPUG00000015129
canis_lupus_dingo ENSCAFG00020023025
canis_lupus_familiaris ENSCAFG00000030243
vulpes_vulpes ENSVVUG00000002294
sus_scrofa ENSSSCG00000022187
equus_asinus_asinus ENSEASG00005001853
equus_caballus ENSECAG00000011982
myotis_lucifugus ENSMLUG00000022987
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078695
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017060
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017906
mus_spicilegus ENSMSIG00000017247
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018189
rattus_norvegicus ENSRNOG00000036894
meriones_unguiculatus ENSMUGG00000009612
mesocricetus_auratus ENSMAUG00000017555
peromyscus_maniculatus_bairdii ENSPEMG00000024903
cricetulus_griseus_crigri-picr ENSCGRG00015016402
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010662
cricetulus_griseus_crigri_1.0 ENSCGRG00000005689
peromyscus_maniculatus_bairdii ENSPEMG00000007333
microtus_ochrogaster ENSMOCG00000022560
nannospalax_galili ENSNGAG00000020558
jaculus_jaculus ENSJJAG00000023230
dipodomys_ordii ENSDORG00000029439
chinchilla_lanigera ENSCLAG00000014350
octodon_degus ENSODEG00000017593
cavia_porcellus ENSCPOG00000036120
cavia_aperea ENSCAPG00000014635
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009890
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013004
fukomys_damarensis ENSFDAG00000000218
oryctolagus_cuniculus ENSOCUG00000022623
dasypus_novemcinctus ENSDNOG00000046664
loxodonta_africana ENSLAFG00000027084
phascolarctos_cinereus ENSPCIG00000002885
poecilia_reticulata ENSPREG00000003771
fundulus_heteroclitus ENSFHEG00000004779
mola_mola ENSMMOG00000006217
cynoglossus_semilaevis ENSCSEG00000016258
periophthalmus_magnuspinnatus ENSPMGG00000013544
caenorhabditis_elegans_strain_n2 WBGene00022053
drosophila_melanogaster FBgn0033100
