mastacembelus_armatus ENSMAMG00000020267
anabas_testudineus ENSATEG00000018418
seriola_dumerili ENSSDUG00000006035
scophthalmus_maximus ENSSMAG00000013206
labrus_bergylta ENSLBEG00000028706
kryptolebias_marmoratus ENSKMAG00000000777
poecilia_mexicana ENSPMEG00000024187
astatotilapia_calliptera ENSACLG00000001145
maylandia_zebra ENSMZEG00005007445
haplochromis_burtoni ENSHBUG00000016583
pundamilia_nyererei ENSPNYG00000010520
amphiprion_ocellaris ENSAOCG00000002704
amphiprion_percula ENSAPEG00000006045
acanthochromis_polyacanthus ENSAPOG00000012134
stegastes_partitus ENSSPAG00000009546
oryzias_latipes_asm223471v1 ENSORLG00020022134
oryzias_latipes_asm223467v1 ENSORLG00000001202
oryzias_latipes_asm223469v1 ENSORLG00015012501
oryzias_melastigma ENSOMEG00000015185
periophthalmus_magnuspinnatus ENSPMGG00000016380
cynoglossus_semilaevis ENSCSEG00000002811
esox_lucius ENSELUG00000019739
scleropages_formosus ENSSFOG00015010469
