capra_hircus ENSCHIG00000013320
panthera_pardus ENSPPRG00000005836
periophthalmus_magnuspinnatus ENSPMGG00000016362
ciona_intestinalis ENSCING00000005126
ciona_intestinalis ENSCING00000018894
ciona_savignyi ENSCSAVG00000009663
ciona_savignyi ENSCSAVG00000003196
ciona_intestinalis ENSCING00000007703
ciona_savignyi ENSCSAVG00000001085
ciona_savignyi ENSCSAVG00000006357
ciona_intestinalis ENSCING00000021478
takifugu_rubripes ENSTRUG00000005066
tetraodon_nigroviridis ENSTNIG00000002617
labrus_bergylta ENSLBEG00000002955
cynoglossus_semilaevis ENSCSEG00000007972
cynoglossus_semilaevis ENSCSEG00000007992
hippocampus_comes ENSHCOG00000008489
fundulus_heteroclitus ENSFHEG00000015054
cyprinodon_variegatus ENSCVAG00000019356
poecilia_latipinna ENSPLAG00000004316
poecilia_formosa ENSPFOG00000003924
poecilia_mexicana ENSPMEG00000001010
poecilia_reticulata ENSPREG00000008243
xiphophorus_couchianus ENSXCOG00000001542
gambusia_affinis ENSGAFG00000014646
oryzias_latipes_asm223469v1 ENSORLG00015002397
oryzias_latipes_asm223467v1 ENSORLG00000007614
oryzias_melastigma ENSOMEG00000018226
pundamilia_nyererei ENSPNYG00000007263
haplochromis_burtoni ENSHBUG00000017166
astatotilapia_calliptera ENSACLG00000022560
neolamprologus_brichardi ENSNBRG00000017346
oreochromis_niloticus ENSONIG00000017760
amphilophus_citrinellus ENSACIG00000001219
amphiprion_percula ENSAPEG00000016361
amphiprion_ocellaris ENSAOCG00000022039
amphiprion_ocellaris ENSAOCG00000022002
acanthochromis_polyacanthus ENSAPOG00000004714
stegastes_partitus ENSSPAG00000001710
mastacembelus_armatus ENSMAMG00000007715
anabas_testudineus ENSATEG00000003244
seriola_dumerili ENSSDUG00000008198
periophthalmus_magnuspinnatus ENSPMGG00000023911
gasterosteus_aculeatus ENSGACG00000002182
gasterosteus_aculeatus ENSGACG00000002143
scophthalmus_maximus ENSSMAG00000016277
scophthalmus_maximus ENSSMAG00000018469
acanthochromis_polyacanthus ENSAPOG00000004775
acanthochromis_polyacanthus ENSAPOG00000004685
scophthalmus_maximus ENSSMAG00000018446
tetraodon_nigroviridis ENSTNIG00000002619
takifugu_rubripes ENSTRUG00000005727
monopterus_albus ENSMALG00000012689
labrus_bergylta ENSLBEG00000002759
cynoglossus_semilaevis ENSCSEG00000008011
hippocampus_comes ENSHCOG00000008468
mola_mola ENSMMOG00000001165
mola_mola ENSMMOG00000001106
eptatretus_burgeri ENSEBUG00000015814
drosophila_melanogaster FBgn0284245
drosophila_melanogaster FBgn0000557
caenorhabditis_elegans_strain_n2 WBGene00001169
caenorhabditis_elegans_strain_n2 WBGene00001168
mola_mola ENSMMOG00000018160
periophthalmus_magnuspinnatus ENSPMGG00000022427
piliocolobus_tephrosceles ENSPTEG00000011143
saccharomyces_cerevisiae_strain_s288c YPR080W
saccharomyces_cerevisiae_strain_s288c YBR118W
