castor_canadensis ENSCCNG00000031031
dipodomys_ordii ENSDORG00000012851
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021019
cricetulus_griseus_crigri_1.0 ENSCGRG00000002907
cricetulus_griseus_crigri-picr ENSCGRG00015000227
mesocricetus_auratus ENSMAUG00000020659
peromyscus_maniculatus_bairdii ENSPEMG00000022178
microtus_ochrogaster ENSMOCG00000004745
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042385
mus_spicilegus ENSMSIG00000017590
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019782
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018904
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015974
rattus_norvegicus ENSRNOG00000010661
jaculus_jaculus ENSJJAG00000024241
chinchilla_lanigera ENSCLAG00000005131
octodon_degus ENSODEG00000017261
cavia_porcellus ENSCPOG00000008069
cavia_aperea ENSCAPG00000013886
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018045
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005273
fukomys_damarensis ENSFDAG00000020875
ictidomys_tridecemlineatus ENSSTOG00000015201
urocitellus_parryii ENSUPAG00010005054
spermophilus_dauricus ENSSDAG00000007127
marmota_marmota_marmota ENSMMMG00000009433
oryctolagus_cuniculus ENSOCUG00000008873
ochotona_princeps ENSOPRG00000010814
tupaia_belangeri ENSTBEG00000001611
pan_troglodytes ENSPTRG00000016870
pan_paniscus ENSPPAG00000027302
homo_sapiens ENSG00000113088
gorilla_gorilla ENSGGOG00000026032
pongo_abelii ENSPPYG00000015464
nomascus_leucogenys ENSNLEG00000001158
rhinopithecus_roxellana ENSRROG00000038560
rhinopithecus_bieti ENSRBIG00000003437
piliocolobus_tephrosceles ENSPTEG00000020941
colobus_angolensis_palliatus ENSCANG00000029971
mandrillus_leucophaeus ENSMLEG00000036631
cercocebus_atys ENSCATG00000029444
theropithecus_gelada ENSTGEG00000012347
papio_anubis ENSPANG00000008457
macaca_fascicularis ENSMFAG00000033984
macaca_mulatta ENSMMUG00000020171
macaca_nemestrina ENSMNEG00000042303
chlorocebus_sabaeus ENSCSAG00000016596
cebus_capucinus_imitator ENSCCAG00000036371
cebus_capucinus_imitator ENSCCAG00000020920
saimiri_boliviensis_boliviensis ENSSBOG00000023762
callithrix_jacchus ENSCJAG00000001646
aotus_nancymaae ENSANAG00000000813
carlito_syrichta ENSTSYG00000003824
prolemur_simus ENSPSMG00000016872
microcebus_murinus ENSMICG00000031808
propithecus_coquereli ENSPCOG00000016960
otolemur_garnettii ENSOGAG00000007116
pteropus_vampyrus ENSPVAG00000017493
myotis_lucifugus ENSMLUG00000010160
equus_asinus_asinus ENSEASG00005013311
equus_caballus ENSECAG00000008606
ursus_americanus ENSUAMG00000028052
ursus_maritimus ENSUMAG00000005679
ailuropoda_melanoleuca ENSAMEG00000012805
neovison_vison ENSNVIG00000002350
mustela_putorius_furo ENSMPUG00000014312
canis_lupus_familiaris ENSCAFG00000018379
canis_lupus_dingo ENSCAFG00020023353
vulpes_vulpes ENSVVUG00000014607
panthera_tigris_altaica ENSPTIG00000019433
panthera_pardus ENSPPRG00000008035
felis_catus ENSFCAG00000014052
capra_hircus ENSCHIG00000017343
ovis_aries ENSOARG00000007987
bos_mutus ENSBMUG00000023098
bos_taurus ENSBTAG00000005164
bison_bison_bison ENSBBBG00000016130
tursiops_truncatus ENSTTRG00000008655
sus_scrofa ENSSSCG00000016901
vicugna_pacos ENSVPAG00000004633
sorex_araneus ENSSARG00000001989
loxodonta_africana ENSLAFG00000002376
echinops_telfairi ENSETEG00000001296
choloepus_hoffmanni ENSCHOG00000009899
dasypus_novemcinctus ENSDNOG00000043171
latimeria_chalumnae ENSLACG00000002184
maylandia_zebra ENSMZEG00005014194
pundamilia_nyererei ENSPNYG00000002095
latimeria_chalumnae ENSLACG00000022507
crocodylus_porosus ENSCPRG00005016795
pygocentrus_nattereri ENSPNAG00000009628
astyanax_mexicanus ENSAMXG00000034072
ictalurus_punctatus ENSIPUG00000004016
lepisosteus_oculatus ENSLOCG00000012345
