cyprinodon_variegatus ENSCVAG00000001747
fundulus_heteroclitus ENSFHEG00000018142
xiphophorus_maculatus ENSXMAG00000006851
xiphophorus_couchianus ENSXCOG00000019606
gambusia_affinis ENSGAFG00000015154
poecilia_formosa ENSPFOG00000016449
poecilia_mexicana ENSPMEG00000010146
poecilia_latipinna ENSPLAG00000010840
poecilia_reticulata ENSPREG00000016117
kryptolebias_marmoratus ENSKMAG00000003711
oryzias_latipes_asm223469v1 ENSORLG00015017432
oryzias_latipes_asm223471v1 ENSORLG00020011317
oryzias_latipes_asm223467v1 ENSORLG00000009345
oryzias_melastigma ENSOMEG00000005773
maylandia_zebra ENSMZEG00005022470
haplochromis_burtoni ENSHBUG00000013385
astatotilapia_calliptera ENSACLG00000017261
neolamprologus_brichardi ENSNBRG00000006295
pundamilia_nyererei ENSPNYG00000006142
neolamprologus_brichardi ENSNBRG00000006835
oreochromis_niloticus ENSONIG00000006164
amphilophus_citrinellus ENSACIG00000011385
amphiprion_ocellaris ENSAOCG00000017021
amphiprion_percula ENSAPEG00000002553
acanthochromis_polyacanthus ENSAPOG00000024167
stegastes_partitus ENSSPAG00000020552
takifugu_rubripes ENSTRUG00000005070
tetraodon_nigroviridis ENSTNIG00000018354
mola_mola ENSMMOG00000003516
gasterosteus_aculeatus ENSGACG00000012315
labrus_bergylta ENSLBEG00000006418
monopterus_albus ENSMALG00000002630
mastacembelus_armatus ENSMAMG00000012969
anabas_testudineus ENSATEG00000000405
scophthalmus_maximus ENSSMAG00000017983
cynoglossus_semilaevis ENSCSEG00000001811
seriola_dumerili ENSSDUG00000001878
seriola_lalandi_dorsalis ENSSLDG00000014584
hippocampus_comes ENSHCOG00000007110
periophthalmus_magnuspinnatus ENSPMGG00000021452
gadus_morhua ENSGMOG00000008063
esox_lucius ENSELUG00000010504
pygocentrus_nattereri ENSPNAG00000015789
astyanax_mexicanus ENSAMXG00000040995
ictalurus_punctatus ENSIPUG00000022756
danio_rerio ENSDARG00000015856
paramormyrops_kingsleyae ENSPKIG00000000115
scleropages_formosus ENSSFOG00015010972
lepisosteus_oculatus ENSLOCG00000010352
