astyanax_mexicanus ENSAMXG00000000705
pygocentrus_nattereri ENSPNAG00000001502
ictalurus_punctatus ENSIPUG00000021922
danio_rerio ENSDARG00000003866
mola_mola ENSMMOG00000007283
tetraodon_nigroviridis ENSTNIG00000003593
amphiprion_ocellaris ENSAOCG00000012111
amphiprion_percula ENSAPEG00000002870
acanthochromis_polyacanthus ENSAPOG00000002368
scophthalmus_maximus ENSSMAG00000018145
monopterus_albus ENSMALG00000011960
anabas_testudineus ENSATEG00000003926
gasterosteus_aculeatus ENSGACG00000002358
seriola_lalandi_dorsalis ENSSLDG00000016503
seriola_dumerili ENSSDUG00000021270
amphilophus_citrinellus ENSACIG00000015955
labrus_bergylta ENSLBEG00000014164
mastacembelus_armatus ENSMAMG00000008958
cynoglossus_semilaevis ENSCSEG00000017518
gadus_morhua ENSGMOG00000014604
esox_lucius ENSELUG00000002363
paramormyrops_kingsleyae ENSPKIG00000014087
scleropages_formosus ENSSFOG00015007008
scleropages_formosus ENSSFOG00015022157
paramormyrops_kingsleyae ENSPKIG00000005027
lepisosteus_oculatus ENSLOCG00000003128
apteryx_rowi ENSARWG00000008588
apteryx_haastii ENSAHAG00000002544
apteryx_owenii ENSAOWG00000018875
dromaius_novaehollandiae ENSDNVG00000000584
nothoprocta_perdicaria ENSNPEG00000010421
junco_hyemalis ENSJHYG00000017343
zonotrichia_albicollis ENSZALG00000017603
serinus_canaria ENSSCAG00000016002
lonchura_striata_domestica ENSLSDG00000000179
taeniopygia_guttata ENSTGUG00000010935
parus_major ENSPMJG00000002726
cyanistes_caeruleus ENSCCEG00000017792
ficedula_albicollis ENSFALG00000004353
lepidothrix_coronata ENSLCOG00000004033
manacus_vitellinus ENSMVIG00005013742
melopsittacus_undulatus ENSMUNG00000000323
calidris_pygmaea ENSCPGG00000011778
calidris_pugnax ENSCPUG00000010369
anser_brachyrhynchus ENSABRG00000018628
anas_platyrhynchos_platyrhynchos ENSAPLG00000004699
meleagris_gallopavo ENSMGAG00000014894
coturnix_japonica ENSCJPG00005016152
gallus_gallus ENSGALG00000016878
numida_meleagris ENSNMEG00000018721
crocodylus_porosus ENSCPRG00005017803
gopherus_agassizii ENSGAGG00000017951
chelonoidis_abingdonii ENSCABG00000015663
chrysemys_picta_bellii ENSCPBG00000018056
pelodiscus_sinensis ENSPSIG00000013207
pogona_vitticeps ENSPVIG00000007489
anolis_carolinensis ENSACAG00000008881
notechis_scutatus ENSNSUG00000008657
salvator_merianae ENSSMRG00000015235
sphenodon_punctatus ENSSPUG00000006147
phascolarctos_cinereus ENSPCIG00000008151
notamacropus_eugenii ENSMEUG00000011755
monodelphis_domestica ENSMODG00000007786
sarcophilus_harrisii ENSSHAG00000009731
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020509
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025544
mus_spicilegus ENSMSIG00000026885
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019612
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030629
rattus_norvegicus ENSRNOG00000012751
meriones_unguiculatus ENSMUGG00000020967
peromyscus_maniculatus_bairdii ENSPEMG00000007912
microtus_ochrogaster ENSMOCG00000014829
cricetulus_griseus_crigri-picr ENSCGRG00015028541
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000200
cricetulus_griseus_crigri_1.0 ENSCGRG00000017042
mesocricetus_auratus ENSMAUG00000008470
nannospalax_galili ENSNGAG00000001414
dipodomys_ordii ENSDORG00000014077
urocitellus_parryii ENSUPAG00010010299
marmota_marmota_marmota ENSMMMG00000020618
ictidomys_tridecemlineatus ENSSTOG00000002431
spermophilus_dauricus ENSSDAG00000022473
octodon_degus ENSODEG00000009841
chinchilla_lanigera ENSCLAG00000003545
cavia_porcellus ENSCPOG00000008409
cavia_aperea ENSCAPG00000010553
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019594
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000943
fukomys_damarensis ENSFDAG00000011289
