cynoglossus_semilaevis ENSCSEG00000014951
hippocampus_comes ENSHCOG00000006340
oryzias_latipes_asm223469v1 ENSORLG00015017295
oryzias_latipes_asm223467v1 ENSORLG00000029376
oryzias_latipes_asm223471v1 ENSORLG00020011529
oryzias_melastigma ENSOMEG00000003721
periophthalmus_magnuspinnatus ENSPMGG00000021490
seriola_lalandi_dorsalis ENSSLDG00000015263
seriola_dumerili ENSSDUG00000000448
scophthalmus_maximus ENSSMAG00000014994
mastacembelus_armatus ENSMAMG00000011583
monopterus_albus ENSMALG00000006609
anabas_testudineus ENSATEG00000003723
mola_mola ENSMMOG00000002573
labrus_bergylta ENSLBEG00000013426
maylandia_zebra ENSMZEG00005015496
astatotilapia_calliptera ENSACLG00000006102
pundamilia_nyererei ENSPNYG00000021345
haplochromis_burtoni ENSHBUG00000012387
neolamprologus_brichardi ENSNBRG00000015358
oreochromis_niloticus ENSONIG00000006542
amphilophus_citrinellus ENSACIG00000009195
amphiprion_ocellaris ENSAOCG00000024625
amphiprion_percula ENSAPEG00000000373
acanthochromis_polyacanthus ENSAPOG00000009287
acanthochromis_polyacanthus ENSAPOG00000012237
acanthochromis_polyacanthus ENSAPOG00000012100
stegastes_partitus ENSSPAG00000008721
poecilia_formosa ENSPFOG00000007807
poecilia_latipinna ENSPLAG00000017522
poecilia_mexicana ENSPMEG00000011194
poecilia_reticulata ENSPREG00000000917
xiphophorus_couchianus ENSXCOG00000007251
xiphophorus_maculatus ENSXMAG00000018931
gambusia_affinis ENSGAFG00000007648
cyprinodon_variegatus ENSCVAG00000004232
fundulus_heteroclitus ENSFHEG00000000221
kryptolebias_marmoratus ENSKMAG00000020131
gadus_morhua ENSGMOG00000014389
esox_lucius ENSELUG00000014738
pygocentrus_nattereri ENSPNAG00000008731
astyanax_mexicanus ENSAMXG00000039386
ictalurus_punctatus ENSIPUG00000024170
danio_rerio ENSDARG00000103443
scleropages_formosus ENSSFOG00015020658
paramormyrops_kingsleyae ENSPKIG00000011526
lepisosteus_oculatus ENSLOCG00000011205
pogona_vitticeps ENSPVIG00000016881
anolis_carolinensis ENSACAG00000013446
salvator_merianae ENSSMRG00000008253
apteryx_owenii ENSAOWG00000018272
dromaius_novaehollandiae ENSDNVG00000016240
anser_brachyrhynchus ENSABRG00000000738
anas_platyrhynchos_platyrhynchos ENSAPLG00000005807
gallus_gallus ENSGALG00000010722
coturnix_japonica ENSCJPG00005011768
meleagris_gallopavo ENSMGAG00000009979
numida_meleagris ENSNMEG00000006445
melopsittacus_undulatus ENSMUNG00000000876
calidris_pugnax ENSCPUG00000011578
calidris_pygmaea ENSCPGG00000012194
lepidothrix_coronata ENSLCOG00000005349
manacus_vitellinus ENSMVIG00005002555
cyanistes_caeruleus ENSCCEG00000019316
parus_major ENSPMJG00000010741
taeniopygia_guttata ENSTGUG00000002424
lonchura_striata_domestica ENSLSDG00000017480
serinus_canaria ENSSCAG00000013602
junco_hyemalis ENSJHYG00000002671
zonotrichia_albicollis ENSZALG00000010812
ficedula_albicollis ENSFALG00000010097
petromyzon_marinus ENSPMAG00000008933
petromyzon_marinus ENSPMAG00000008386
seriola_lalandi_dorsalis ENSSLDG00000016453
pygocentrus_nattereri ENSPNAG00000024461
ciona_intestinalis ENSCING00000024766
