ursus_maritimus ENSUMAG00000018370
ursus_americanus ENSUAMG00000016709
ailuropoda_melanoleuca ENSAMEG00000018885
mustela_putorius_furo ENSMPUG00000019601
neovison_vison ENSNVIG00000003789
canis_lupus_dingo ENSCAFG00020009347
canis_lupus_dingo ENSCAFG00020007575
canis_lupus_familiaris ENSCAFG00000032444
canis_lupus_familiaris ENSCAFG00000030293
canis_lupus_dingo ENSCAFG00020010784
vulpes_vulpes ENSVVUG00000019171
panthera_pardus ENSPPRG00000017740
panthera_tigris_altaica ENSPTIG00000010963
felis_catus ENSFCAG00000034581
capra_hircus ENSCHIG00000004660
ovis_aries ENSOARG00000016630
bos_mutus ENSBMUG00000009420
bos_taurus ENSBTAG00000005779
bison_bison_bison ENSBBBG00000014051
sus_scrofa ENSSSCG00000014231
equus_asinus_asinus ENSEASG00005012414
equus_caballus ENSECAG00000036892
pteropus_vampyrus ENSPVAG00000017509
pan_troglodytes ENSPTRG00000017171
pan_paniscus ENSPPAG00000022287
homo_sapiens ENSG00000181867
gorilla_gorilla ENSGGOG00000001510
pongo_abelii ENSPPYG00000015713
nomascus_leucogenys ENSNLEG00000018895
theropithecus_gelada ENSTGEG00000013227
mandrillus_leucophaeus ENSMLEG00000028728
chlorocebus_sabaeus ENSCSAG00000000510
piliocolobus_tephrosceles ENSPTEG00000013999
callithrix_jacchus ENSCJAG00000040917
callithrix_jacchus ENSCJAG00000040468
carlito_syrichta ENSTSYG00000010598
carlito_syrichta ENSTSYG00000027408
carlito_syrichta ENSTSYG00000000050
prolemur_simus ENSPSMG00000002087
otolemur_garnettii ENSOGAG00000006899
mus_spicilegus ENSMSIG00000026052
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024510
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023183
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022270
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019003
rattus_norvegicus ENSRNOG00000014988
meriones_unguiculatus ENSMUGG00000005270
peromyscus_maniculatus_bairdii ENSPEMG00000012587
microtus_ochrogaster ENSMOCG00000001054
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006087
cricetulus_griseus_crigri-picr ENSCGRG00015006433
cricetulus_griseus_crigri_1.0 ENSCGRG00000019337
mesocricetus_auratus ENSMAUG00000017687
nannospalax_galili ENSNGAG00000016260
spermophilus_dauricus ENSSDAG00000014024
urocitellus_parryii ENSUPAG00010003933
marmota_marmota_marmota ENSMMMG00000010879
ictidomys_tridecemlineatus ENSSTOG00000022248
castor_canadensis ENSCCNG00000004398
fukomys_damarensis ENSFDAG00000020283
cavia_porcellus ENSCPOG00000021524
oryctolagus_cuniculus ENSOCUG00000021440
ochotona_princeps ENSOPRG00000011270
loxodonta_africana ENSLAFG00000028951
procavia_capensis ENSPCAG00000014761
echinops_telfairi ENSETEG00000005515
echinops_telfairi ENSETEG00000007671
dasypus_novemcinctus ENSDNOG00000047195
