tursiops_truncatus ENSTTRG00000013221
sus_scrofa ENSSSCG00000001206
vicugna_pacos ENSVPAG00000000036
equus_caballus ENSECAG00000006796
equus_asinus_asinus ENSEASG00005012101
mustela_putorius_furo ENSMPUG00000001288
neovison_vison ENSNVIG00000014133
ursus_maritimus ENSUMAG00000019388
ursus_americanus ENSUAMG00000021363
canis_lupus_dingo ENSCAFG00020002978
canis_lupus_familiaris ENSCAFG00000030304
vulpes_vulpes ENSVVUG00000020179
panthera_pardus ENSPPRG00000010907
panthera_pardus ENSPPRG00000010897
panthera_tigris_altaica ENSPTIG00000005137
felis_catus ENSFCAG00000025083
ailuropoda_melanoleuca ENSAMEG00000010460
ursus_americanus ENSUAMG00000021364
canis_lupus_familiaris ENSCAFG00000024878
felis_catus ENSFCAG00000045951
panthera_pardus ENSPPRG00000010901
pteropus_vampyrus ENSPVAG00000008243
capra_hircus ENSCHIG00000013045
ovis_aries ENSOARG00000009060
bos_taurus ENSBTAG00000031869
bos_mutus ENSBMUG00000024234
bison_bison_bison ENSBBBG00000006989
cricetulus_griseus_crigri_1.0 ENSCGRG00000001569
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020819
cricetulus_griseus_crigri-picr ENSCGRG00015008171
mesocricetus_auratus ENSMAUG00000016419
microtus_ochrogaster ENSMOCG00000002236
peromyscus_maniculatus_bairdii ENSPEMG00000021720
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019127
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022228
mus_spicilegus ENSMSIG00000017763
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018271
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019321
rattus_norvegicus ENSRNOG00000053518
meriones_unguiculatus ENSMUGG00000019246
nannospalax_galili ENSNGAG00000014939
jaculus_jaculus ENSJJAG00000010881
chinchilla_lanigera ENSCLAG00000007145
octodon_degus ENSODEG00000007414
cavia_aperea ENSCAPG00000007265
cavia_porcellus ENSCPOG00000039310
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005184
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009613
fukomys_damarensis ENSFDAG00000012054
castor_canadensis ENSCCNG00000001249
ictidomys_tridecemlineatus ENSSTOG00000029378
urocitellus_parryii ENSUPAG00010011485
marmota_marmota_marmota ENSMMMG00000020500
oryctolagus_cuniculus ENSOCUG00000016860
ochotona_princeps ENSOPRG00000003099
pan_troglodytes ENSPTRG00000043262
pan_paniscus ENSPPAG00000014996
homo_sapiens ENSG00000197062
gorilla_gorilla ENSGGOG00000023894
nomascus_leucogenys ENSNLEG00000028973
mandrillus_leucophaeus ENSMLEG00000027967
chlorocebus_sabaeus ENSCSAG00000008003
macaca_fascicularis ENSMFAG00000045743
macaca_mulatta ENSMMUG00000007227
macaca_nemestrina ENSMNEG00000040239
theropithecus_gelada ENSTGEG00000003489
cercocebus_atys ENSCATG00000038564
papio_anubis ENSPANG00000026502
rhinopithecus_roxellana ENSRROG00000040433
rhinopithecus_bieti ENSRBIG00000043984
colobus_angolensis_palliatus ENSCANG00000008465
cebus_capucinus_imitator ENSCCAG00000021203
saimiri_boliviensis_boliviensis ENSSBOG00000023894
callithrix_jacchus ENSCJAG00000018640
aotus_nancymaae ENSANAG00000027460
carlito_syrichta ENSTSYG00000007167
prolemur_simus ENSPSMG00000015765
microcebus_murinus ENSMICG00000010471
propithecus_coquereli ENSPCOG00000015153
procavia_capensis ENSPCAG00000007308
echinops_telfairi ENSETEG00000010214
dasypus_novemcinctus ENSDNOG00000048739
