caenorhabditis_elegans_strain_n2 WBGene00015776
drosophila_melanogaster FBgn0037007
fundulus_heteroclitus ENSFHEG00000007078
cyprinodon_variegatus ENSCVAG00000022967
poecilia_mexicana ENSPMEG00000009937
poecilia_formosa ENSPFOG00000014184
poecilia_latipinna ENSPLAG00000003976
poecilia_reticulata ENSPREG00000002647
xiphophorus_couchianus ENSXCOG00000001676
xiphophorus_maculatus ENSXMAG00000028910
gambusia_affinis ENSGAFG00000012738
kryptolebias_marmoratus ENSKMAG00000011993
oryzias_latipes_asm223467v1 ENSORLG00000004862
oryzias_latipes_asm223469v1 ENSORLG00015014626
oryzias_latipes_asm223471v1 ENSORLG00020007821
oryzias_melastigma ENSOMEG00000010315
maylandia_zebra ENSMZEG00005001030
pundamilia_nyererei ENSPNYG00000005402
astatotilapia_calliptera ENSACLG00000000619
haplochromis_burtoni ENSHBUG00000006735
neolamprologus_brichardi ENSNBRG00000006016
oreochromis_niloticus ENSONIG00000007539
amphilophus_citrinellus ENSACIG00000014631
labrus_bergylta ENSLBEG00000028250
monopterus_albus ENSMALG00000003964
mastacembelus_armatus ENSMAMG00000017146
anabas_testudineus ENSATEG00000014305
seriola_dumerili ENSSDUG00000023803
seriola_lalandi_dorsalis ENSSLDG00000005473
scophthalmus_maximus ENSSMAG00000008091
mola_mola ENSMMOG00000004330
amphiprion_ocellaris ENSAOCG00000001532
amphiprion_percula ENSAPEG00000020066
acanthochromis_polyacanthus ENSAPOG00000007019
stegastes_partitus ENSSPAG00000014522
cynoglossus_semilaevis ENSCSEG00000001089
takifugu_rubripes ENSTRUG00000017987
tetraodon_nigroviridis ENSTNIG00000014273
gasterosteus_aculeatus ENSGACG00000016169
periophthalmus_magnuspinnatus ENSPMGG00000003550
hippocampus_comes ENSHCOG00000019518
gadus_morhua ENSGMOG00000006021
esox_lucius ENSELUG00000004170
danio_rerio ENSDARG00000023759
scleropages_formosus ENSSFOG00015008270
paramormyrops_kingsleyae ENSPKIG00000019345
lepisosteus_oculatus ENSLOCG00000001062
latimeria_chalumnae ENSLACG00000003122
petromyzon_marinus ENSPMAG00000009406
eptatretus_burgeri ENSEBUG00000001612
myotis_lucifugus ENSMLUG00000014949
pteropus_vampyrus ENSPVAG00000008294
canis_lupus_familiaris ENSCAFG00000025482
canis_lupus_familiaris ENSCAFG00000017795
canis_lupus_dingo ENSCAFG00020008082
canis_lupus_dingo ENSCAFG00020018919
vulpes_vulpes ENSVVUG00000012112
canis_lupus_dingo ENSCAFG00020012611
vulpes_vulpes ENSVVUG00000003696
ursus_americanus ENSUAMG00000011495
ursus_maritimus ENSUMAG00000003506
ailuropoda_melanoleuca ENSAMEG00000000287
ailuropoda_melanoleuca ENSAMEG00000016365
mustela_putorius_furo ENSMPUG00000000591
neovison_vison ENSNVIG00000002455
neovison_vison ENSNVIG00000008003
neovison_vison ENSNVIG00000018642
mustela_putorius_furo ENSMPUG00000000829
neovison_vison ENSNVIG00000009258
panthera_tigris_altaica ENSPTIG00000007550
panthera_pardus ENSPPRG00000023377
felis_catus ENSFCAG00000030159
canis_lupus_familiaris ENSCAFG00000025105
canis_lupus_dingo ENSCAFG00020007117
vulpes_vulpes ENSVVUG00000001574
panthera_pardus ENSPPRG00000010643
equus_caballus ENSECAG00000005770
equus_asinus_asinus ENSEASG00005015633
ovis_aries ENSOARG00000009873
capra_hircus ENSCHIG00000009695
ovis_aries ENSOARG00000004115
ovis_aries ENSOARG00000009786
ovis_aries ENSOARG00000019471
capra_hircus ENSCHIG00000022079
bos_mutus ENSBMUG00000016521
bison_bison_bison ENSBBBG00000001943
capra_hircus ENSCHIG00000024818
bos_taurus ENSBTAG00000021307
bos_taurus ENSBTAG00000012132
ovis_aries ENSOARG00000000441
ovis_aries ENSOARG00000018188
capra_hircus ENSCHIG00000022216
capra_hircus ENSCHIG00000009639
tursiops_truncatus ENSTTRG00000004862
vicugna_pacos ENSVPAG00000000509
sus_scrofa ENSSSCG00000009658
procavia_capensis ENSPCAG00000010103
erinaceus_europaeus ENSEEUG00000006302
sorex_araneus ENSSARG00000009692
tupaia_belangeri ENSTBEG00000006361
ochotona_princeps ENSOPRG00000016284
echinops_telfairi ENSETEG00000012037
prolemur_simus ENSPSMG00000009825
propithecus_coquereli ENSPCOG00000026018
microcebus_murinus ENSMICG00000015781
nomascus_leucogenys ENSNLEG00000016221
pongo_abelii ENSPPYG00000018456
pan_troglodytes ENSPTRG00000020097
pan_paniscus ENSPPAG00000036943
homo_sapiens ENSG00000104765
gorilla_gorilla ENSGGOG00000041240
macaca_nemestrina ENSMNEG00000032945
macaca_mulatta ENSMMUG00000023646
macaca_fascicularis ENSMFAG00000003324
theropithecus_gelada ENSTGEG00000002380
papio_anubis ENSPANG00000000724
cercocebus_atys ENSCATG00000036601
mandrillus_leucophaeus ENSMLEG00000041439
chlorocebus_sabaeus ENSCSAG00000016055
rhinopithecus_bieti ENSRBIG00000043157
rhinopithecus_roxellana ENSRROG00000031724
piliocolobus_tephrosceles ENSPTEG00000029126
colobus_angolensis_palliatus ENSCANG00000028620
callithrix_jacchus ENSCJAG00000019884
cebus_capucinus_imitator ENSCCAG00000037644
saimiri_boliviensis_boliviensis ENSSBOG00000001484
aotus_nancymaae ENSANAG00000025801
ictidomys_tridecemlineatus ENSSTOG00000004029
urocitellus_parryii ENSUPAG00010022623
marmota_marmota_marmota ENSMMMG00000013590
spermophilus_dauricus ENSSDAG00000021485
carlito_syrichta ENSTSYG00000032528
otolemur_garnettii ENSOGAG00000003163
cricetulus_griseus_crigri-picr ENSCGRG00015008390
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021504
cricetulus_griseus_crigri_1.0 ENSCGRG00000001201
mesocricetus_auratus ENSMAUG00000007015
microtus_ochrogaster ENSMOCG00000018617
microtus_ochrogaster ENSMOCG00000016993
peromyscus_maniculatus_bairdii ENSPEMG00000023103
peromyscus_maniculatus_bairdii ENSPEMG00000012951
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022051
mus_spicilegus ENSMSIG00000018832
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020337
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019445
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030462
rattus_norvegicus ENSRNOG00000009820
meriones_unguiculatus ENSMUGG00000023035
nannospalax_galili ENSNGAG00000022123
nannospalax_galili ENSNGAG00000002305
jaculus_jaculus ENSJJAG00000021430
jaculus_jaculus ENSJJAG00000010047
castor_canadensis ENSCCNG00000012723
dipodomys_ordii ENSDORG00000028719
chinchilla_lanigera ENSCLAG00000016223
chinchilla_lanigera ENSCLAG00000001156
octodon_degus ENSODEG00000007362
octodon_degus ENSODEG00000006676
cavia_porcellus ENSCPOG00000034680
cavia_aperea ENSCAPG00000016376
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004820
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004365
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000902
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018996
fukomys_damarensis ENSFDAG00000003638
oryctolagus_cuniculus ENSOCUG00000010542
dasypus_novemcinctus ENSDNOG00000031749
choloepus_hoffmanni ENSCHOG00000007732
loxodonta_africana ENSLAFG00000018106
