castor_canadensis ENSCCNG00000001138
dipodomys_ordii ENSDORG00000000872
cricetulus_griseus_crigri_1.0 ENSCGRG00000012676
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021203
microtus_ochrogaster ENSMOCG00000017062
peromyscus_maniculatus_bairdii ENSPEMG00000008669
rattus_norvegicus ENSRNOG00000024874
mus_spicilegus ENSMSIG00000022556
meriones_unguiculatus ENSMUGG00000012859
nannospalax_galili ENSNGAG00000017519
ictidomys_tridecemlineatus ENSSTOG00000033462
urocitellus_parryii ENSUPAG00010021815
spermophilus_dauricus ENSSDAG00000024167
marmota_marmota_marmota ENSMMMG00000017057
octodon_degus ENSODEG00000003390
oryctolagus_cuniculus ENSOCUG00000013452
ochotona_princeps ENSOPRG00000016040
tupaia_belangeri ENSTBEG00000007032
jaculus_jaculus ENSJJAG00000018530
mandrillus_leucophaeus ENSMLEG00000035008
cercocebus_atys ENSCATG00000006747
theropithecus_gelada ENSTGEG00000002892
macaca_fascicularis ENSMFAG00000039843
macaca_mulatta ENSMMUG00000018728
papio_anubis ENSPANG00000023089
chlorocebus_sabaeus ENSCSAG00000012165
rhinopithecus_bieti ENSRBIG00000019658
rhinopithecus_roxellana ENSRROG00000036795
colobus_angolensis_palliatus ENSCANG00000034091
piliocolobus_tephrosceles ENSPTEG00000033195
macaca_nemestrina ENSMNEG00000005139
pan_troglodytes ENSPTRG00000002366
pan_paniscus ENSPPAG00000036273
gorilla_gorilla ENSGGOG00000014731
homo_sapiens ENSG00000099256
pongo_abelii ENSPPYG00000002157
nomascus_leucogenys ENSNLEG00000016746
cebus_capucinus_imitator ENSCCAG00000033334
saimiri_boliviensis_boliviensis ENSSBOG00000028411
callithrix_jacchus ENSCJAG00000007610
aotus_nancymaae ENSANAG00000021054
carlito_syrichta ENSTSYG00000009532
prolemur_simus ENSPSMG00000001307
propithecus_coquereli ENSPCOG00000021723
microcebus_murinus ENSMICG00000011262
otolemur_garnettii ENSOGAG00000003466
capra_hircus ENSCHIG00000019326
ovis_aries ENSOARG00000003540
bison_bison_bison ENSBBBG00000014140
bos_mutus ENSBMUG00000022758
vicugna_pacos ENSVPAG00000004162
sus_scrofa ENSSSCG00000028135
tursiops_truncatus ENSTTRG00000009973
equus_caballus ENSECAG00000009797
equus_asinus_asinus ENSEASG00005006868
pteropus_vampyrus ENSPVAG00000017257
mustela_putorius_furo ENSMPUG00000012136
neovison_vison ENSNVIG00000003853
ailuropoda_melanoleuca ENSAMEG00000006532
ursus_maritimus ENSUMAG00000001693
canis_lupus_dingo ENSCAFG00020025727
canis_lupus_familiaris ENSCAFG00000004258
vulpes_vulpes ENSVVUG00000010312
panthera_tigris_altaica ENSPTIG00000014951
panthera_pardus ENSPPRG00000007376
felis_catus ENSFCAG00000000562
choloepus_hoffmanni ENSCHOG00000004401
dasypus_novemcinctus ENSDNOG00000048140
echinops_telfairi ENSETEG00000012241
sorex_araneus ENSSARG00000013589
phascolarctos_cinereus ENSPCIG00000001979
notamacropus_eugenii ENSMEUG00000000136
sarcophilus_harrisii ENSSHAG00000017076
monodelphis_domestica ENSMODG00000008740
anolis_carolinensis ENSACAG00000008581
pogona_vitticeps ENSPVIG00000023565
notechis_scutatus ENSNSUG00000018033
salvator_merianae ENSSMRG00000014084
sphenodon_punctatus ENSSPUG00000016536
gallus_gallus ENSGALG00000007694
meleagris_gallopavo ENSMGAG00000007067
coturnix_japonica ENSCJPG00005003949
calidris_pugnax ENSCPUG00000009864
serinus_canaria ENSSCAG00000009917
melopsittacus_undulatus ENSMUNG00000006499
lonchura_striata_domestica ENSLSDG00000013927
parus_major ENSPMJG00000006243
zonotrichia_albicollis ENSZALG00000015802
junco_hyemalis ENSJHYG00000009412
taeniopygia_guttata ENSTGUG00000001166
lepidothrix_coronata ENSLCOG00000003079
apteryx_rowi ENSARWG00000010231
dromaius_novaehollandiae ENSDNVG00000010940
anser_brachyrhynchus ENSABRG00000002915
ficedula_albicollis ENSFALG00000007259
manacus_vitellinus ENSMVIG00005006827
cyanistes_caeruleus ENSCCEG00000014308
anas_platyrhynchos_platyrhynchos ENSAPLG00000009020
apteryx_owenii ENSAOWG00000003541
apteryx_haastii ENSAHAG00000011125
nothoprocta_perdicaria ENSNPEG00000004188
crocodylus_porosus ENSCPRG00005008690
gopherus_agassizii ENSGAGG00000021401
chelonoidis_abingdonii ENSCABG00000018524
chrysemys_picta_bellii ENSCPBG00000015368
xenopus_tropicalis ENSXETG00000005902
latimeria_chalumnae ENSLACG00000009857
