bos_mutus ENSBMUG00000021260
bos_taurus ENSBTAG00000015130
bison_bison_bison ENSBBBG00000002602
capra_hircus ENSCHIG00000011655
ovis_aries ENSOARG00000009455
sus_scrofa ENSSSCG00000001083
pteropus_vampyrus ENSPVAG00000010581
myotis_lucifugus ENSMLUG00000003568
ailuropoda_melanoleuca ENSAMEG00000019397
equus_asinus_asinus ENSEASG00005009129
canis_lupus_dingo ENSCAFG00020010203
vulpes_vulpes ENSVVUG00000002737
ursus_americanus ENSUAMG00000021815
equus_caballus ENSECAG00000030897
equus_caballus ENSECAG00000040469
propithecus_coquereli ENSPCOG00000023220
prolemur_simus ENSPSMG00000010133
otolemur_garnettii ENSOGAG00000008374
cercocebus_atys ENSCATG00000038302
theropithecus_gelada ENSTGEG00000019519
papio_anubis ENSPANG00000010768
macaca_mulatta ENSMMUG00000012870
chlorocebus_sabaeus ENSCSAG00000019104
rhinopithecus_roxellana ENSRROG00000025475
rhinopithecus_bieti ENSRBIG00000043545
piliocolobus_tephrosceles ENSPTEG00000006993
colobus_angolensis_palliatus ENSCANG00000037229
homo_sapiens ENSG00000112273
gorilla_gorilla ENSGGOG00000002579
pan_paniscus ENSPPAG00000004842
pongo_abelii ENSPPYG00000016274
nomascus_leucogenys ENSNLEG00000027326
callithrix_jacchus ENSCJAG00000034032
urocitellus_parryii ENSUPAG00010013451
marmota_marmota_marmota ENSMMMG00000000296
spermophilus_dauricus ENSSDAG00000001150
cricetulus_griseus_crigri_1.0 ENSCGRG00000007965
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002712
cricetulus_griseus_crigri-picr ENSCGRG00015005366
mesocricetus_auratus ENSMAUG00000005273
peromyscus_maniculatus_bairdii ENSPEMG00000020272
mus_spicilegus ENSMSIG00000031820
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045835
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019227
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018361
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019424
meriones_unguiculatus ENSMUGG00000020855
castor_canadensis ENSCCNG00000008599
loxodonta_africana ENSLAFG00000002133
dasypus_novemcinctus ENSDNOG00000032195
