apteryx_rowi ENSARWG00000010552
apteryx_haastii ENSAHAG00000011982
crocodylus_porosus ENSCPRG00005006986
chelonoidis_abingdonii ENSCABG00000003485
gopherus_agassizii ENSGAGG00000006795
gopherus_agassizii ENSGAGG00000006800
chrysemys_picta_bellii ENSCPBG00000023484
anolis_carolinensis ENSACAG00000006600
pogona_vitticeps ENSPVIG00000012121
notechis_scutatus ENSNSUG00000009056
salvator_merianae ENSSMRG00000006816
sphenodon_punctatus ENSSPUG00000007346
lonchura_striata_domestica ENSLSDG00000005773
taeniopygia_guttata ENSTGUG00000007721
serinus_canaria ENSSCAG00000007052
junco_hyemalis ENSJHYG00000004866
parus_major ENSPMJG00000013850
lepidothrix_coronata ENSLCOG00000012358
zonotrichia_albicollis ENSZALG00000004562
cyanistes_caeruleus ENSCCEG00000006350
ficedula_albicollis ENSFALG00000003496
manacus_vitellinus ENSMVIG00005013214
calidris_pygmaea ENSCPGG00000009789
calidris_pygmaea ENSCPGG00000014117
melopsittacus_undulatus ENSMUNG00000005573
gallus_gallus ENSGALG00000029367
meleagris_gallopavo ENSMGAG00000007845
coturnix_japonica ENSCJPG00005014996
numida_meleagris ENSNMEG00000001362
apteryx_owenii ENSAOWG00000012317
dromaius_novaehollandiae ENSDNVG00000006404
nothoprocta_perdicaria ENSNPEG00000001835
otolemur_garnettii ENSOGAG00000000417
microcebus_murinus ENSMICG00000043128
castor_canadensis ENSCCNG00000018514
dipodomys_ordii ENSDORG00000005789
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001311
cricetulus_griseus_crigri-picr ENSCGRG00015021466
cricetulus_griseus_crigri_1.0 ENSCGRG00000018120
mesocricetus_auratus ENSMAUG00000020568
peromyscus_maniculatus_bairdii ENSPEMG00000007932
microtus_ochrogaster ENSMOCG00000015857
mus_spicilegus ENSMSIG00000015551
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032778
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000006519
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031660
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023258
rattus_norvegicus ENSRNOG00000013014
meriones_unguiculatus ENSMUGG00000009332
nannospalax_galili ENSNGAG00000009875
jaculus_jaculus ENSJJAG00000001098
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003741
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017034
fukomys_damarensis ENSFDAG00000006259
chinchilla_lanigera ENSCLAG00000000711
cavia_porcellus ENSCPOG00000001019
cavia_aperea ENSCAPG00000007025
octodon_degus ENSODEG00000004204
urocitellus_parryii ENSUPAG00010015480
ictidomys_tridecemlineatus ENSSTOG00000020835
spermophilus_dauricus ENSSDAG00000006449
ochotona_princeps ENSOPRG00000006635
pongo_abelii ENSPPYG00000007641
homo_sapiens ENSG00000051523
theropithecus_gelada ENSTGEG00000020393
papio_anubis ENSPANG00000032558
cercocebus_atys ENSCATG00000034724
macaca_mulatta ENSMMUG00000014325
chlorocebus_sabaeus ENSCSAG00000003057
rhinopithecus_bieti ENSRBIG00000029680
rhinopithecus_roxellana ENSRROG00000041592
colobus_angolensis_palliatus ENSCANG00000035196
piliocolobus_tephrosceles ENSPTEG00000037225
cebus_capucinus_imitator ENSCCAG00000021236
