myotis_lucifugus ENSMLUG00000010138
pteropus_vampyrus ENSPVAG00000000242
ovis_aries ENSOARG00000013198
capra_hircus ENSCHIG00000019061
bos_mutus ENSBMUG00000015872
bos_taurus ENSBTAG00000005078
bison_bison_bison ENSBBBG00000019749
tursiops_truncatus ENSTTRG00000012095
sus_scrofa ENSSSCG00000022945
equus_asinus_asinus ENSEASG00005008452
vulpes_vulpes ENSVVUG00000029968
vulpes_vulpes ENSVVUG00000017002
canis_lupus_dingo ENSCAFG00020010640
canis_lupus_familiaris ENSCAFG00000015878
ailuropoda_melanoleuca ENSAMEG00000017217
panthera_pardus ENSPPRG00000015722
felis_catus ENSFCAG00000025457
erinaceus_europaeus ENSEEUG00000002185
homo_sapiens ENSG00000154277
pongo_abelii ENSPPYG00000014691
nomascus_leucogenys ENSNLEG00000034128
chlorocebus_sabaeus ENSCSAG00000017078
macaca_fascicularis ENSMFAG00000031314
theropithecus_gelada ENSTGEG00000002636
piliocolobus_tephrosceles ENSPTEG00000025041
saimiri_boliviensis_boliviensis ENSSBOG00000031866
saimiri_boliviensis_boliviensis ENSSBOG00000018988
callithrix_jacchus ENSCJAG00000047655
aotus_nancymaae ENSANAG00000037564
callithrix_jacchus ENSCJAG00000039717
propithecus_coquereli ENSPCOG00000023686
propithecus_coquereli ENSPCOG00000020083
prolemur_simus ENSPSMG00000023245
otolemur_garnettii ENSOGAG00000010213
castor_canadensis ENSCCNG00000028040
dipodomys_ordii ENSDORG00000004088
cricetulus_griseus_crigri_1.0 ENSCGRG00000002043
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021631
cricetulus_griseus_crigri-picr ENSCGRG00015002552
mesocricetus_auratus ENSMAUG00000000614
peromyscus_maniculatus_bairdii ENSPEMG00000018397
microtus_ochrogaster ENSMOCG00000022795
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029223
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028256
mus_spicilegus ENSMSIG00000008357
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027261
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017043
rattus_norvegicus ENSRNOG00000002343
meriones_unguiculatus ENSMUGG00000027106
nannospalax_galili ENSNGAG00000011045
ictidomys_tridecemlineatus ENSSTOG00000015507
marmota_marmota_marmota ENSMMMG00000018648
urocitellus_parryii ENSUPAG00010008297
spermophilus_dauricus ENSSDAG00000009134
urocitellus_parryii ENSUPAG00010019140
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010549
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000998
fukomys_damarensis ENSFDAG00000010016
octodon_degus ENSODEG00000002591
chinchilla_lanigera ENSCLAG00000001405
cavia_porcellus ENSCPOG00000001263
cavia_aperea ENSCAPG00000004982
oryctolagus_cuniculus ENSOCUG00000001353
ochotona_princeps ENSOPRG00000013162
sorex_araneus ENSSARG00000014254
tupaia_belangeri ENSTBEG00000011438
microcebus_murinus ENSMICG00000044964
echinops_telfairi ENSETEG00000012347
echinops_telfairi ENSETEG00000013921
mustela_putorius_furo ENSMPUG00000006212
ursus_americanus ENSUAMG00000028151
equus_caballus ENSECAG00000018254
jaculus_jaculus ENSJJAG00000018713
spermophilus_dauricus ENSSDAG00000023246
pan_troglodytes ENSPTRG00000016009
pan_paniscus ENSPPAG00000038350
gorilla_gorilla ENSGGOG00000008809
macaca_nemestrina ENSMNEG00000034568
macaca_mulatta ENSMMUG00000013071
cercocebus_atys ENSCATG00000031398
mandrillus_leucophaeus ENSMLEG00000022377
papio_anubis ENSPANG00000016830
rhinopithecus_roxellana ENSRROG00000034961
rhinopithecus_bieti ENSRBIG00000039711
colobus_angolensis_palliatus ENSCANG00000023466
saimiri_boliviensis_boliviensis ENSSBOG00000023714
callithrix_jacchus ENSCJAG00000019346
cebus_capucinus_imitator ENSCCAG00000027733
aotus_nancymaae ENSANAG00000028526
carlito_syrichta ENSTSYG00000008305
neovison_vison ENSNVIG00000006217
ursus_maritimus ENSUMAG00000001146
vulpes_vulpes ENSVVUG00000014831
panthera_tigris_altaica ENSPTIG00000008888
dasypus_novemcinctus ENSDNOG00000033529
choloepus_hoffmanni ENSCHOG00000003295
dasypus_novemcinctus ENSDNOG00000037973
oryctolagus_cuniculus ENSOCUG00000026995
loxodonta_africana ENSLAFG00000002494
procavia_capensis ENSPCAG00000010989
notamacropus_eugenii ENSMEUG00000014104
notamacropus_eugenii ENSMEUG00000013774
phascolarctos_cinereus ENSPCIG00000008045
sarcophilus_harrisii ENSSHAG00000016418
monodelphis_domestica ENSMODG00000020568
lepidothrix_coronata ENSLCOG00000007423
manacus_vitellinus ENSMVIG00005008659
lonchura_striata_domestica ENSLSDG00000000044
taeniopygia_guttata ENSTGUG00000008638
serinus_canaria ENSSCAG00000005687
parus_major ENSPMJG00000015622
cyanistes_caeruleus ENSCCEG00000017730
ficedula_albicollis ENSFALG00000002871
junco_hyemalis ENSJHYG00000005743
zonotrichia_albicollis ENSZALG00000000070
calidris_pygmaea ENSCPGG00000019401
calidris_pugnax ENSCPUG00000004655
meleagris_gallopavo ENSMGAG00000012194
coturnix_japonica ENSCJPG00005017116
gallus_gallus ENSGALG00000014261
numida_meleagris ENSNMEG00000017853
anser_brachyrhynchus ENSABRG00000003769
anas_platyrhynchos_platyrhynchos ENSAPLG00000007078
melopsittacus_undulatus ENSMUNG00000009814
apteryx_rowi ENSARWG00000012928
apteryx_owenii ENSAOWG00000006678
apteryx_haastii ENSAHAG00000003113
nothoprocta_perdicaria ENSNPEG00000012722
dromaius_novaehollandiae ENSDNVG00000008103
crocodylus_porosus ENSCPRG00005008965
pogona_vitticeps ENSPVIG00000013401
anolis_carolinensis ENSACAG00000011963
notechis_scutatus ENSNSUG00000018793
salvator_merianae ENSSMRG00000003310
sphenodon_punctatus ENSSPUG00000003256
gopherus_agassizii ENSGAGG00000017861
chelonoidis_abingdonii ENSCABG00000000081
gopherus_agassizii ENSGAGG00000004173
chelonoidis_abingdonii ENSCABG00000002870
chrysemys_picta_bellii ENSCPBG00000025605
pelodiscus_sinensis ENSPSIG00000014142
xenopus_tropicalis ENSXETG00000021089
latimeria_chalumnae ENSLACG00000011434
paramormyrops_kingsleyae ENSPKIG00000005285
scleropages_formosus ENSSFOG00015012622
scophthalmus_maximus ENSSMAG00000003244
cynoglossus_semilaevis ENSCSEG00000004177
seriola_dumerili ENSSDUG00000019591
seriola_lalandi_dorsalis ENSSLDG00000005597
monopterus_albus ENSMALG00000003847
mastacembelus_armatus ENSMAMG00000013032
anabas_testudineus ENSATEG00000011596
tetraodon_nigroviridis ENSTNIG00000004294
takifugu_rubripes ENSTRUG00000020388
mola_mola ENSMMOG00000005317
gasterosteus_aculeatus ENSGACG00000017099
labrus_bergylta ENSLBEG00000001143
xiphophorus_maculatus ENSXMAG00000008035
xiphophorus_couchianus ENSXCOG00000000262
gambusia_affinis ENSGAFG00000014248
poecilia_formosa ENSPFOG00000009277
poecilia_latipinna ENSPLAG00000007215
poecilia_reticulata ENSPREG00000000118
poecilia_mexicana ENSPMEG00000007679
fundulus_heteroclitus ENSFHEG00000009823
cyprinodon_variegatus ENSCVAG00000009250
kryptolebias_marmoratus ENSKMAG00000004964
oryzias_latipes_asm223471v1 ENSORLG00020015586
oryzias_latipes_asm223469v1 ENSORLG00015015652
oryzias_latipes_asm223467v1 ENSORLG00000007844
oryzias_melastigma ENSOMEG00000002850
haplochromis_burtoni ENSHBUG00000011728
astatotilapia_calliptera ENSACLG00000026376
maylandia_zebra ENSMZEG00005008246
pundamilia_nyererei ENSPNYG00000014227
neolamprologus_brichardi ENSNBRG00000006104
amphilophus_citrinellus ENSACIG00000015539
amphiprion_percula ENSAPEG00000023424
amphiprion_ocellaris ENSAOCG00000012593
acanthochromis_polyacanthus ENSAPOG00000008214
acanthochromis_polyacanthus ENSAPOG00000007778
acanthochromis_polyacanthus ENSAPOG00000004793
stegastes_partitus ENSSPAG00000004629
hippocampus_comes ENSHCOG00000006458
periophthalmus_magnuspinnatus ENSPMGG00000016555
gadus_morhua ENSGMOG00000001303
esox_lucius ENSELUG00000005638
astyanax_mexicanus ENSAMXG00000036416
pygocentrus_nattereri ENSPNAG00000008068
ictalurus_punctatus ENSIPUG00000004303
danio_rerio ENSDARG00000026871
scleropages_formosus ENSSFOG00015024104
paramormyrops_kingsleyae ENSPKIG00000013640
lepisosteus_oculatus ENSLOCG00000012930
