lepidothrix_coronata ENSLCOG00000012485
zonotrichia_albicollis ENSZALG00000004671
numida_meleagris ENSNMEG00000005429
coturnix_japonica ENSCJPG00005015076
calidris_pugnax ENSCPUG00000011018
calidris_pygmaea ENSCPGG00000018498
apteryx_haastii ENSAHAG00000012393
apteryx_rowi ENSARWG00000005420
crocodylus_porosus ENSCPRG00005008336
salvator_merianae ENSSMRG00000007217
felis_catus ENSFCAG00000040021
panthera_pardus ENSPPRG00000005032
canis_lupus_dingo ENSCAFG00020020214
equus_caballus ENSECAG00000036340
cebus_capucinus_imitator ENSCCAG00000024757
