sorex_araneus ENSSARG00000012492
ursus_americanus ENSUAMG00000013616
cavia_porcellus ENSCPOG00000002374
loxodonta_africana ENSLAFG00000007048
echinops_telfairi ENSETEG00000018846
neovison_vison ENSNVIG00000001184
mustela_putorius_furo ENSMPUG00000001786
ursus_americanus ENSUAMG00000023060
ailuropoda_melanoleuca ENSAMEG00000002684
canis_lupus_dingo ENSCAFG00020024510
canis_lupus_familiaris ENSCAFG00000018979
vulpes_vulpes ENSVVUG00000021378
panthera_pardus ENSPPRG00000010839
felis_catus ENSFCAG00000025684
capra_hircus ENSCHIG00000021756
ovis_aries ENSOARG00000010774
bos_taurus ENSBTAG00000021413
bos_mutus ENSBMUG00000004992
tursiops_truncatus ENSTTRG00000003415
sus_scrofa ENSSSCG00000012705
pteropus_vampyrus ENSPVAG00000011652
myotis_lucifugus ENSMLUG00000011691
equus_asinus_asinus ENSEASG00005009171
equus_caballus ENSECAG00000013318
pan_troglodytes ENSPTRG00000043849
pan_paniscus ENSPPAG00000030013
gorilla_gorilla ENSGGOG00000011914
homo_sapiens ENSG00000156925
pongo_abelii ENSPPYG00000020775
nomascus_leucogenys ENSNLEG00000003005
macaca_nemestrina ENSMNEG00000040682
macaca_fascicularis ENSMFAG00000027018
theropithecus_gelada ENSTGEG00000003813
papio_anubis ENSPANG00000011357
chlorocebus_sabaeus ENSCSAG00000007453
mandrillus_leucophaeus ENSMLEG00000004378
cercocebus_atys ENSCATG00000036569
rhinopithecus_bieti ENSRBIG00000030660
rhinopithecus_roxellana ENSRROG00000028410
piliocolobus_tephrosceles ENSPTEG00000023317
colobus_angolensis_palliatus ENSCANG00000017505
saimiri_boliviensis_boliviensis ENSSBOG00000024684
cebus_capucinus_imitator ENSCCAG00000025983
callithrix_jacchus ENSCJAG00000013792
aotus_nancymaae ENSANAG00000019614
macaca_mulatta ENSMMUG00000002023
rattus_norvegicus ENSRNOG00000000861
carlito_syrichta ENSTSYG00000003356
prolemur_simus ENSPSMG00000015873
propithecus_coquereli ENSPCOG00000021557
microcebus_murinus ENSMICG00000042529
otolemur_garnettii ENSOGAG00000011700
oryctolagus_cuniculus ENSOCUG00000009358
castor_canadensis ENSCCNG00000015808
dipodomys_ordii ENSDORG00000025481
cricetulus_griseus_crigri-picr ENSCGRG00015010239
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024527
mesocricetus_auratus ENSMAUG00000009402
microtus_ochrogaster ENSMOCG00000020544
peromyscus_maniculatus_bairdii ENSPEMG00000022168
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000067860
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034256
mus_spicilegus ENSMSIG00000027240
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033101
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031644
meriones_unguiculatus ENSMUGG00000013987
nannospalax_galili ENSNGAG00000023346
jaculus_jaculus ENSJJAG00000022714
urocitellus_parryii ENSUPAG00010012933
marmota_marmota_marmota ENSMMMG00000012845
ictidomys_tridecemlineatus ENSSTOG00000024153
spermophilus_dauricus ENSSDAG00000018048
chinchilla_lanigera ENSCLAG00000001934
octodon_degus ENSODEG00000005556
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006298
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002829
fukomys_damarensis ENSFDAG00000014929
dasypus_novemcinctus ENSDNOG00000006192
phascolarctos_cinereus ENSPCIG00000034935
notamacropus_eugenii ENSMEUG00000014290
monodelphis_domestica ENSMODG00000014029
ornithorhynchus_anatinus ENSOANG00000013974
ornithorhynchus_anatinus ENSOANG00000030191
pogona_vitticeps ENSPVIG00000011236
notechis_scutatus ENSNSUG00000016358
salvator_merianae ENSSMRG00000008906
sphenodon_punctatus ENSSPUG00000009218
apteryx_owenii ENSAOWG00000002598
apteryx_haastii ENSAHAG00000008981
apteryx_rowi ENSARWG00000016224
dromaius_novaehollandiae ENSDNVG00000016834
nothoprocta_perdicaria ENSNPEG00000006482
lonchura_striata_domestica ENSLSDG00000012365
ficedula_albicollis ENSFALG00000003772
lepidothrix_coronata ENSLCOG00000002633
parus_major ENSPMJG00000000472
gallus_gallus ENSGALG00000031144
coturnix_japonica ENSCJPG00005016381
anser_brachyrhynchus ENSABRG00000012050
anas_platyrhynchos_platyrhynchos ENSAPLG00000028802
manacus_vitellinus ENSMVIG00005008534
zonotrichia_albicollis ENSZALG00000012643
junco_hyemalis ENSJHYG00000013537
numida_meleagris ENSNMEG00000020294
taeniopygia_guttata ENSTGUG00000002155
serinus_canaria ENSSCAG00000003546
melopsittacus_undulatus ENSMUNG00000013577
calidris_pygmaea ENSCPGG00000018268
calidris_pugnax ENSCPUG00000006630
chelonoidis_abingdonii ENSCABG00000010460
gopherus_agassizii ENSGAGG00000004149
chrysemys_picta_bellii ENSCPBG00000026115
pelodiscus_sinensis ENSPSIG00000011896
xenopus_tropicalis ENSXETG00000024458
latimeria_chalumnae ENSLACG00000014597
danio_rerio ENSDARG00000071497
ictalurus_punctatus ENSIPUG00000022279
poecilia_formosa ENSPFOG00000012982
poecilia_mexicana ENSPMEG00000007697
poecilia_reticulata ENSPREG00000010196
poecilia_latipinna ENSPLAG00000010556
xiphophorus_couchianus ENSXCOG00000016079
xiphophorus_maculatus ENSXMAG00000013404
gambusia_affinis ENSGAFG00000019914
cyprinodon_variegatus ENSCVAG00000008747
fundulus_heteroclitus ENSFHEG00000016634
takifugu_rubripes ENSTRUG00000006671
labrus_bergylta ENSLBEG00000009791
gasterosteus_aculeatus ENSGACG00000017212
takifugu_rubripes ENSTRUG00000003550
tetraodon_nigroviridis ENSTNIG00000016841
mola_mola ENSMMOG00000001062
mastacembelus_armatus ENSMAMG00000020636
monopterus_albus ENSMALG00000009803
seriola_dumerili ENSSDUG00000019996
seriola_lalandi_dorsalis ENSSLDG00000021507
anabas_testudineus ENSATEG00000017224
amphiprion_ocellaris ENSAOCG00000021090
amphiprion_percula ENSAPEG00000007418
acanthochromis_polyacanthus ENSAPOG00000006361
stegastes_partitus ENSSPAG00000008467
maylandia_zebra ENSMZEG00005006346
astatotilapia_calliptera ENSACLG00000020197
pundamilia_nyererei ENSPNYG00000012664
haplochromis_burtoni ENSHBUG00000000746
neolamprologus_brichardi ENSNBRG00000022220
oreochromis_niloticus ENSONIG00000002716
amphilophus_citrinellus ENSACIG00000011517
oryzias_latipes_asm223471v1 ENSORLG00020021217
oryzias_latipes_asm223469v1 ENSORLG00015010914
oryzias_latipes_asm223467v1 ENSORLG00000001654
oryzias_melastigma ENSOMEG00000000986
kryptolebias_marmoratus ENSKMAG00000001946
scophthalmus_maximus ENSSMAG00000014754
cynoglossus_semilaevis ENSCSEG00000005195
hippocampus_comes ENSHCOG00000001148
periophthalmus_magnuspinnatus ENSPMGG00000017875
esox_lucius ENSELUG00000005494
esox_lucius ENSELUG00000003512
gadus_morhua ENSGMOG00000004438
paramormyrops_kingsleyae ENSPKIG00000017705
pygocentrus_nattereri ENSPNAG00000019506
astyanax_mexicanus ENSAMXG00000030913
scleropages_formosus ENSSFOG00015008079
scleropages_formosus ENSSFOG00015011731
paramormyrops_kingsleyae ENSPKIG00000024921
lepisosteus_oculatus ENSLOCG00000015155
