calidris_pygmaea ENSCPGG00000008489
notechis_scutatus ENSNSUG00000011034
piliocolobus_tephrosceles ENSPTEG00000030176
theropithecus_gelada ENSTGEG00000017533
prolemur_simus ENSPSMG00000017204
castor_canadensis ENSCCNG00000016313
castor_canadensis ENSCCNG00000010217
bos_taurus ENSBTAG00000052846
bison_bison_bison ENSBBBG00000008598
neovison_vison ENSNVIG00000010484
acanthochromis_polyacanthus ENSAPOG00000000126
labrus_bergylta ENSLBEG00000017846
seriola_dumerili ENSSDUG00000002660
cynoglossus_semilaevis ENSCSEG00000009780
mola_mola ENSMMOG00000002766
poecilia_mexicana ENSPMEG00000021149
xiphophorus_couchianus ENSXCOG00000004590
fundulus_heteroclitus ENSFHEG00000023061
anabas_testudineus ENSATEG00000020931
