castor_canadensis ENSCCNG00000029429
dipodomys_ordii ENSDORG00000025313
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038180
mus_spicilegus ENSMSIG00000004457
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025470
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024548
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025993
rattus_norvegicus ENSRNOG00000019566
rattus_norvegicus ENSRNOG00000048056
meriones_unguiculatus ENSMUGG00000008138
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016404
cricetulus_griseus_crigri-picr ENSCGRG00015025751
cricetulus_griseus_crigri_1.0 ENSCGRG00000012386
mesocricetus_auratus ENSMAUG00000008941
microtus_ochrogaster ENSMOCG00000017614
peromyscus_maniculatus_bairdii ENSPEMG00000022534
jaculus_jaculus ENSJJAG00000006639
urocitellus_parryii ENSUPAG00010004003
ictidomys_tridecemlineatus ENSSTOG00000015312
spermophilus_dauricus ENSSDAG00000020760
marmota_marmota_marmota ENSMMMG00000023202
chinchilla_lanigera ENSCLAG00000016833
octodon_degus ENSODEG00000013734
cavia_porcellus ENSCPOG00000020244
cavia_aperea ENSCAPG00000015525
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018919
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017758
fukomys_damarensis ENSFDAG00000009783
oryctolagus_cuniculus ENSOCUG00000010709
ochotona_princeps ENSOPRG00000005663
tupaia_belangeri ENSTBEG00000007087
macaca_nemestrina ENSMNEG00000029797
macaca_fascicularis ENSMFAG00000033014
cercocebus_atys ENSCATG00000037829
chlorocebus_sabaeus ENSCSAG00000010354
papio_anubis ENSPANG00000001308
rhinopithecus_roxellana ENSRROG00000039299
theropithecus_gelada ENSTGEG00000004172
piliocolobus_tephrosceles ENSPTEG00000012538
macaca_mulatta ENSMMUG00000020959
rhinopithecus_bieti ENSRBIG00000044076
colobus_angolensis_palliatus ENSCANG00000028580
mandrillus_leucophaeus ENSMLEG00000029578
homo_sapiens ENSG00000061656
pan_troglodytes ENSPTRG00000013445
pongo_abelii ENSPPYG00000010958
pan_paniscus ENSPPAG00000033221
pan_troglodytes ENSPTRG00000048920
gorilla_gorilla ENSGGOG00000007969
nomascus_leucogenys ENSNLEG00000010261
cebus_capucinus_imitator ENSCCAG00000022565
saimiri_boliviensis_boliviensis ENSSBOG00000009269
callithrix_jacchus ENSCJAG00000017715
aotus_nancymaae ENSANAG00000037668
carlito_syrichta ENSTSYG00000026898
prolemur_simus ENSPSMG00000002242
microcebus_murinus ENSMICG00000007472
propithecus_coquereli ENSPCOG00000018700
otolemur_garnettii ENSOGAG00000000805
bison_bison_bison ENSBBBG00000017190
bos_mutus ENSBMUG00000009408
bos_taurus ENSBTAG00000006949
capra_hircus ENSCHIG00000020758
vicugna_pacos ENSVPAG00000003807
tursiops_truncatus ENSTTRG00000017034
sus_scrofa ENSSSCG00000007305
erinaceus_europaeus ENSEEUG00000002290
equus_caballus ENSECAG00000021900
equus_asinus_asinus ENSEASG00005005257
pteropus_vampyrus ENSPVAG00000014935
myotis_lucifugus ENSMLUG00000001475
ursus_americanus ENSUAMG00000007973
ursus_maritimus ENSUMAG00000004363
ailuropoda_melanoleuca ENSAMEG00000009879
vulpes_vulpes ENSVVUG00000002683
canis_lupus_familiaris ENSCAFG00000008191
canis_lupus_dingo ENSCAFG00020005507
mustela_putorius_furo ENSMPUG00000017791
neovison_vison ENSNVIG00000014666
panthera_pardus ENSPPRG00000017392
panthera_pardus ENSPPRG00000016065
felis_catus ENSFCAG00000003230
ovis_aries ENSOARG00000014381
panthera_tigris_altaica ENSPTIG00000019569
sorex_araneus ENSSARG00000007632
dasypus_novemcinctus ENSDNOG00000024097
choloepus_hoffmanni ENSCHOG00000010773
procavia_capensis ENSPCAG00000008597
echinops_telfairi ENSETEG00000009423
loxodonta_africana ENSLAFG00000015701
notamacropus_eugenii ENSMEUG00000004170
phascolarctos_cinereus ENSPCIG00000034325
sarcophilus_harrisii ENSSHAG00000000061
monodelphis_domestica ENSMODG00000001669
