capra_hircus ENSCHIG00000010909
bos_taurus ENSBTAG00000054719
sus_scrofa ENSSSCG00000027325
equus_asinus_asinus ENSEASG00005008681
equus_caballus ENSECAG00000037393
pteropus_vampyrus ENSPVAG00000004416
myotis_lucifugus ENSMLUG00000004673
felis_catus ENSFCAG00000045565
panthera_pardus ENSPPRG00000021647
canis_lupus_dingo ENSCAFG00020021680
mustela_putorius_furo ENSMPUG00000015658
dasypus_novemcinctus ENSDNOG00000031588
neovison_vison ENSNVIG00000023723
macaca_nemestrina ENSMNEG00000003839
macaca_fascicularis ENSMFAG00000030350
macaca_mulatta ENSMMUG00000021031
cercocebus_atys ENSCATG00000004345
papio_anubis ENSPANG00000018909
theropithecus_gelada ENSTGEG00000008023
chlorocebus_sabaeus ENSCSAG00000000650
piliocolobus_tephrosceles ENSPTEG00000016662
rhinopithecus_bieti ENSRBIG00000032398
pan_troglodytes ENSPTRG00000046384
homo_sapiens ENSG00000253368
callithrix_jacchus ENSCJAG00000046636
aotus_nancymaae ENSANAG00000032266
prolemur_simus ENSPSMG00000010554
otolemur_garnettii ENSOGAG00000029493
octodon_degus ENSODEG00000003604
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010272
urocitellus_parryii ENSUPAG00010021254
marmota_marmota_marmota ENSMMMG00000013667
cricetulus_griseus_crigri-picr ENSCGRG00015016395
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024587
mesocricetus_auratus ENSMAUG00000019939
microtus_ochrogaster ENSMOCG00000004450
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056596
mus_spicilegus ENSMSIG00000026468
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027571
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026590
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028923
rattus_norvegicus ENSRNOG00000055936
castor_canadensis ENSCCNG00000025452
procavia_capensis ENSPCAG00000002776
monodelphis_domestica ENSMODG00000014423
phascolarctos_cinereus ENSPCIG00000012669
salvator_merianae ENSSMRG00000002385
notechis_scutatus ENSNSUG00000013889
gopherus_agassizii ENSGAGG00000004809
chrysemys_picta_bellii ENSCPBG00000024958
junco_hyemalis ENSJHYG00000003811
lonchura_striata_domestica ENSLSDG00000016599
lepidothrix_coronata ENSLCOG00000001061
calidris_pugnax ENSCPUG00000016324
gallus_gallus ENSGALG00000047327
astyanax_mexicanus ENSAMXG00000029755
pygocentrus_nattereri ENSPNAG00000008582
ictalurus_punctatus ENSIPUG00000011320
danio_rerio ENSDARG00000100722
scophthalmus_maximus ENSSMAG00000019755
cynoglossus_semilaevis ENSCSEG00000002279
labrus_bergylta ENSLBEG00000004351
monopterus_albus ENSMALG00000013569
poecilia_formosa ENSPFOG00000023557
poecilia_latipinna ENSPLAG00000007757
poecilia_mexicana ENSPMEG00000016606
xiphophorus_couchianus ENSXCOG00000004947
xiphophorus_maculatus ENSXMAG00000025820
cyprinodon_variegatus ENSCVAG00000015273
fundulus_heteroclitus ENSFHEG00000006655
kryptolebias_marmoratus ENSKMAG00000009702
oryzias_latipes_asm223469v1 ENSORLG00015012442
oryzias_latipes_asm223471v1 ENSORLG00020013866
oryzias_latipes_asm223467v1 ENSORLG00000014391
oryzias_melastigma ENSOMEG00000011137
acanthochromis_polyacanthus ENSAPOG00000014482
amphiprion_percula ENSAPEG00000017935
stegastes_partitus ENSSPAG00000016994
seriola_dumerili ENSSDUG00000016470
seriola_lalandi_dorsalis ENSSLDG00000019988
mola_mola ENSMMOG00000010146
anabas_testudineus ENSATEG00000012212
haplochromis_burtoni ENSHBUG00000007229
pundamilia_nyererei ENSPNYG00000018531
astatotilapia_calliptera ENSACLG00000015550
maylandia_zebra ENSMZEG00005004428
neolamprologus_brichardi ENSNBRG00000024044
amphilophus_citrinellus ENSACIG00000005781
mastacembelus_armatus ENSMAMG00000006867
hippocampus_comes ENSHCOG00000000612
gambusia_affinis ENSGAFG00000002496
poecilia_reticulata ENSPREG00000019590
amphiprion_ocellaris ENSAOCG00000006246
takifugu_rubripes ENSTRUG00000021334
periophthalmus_magnuspinnatus ENSPMGG00000022682
esox_lucius ENSELUG00000015131
