anas_platyrhynchos_platyrhynchos ENSAPLG00000006524
xenopus_tropicalis ENSXETG00000009648
echinops_telfairi ENSETEG00000018581
scleropages_formosus ENSSFOG00015010204
paramormyrops_kingsleyae ENSPKIG00000013484
tetraodon_nigroviridis ENSTNIG00000016859
takifugu_rubripes ENSTRUG00000003408
mola_mola ENSMMOG00000000575
amphiprion_percula ENSAPEG00000006556
amphiprion_ocellaris ENSAOCG00000020872
acanthochromis_polyacanthus ENSAPOG00000005696
stegastes_partitus ENSSPAG00000009191
astatotilapia_calliptera ENSACLG00000000762
maylandia_zebra ENSMZEG00005007154
pundamilia_nyererei ENSPNYG00000011011
haplochromis_burtoni ENSHBUG00000016157
neolamprologus_brichardi ENSNBRG00000021722
oreochromis_niloticus ENSONIG00000002636
amphilophus_citrinellus ENSACIG00000012355
seriola_dumerili ENSSDUG00000000983
seriola_lalandi_dorsalis ENSSLDG00000010021
scophthalmus_maximus ENSSMAG00000013490
labrus_bergylta ENSLBEG00000028722
gasterosteus_aculeatus ENSGACG00000017324
mastacembelus_armatus ENSMAMG00000020378
monopterus_albus ENSMALG00000008904
anabas_testudineus ENSATEG00000018169
fundulus_heteroclitus ENSFHEG00000000430
cyprinodon_variegatus ENSCVAG00000005739
poecilia_formosa ENSPFOG00000016731
poecilia_latipinna ENSPLAG00000011235
poecilia_mexicana ENSPMEG00000017811
poecilia_reticulata ENSPREG00000011456
xiphophorus_maculatus ENSXMAG00000013488
xiphophorus_couchianus ENSXCOG00000016279
gambusia_affinis ENSGAFG00000020026
kryptolebias_marmoratus ENSKMAG00000001081
oryzias_latipes_asm223469v1 ENSORLG00015011942
oryzias_latipes_asm223467v1 ENSORLG00000001406
oryzias_latipes_asm223471v1 ENSORLG00020021879
oryzias_melastigma ENSOMEG00000015550
cynoglossus_semilaevis ENSCSEG00000002542
hippocampus_comes ENSHCOG00000005180
periophthalmus_magnuspinnatus ENSPMGG00000006533
gadus_morhua ENSGMOG00000005121
esox_lucius ENSELUG00000004029
pygocentrus_nattereri ENSPNAG00000018857
astyanax_mexicanus ENSAMXG00000021484
ictalurus_punctatus ENSIPUG00000017799
danio_rerio ENSDARG00000087574
scleropages_formosus ENSSFOG00015006382
lepisosteus_oculatus ENSLOCG00000015303
