poecilia_formosa ENSPFOG00000010542
poecilia_latipinna ENSPLAG00000002661
poecilia_mexicana ENSPMEG00000021310
poecilia_reticulata ENSPREG00000022115
xiphophorus_couchianus ENSXCOG00000017203
xiphophorus_maculatus ENSXMAG00000028780
gambusia_affinis ENSGAFG00000012921
fundulus_heteroclitus ENSFHEG00000015587
cyprinodon_variegatus ENSCVAG00000022821
kryptolebias_marmoratus ENSKMAG00000016832
oryzias_latipes_asm223471v1 ENSORLG00020015402
oryzias_latipes_asm223469v1 ENSORLG00015003809
oryzias_latipes_asm223467v1 ENSORLG00000026421
oryzias_melastigma ENSOMEG00000002190
seriola_lalandi_dorsalis ENSSLDG00000025036
amphiprion_ocellaris ENSAOCG00000014902
astatotilapia_calliptera ENSACLG00000025898
maylandia_zebra ENSMZEG00005015285
pundamilia_nyererei ENSPNYG00000023629
pundamilia_nyererei ENSPNYG00000023661
haplochromis_burtoni ENSHBUG00000005170
neolamprologus_brichardi ENSNBRG00000008206
amphilophus_citrinellus ENSACIG00000016523
acanthochromis_polyacanthus ENSAPOG00000007336
amphiprion_percula ENSAPEG00000023640
stegastes_partitus ENSSPAG00000010777
cynoglossus_semilaevis ENSCSEG00000011931
cynoglossus_semilaevis ENSCSEG00000016406
scophthalmus_maximus ENSSMAG00000014593
seriola_dumerili ENSSDUG00000011893
mastacembelus_armatus ENSMAMG00000016152
monopterus_albus ENSMALG00000014507
anabas_testudineus ENSATEG00000009739
takifugu_rubripes ENSTRUG00000021101
mola_mola ENSMMOG00000017642
gasterosteus_aculeatus ENSGACG00000008814
labrus_bergylta ENSLBEG00000001148
hippocampus_comes ENSHCOG00000009637
esox_lucius ENSELUG00000012958
pygocentrus_nattereri ENSPNAG00000011694
astyanax_mexicanus ENSAMXG00000037108
ictalurus_punctatus ENSIPUG00000021131
danio_rerio ENSDARG00000095259
