lonchura_striata_domestica ENSLSDG00000004951
meleagris_gallopavo ENSMGAG00000001725
xenopus_tropicalis ENSXETG00000008572
pygocentrus_nattereri ENSPNAG00000004617
pygocentrus_nattereri ENSPNAG00000029377
astyanax_mexicanus ENSAMXG00000001945
ictalurus_punctatus ENSIPUG00000015908
danio_rerio ENSDARG00000103181
tetraodon_nigroviridis ENSTNIG00000008153
tetraodon_nigroviridis ENSTNIG00000009673
takifugu_rubripes ENSTRUG00000014446
mola_mola ENSMMOG00000009846
gasterosteus_aculeatus ENSGACG00000007401
xiphophorus_maculatus ENSXMAG00000010623
xiphophorus_couchianus ENSXCOG00000015437
gambusia_affinis ENSGAFG00000003311
poecilia_formosa ENSPFOG00000007899
poecilia_mexicana ENSPMEG00000020913
poecilia_latipinna ENSPLAG00000005815
poecilia_reticulata ENSPREG00000007989
cyprinodon_variegatus ENSCVAG00000008448
fundulus_heteroclitus ENSFHEG00000005850
kryptolebias_marmoratus ENSKMAG00000013953
oryzias_latipes_asm223471v1 ENSORLG00020002708
oryzias_latipes_asm223469v1 ENSORLG00015018969
oryzias_latipes_asm223467v1 ENSORLG00000020756
oryzias_melastigma ENSOMEG00000010439
mastacembelus_armatus ENSMAMG00000023632
monopterus_albus ENSMALG00000006837
anabas_testudineus ENSATEG00000023586
scophthalmus_maximus ENSSMAG00000001385
cynoglossus_semilaevis ENSCSEG00000005447
seriola_lalandi_dorsalis ENSSLDG00000015829
seriola_dumerili ENSSDUG00000013228
periophthalmus_magnuspinnatus ENSPMGG00000013611
hippocampus_comes ENSHCOG00000006793
amphiprion_percula ENSAPEG00000018358
amphiprion_ocellaris ENSAOCG00000014946
acanthochromis_polyacanthus ENSAPOG00000014559
stegastes_partitus ENSSPAG00000021573
maylandia_zebra ENSMZEG00005025488
astatotilapia_calliptera ENSACLG00000012000
pundamilia_nyererei ENSPNYG00000005689
haplochromis_burtoni ENSHBUG00000012531
neolamprologus_brichardi ENSNBRG00000001576
oreochromis_niloticus ENSONIG00000006710
amphilophus_citrinellus ENSACIG00000001557
labrus_bergylta ENSLBEG00000025366
gadus_morhua ENSGMOG00000015034
gadus_morhua ENSGMOG00000013503
gadus_morhua ENSGMOG00000015303
gadus_morhua ENSGMOG00000015027
scleropages_formosus ENSSFOG00015012036
lepisosteus_oculatus ENSLOCG00000003494
