notechis_scutatus ENSNSUG00000004876
crocodylus_porosus ENSCPRG00005012470
canis_lupus_dingo ENSCAFG00020003183
mandrillus_leucophaeus ENSMLEG00000032207
haplochromis_burtoni ENSHBUG00000020421
neolamprologus_brichardi ENSNBRG00000007629
pundamilia_nyererei ENSPNYG00000001448
astatotilapia_calliptera ENSACLG00000014838
amphilophus_citrinellus ENSACIG00000011103
fundulus_heteroclitus ENSFHEG00000014243
poecilia_reticulata ENSPREG00000003242
kryptolebias_marmoratus ENSKMAG00000007003
seriola_lalandi_dorsalis ENSSLDG00000006239
cynoglossus_semilaevis ENSCSEG00000007953
