manacus_vitellinus ENSMVIG00005005968
lepidothrix_coronata ENSLCOG00000012420
junco_hyemalis ENSJHYG00000011533
zonotrichia_albicollis ENSZALG00000002910
serinus_canaria ENSSCAG00000010693
taeniopygia_guttata ENSTGUG00000002537
lonchura_striata_domestica ENSLSDG00000010559
ficedula_albicollis ENSFALG00000010834
parus_major ENSPMJG00000014595
cyanistes_caeruleus ENSCCEG00000011742
calidris_pugnax ENSCPUG00000001604
calidris_pygmaea ENSCPGG00000003501
gallus_gallus ENSGALG00000042797
coturnix_japonica ENSCJPG00005010188
meleagris_gallopavo ENSMGAG00000010504
numida_meleagris ENSNMEG00000016425
anser_brachyrhynchus ENSABRG00000000886
anas_platyrhynchos_platyrhynchos ENSAPLG00000013296
apteryx_owenii ENSAOWG00000016404
apteryx_haastii ENSAHAG00000012648
apteryx_rowi ENSARWG00000013710
dromaius_novaehollandiae ENSDNVG00000002217
crocodylus_porosus ENSCPRG00005009838
gopherus_agassizii ENSGAGG00000007781
chrysemys_picta_bellii ENSCPBG00000025395
pelodiscus_sinensis ENSPSIG00000003999
anolis_carolinensis ENSACAG00000028369
pogona_vitticeps ENSPVIG00000025538
salvator_merianae ENSSMRG00000004864
sphenodon_punctatus ENSSPUG00000006112
latimeria_chalumnae ENSLACG00000002251
mola_mola ENSMMOG00000004935
takifugu_rubripes ENSTRUG00000006151
labrus_bergylta ENSLBEG00000023025
gasterosteus_aculeatus ENSGACG00000012907
monopterus_albus ENSMALG00000004660
mastacembelus_armatus ENSMAMG00000014341
anabas_testudineus ENSATEG00000011014
scophthalmus_maximus ENSSMAG00000002477
cynoglossus_semilaevis ENSCSEG00000002833
seriola_dumerili ENSSDUG00000018682
seriola_lalandi_dorsalis ENSSLDG00000015827
amphiprion_percula ENSAPEG00000023319
amphiprion_ocellaris ENSAOCG00000015343
acanthochromis_polyacanthus ENSAPOG00000013721
stegastes_partitus ENSSPAG00000013755
maylandia_zebra ENSMZEG00005009542
astatotilapia_calliptera ENSACLG00000025846
pundamilia_nyererei ENSPNYG00000000369
haplochromis_burtoni ENSHBUG00000012674
neolamprologus_brichardi ENSNBRG00000011359
oreochromis_niloticus ENSONIG00000019546
amphilophus_citrinellus ENSACIG00000010997
fundulus_heteroclitus ENSFHEG00000007394
cyprinodon_variegatus ENSCVAG00000003511
poecilia_formosa ENSPFOG00000011122
poecilia_formosa ENSPFOG00000011138
poecilia_latipinna ENSPLAG00000018492
poecilia_latipinna ENSPLAG00000002503
poecilia_mexicana ENSPMEG00000006325
poecilia_reticulata ENSPREG00000004849
xiphophorus_maculatus ENSXMAG00000018425
xiphophorus_couchianus ENSXCOG00000011254
gambusia_affinis ENSGAFG00000019517
kryptolebias_marmoratus ENSKMAG00000003915
oryzias_latipes_asm223469v1 ENSORLG00015005512
oryzias_latipes_asm223467v1 ENSORLG00000018208
oryzias_melastigma ENSOMEG00000009661
hippocampus_comes ENSHCOG00000008440
periophthalmus_magnuspinnatus ENSPMGG00000005857
gadus_morhua ENSGMOG00000001951
esox_lucius ENSELUG00000015125
pygocentrus_nattereri ENSPNAG00000011416
astyanax_mexicanus ENSAMXG00000011838
ictalurus_punctatus ENSIPUG00000010318
danio_rerio ENSDARG00000089862
paramormyrops_kingsleyae ENSPKIG00000022698
scleropages_formosus ENSSFOG00015004560
lepisosteus_oculatus ENSLOCG00000017163
eptatretus_burgeri ENSEBUG00000007450
