hippocampus_comes ENSHCOG00000000043
takifugu_rubripes ENSTRUG00000013438
scophthalmus_maximus ENSSMAG00000002307
cynoglossus_semilaevis ENSCSEG00000013262
seriola_dumerili ENSSDUG00000008992
seriola_lalandi_dorsalis ENSSLDG00000014748
mastacembelus_armatus ENSMAMG00000013630
amphiprion_percula ENSAPEG00000006694
amphiprion_ocellaris ENSAOCG00000016887
acanthochromis_polyacanthus ENSAPOG00000000238
stegastes_partitus ENSSPAG00000014136
maylandia_zebra ENSMZEG00005004131
haplochromis_burtoni ENSHBUG00000015631
pundamilia_nyererei ENSPNYG00000003585
astatotilapia_calliptera ENSACLG00000024529
oreochromis_niloticus ENSONIG00000016344
fundulus_heteroclitus ENSFHEG00000011726
cyprinodon_variegatus ENSCVAG00000022504
xiphophorus_maculatus ENSXMAG00000011994
gambusia_affinis ENSGAFG00000017000
poecilia_mexicana ENSPMEG00000005829
poecilia_formosa ENSPFOG00000000997
poecilia_reticulata ENSPREG00000000319
poecilia_latipinna ENSPLAG00000002860
kryptolebias_marmoratus ENSKMAG00000019367
oryzias_latipes_asm223469v1 ENSORLG00015019183
oryzias_latipes_asm223467v1 ENSORLG00000015018
oryzias_latipes_asm223471v1 ENSORLG00020018302
oryzias_melastigma ENSOMEG00000005884
labrus_bergylta ENSLBEG00000013414
labrus_bergylta ENSLBEG00000000319
gadus_morhua ENSGMOG00000010547
esox_lucius ENSELUG00000013285
pygocentrus_nattereri ENSPNAG00000011430
astyanax_mexicanus ENSAMXG00000033196
ictalurus_punctatus ENSIPUG00000010941
danio_rerio ENSDARG00000089904
danio_rerio ENSDARG00000104083
danio_rerio ENSDARG00000112943
scleropages_formosus ENSSFOG00015020748
paramormyrops_kingsleyae ENSPKIG00000005841
lepisosteus_oculatus ENSLOCG00000008623
xenopus_tropicalis ENSXETG00000020610
