junco_hyemalis ENSJHYG00000015962
zonotrichia_albicollis ENSZALG00000009566
ficedula_albicollis ENSFALG00000005562
parus_major ENSPMJG00000014480
cyanistes_caeruleus ENSCCEG00000023355
taeniopygia_guttata ENSTGUG00000002813
taeniopygia_guttata ENSTGUG00000016267
serinus_canaria ENSSCAG00000010114
lonchura_striata_domestica ENSLSDG00000013798
lepidothrix_coronata ENSLCOG00000013671
manacus_vitellinus ENSMVIG00005008694
melopsittacus_undulatus ENSMUNG00000012169
coturnix_japonica ENSCJPG00005017875
meleagris_gallopavo ENSMGAG00000002332
gallus_gallus ENSGALG00000008475
numida_meleagris ENSNMEG00000001611
anser_brachyrhynchus ENSABRG00000020702
anas_platyrhynchos_platyrhynchos ENSAPLG00000014061
calidris_pygmaea ENSCPGG00000016849
calidris_pugnax ENSCPUG00000000331
apteryx_haastii ENSAHAG00000015681
apteryx_rowi ENSARWG00000018663
apteryx_owenii ENSAOWG00000010016
dromaius_novaehollandiae ENSDNVG00000019146
nothoprocta_perdicaria ENSNPEG00000005581
crocodylus_porosus ENSCPRG00005012060
chelonoidis_abingdonii ENSCABG00000022108
gopherus_agassizii ENSGAGG00000009620
chrysemys_picta_bellii ENSCPBG00000023966
pelodiscus_sinensis ENSPSIG00000018083
sphenodon_punctatus ENSSPUG00000004947
anolis_carolinensis ENSACAG00000003439
pogona_vitticeps ENSPVIG00000018869
notechis_scutatus ENSNSUG00000004819
salvator_merianae ENSSMRG00000008731
prolemur_simus ENSPSMG00000005146
propithecus_coquereli ENSPCOG00000020949
microcebus_murinus ENSMICG00000048034
otolemur_garnettii ENSOGAG00000002547
macaca_mulatta ENSMMUG00000019611
papio_anubis ENSPANG00000026442
macaca_nemestrina ENSMNEG00000035070
macaca_fascicularis ENSMFAG00000032251
cercocebus_atys ENSCATG00000040110
chlorocebus_sabaeus ENSCSAG00000016855
theropithecus_gelada ENSTGEG00000003752
piliocolobus_tephrosceles ENSPTEG00000022708
homo_sapiens ENSG00000197070
pan_troglodytes ENSPTRG00000021605
pongo_abelii ENSPPYG00000019835
cebus_capucinus_imitator ENSCCAG00000000721
callithrix_jacchus ENSCJAG00000013439
rhinopithecus_roxellana ENSRROG00000042599
rhinopithecus_bieti ENSRBIG00000038293
colobus_angolensis_palliatus ENSCANG00000038115
mandrillus_leucophaeus ENSMLEG00000041249
gorilla_gorilla ENSGGOG00000011994
pan_paniscus ENSPPAG00000030263
nomascus_leucogenys ENSNLEG00000009241
saimiri_boliviensis_boliviensis ENSSBOG00000021719
aotus_nancymaae ENSANAG00000025613
chinchilla_lanigera ENSCLAG00000008062
octodon_degus ENSODEG00000014416
cavia_porcellus ENSCPOG00000020757
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014897
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002505
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007726
fukomys_damarensis ENSFDAG00000007929
marmota_marmota_marmota ENSMMMG00000007546
urocitellus_parryii ENSUPAG00010012758
ictidomys_tridecemlineatus ENSSTOG00000012006
spermophilus_dauricus ENSSDAG00000003908
microtus_ochrogaster ENSMOCG00000018871
peromyscus_maniculatus_bairdii ENSPEMG00000003766
cricetulus_griseus_crigri-picr ENSCGRG00015006408
cricetulus_griseus_crigri_1.0 ENSCGRG00000012858
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003052
mesocricetus_auratus ENSMAUG00000009636
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024158
mus_spicilegus ENSMSIG00000024841
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026972
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023241
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024699
rattus_norvegicus ENSRNOG00000007622
meriones_unguiculatus ENSMUGG00000022754
nannospalax_galili ENSNGAG00000003510
jaculus_jaculus ENSJJAG00000013575
castor_canadensis ENSCCNG00000009854
tupaia_belangeri ENSTBEG00000013544
oryctolagus_cuniculus ENSOCUG00000017576
ochotona_princeps ENSOPRG00000010283
carlito_syrichta ENSTSYG00000036688
erinaceus_europaeus ENSEEUG00000014751
capra_hircus ENSCHIG00000025586
ovis_aries ENSOARG00000000668
bos_mutus ENSBMUG00000025760
bos_taurus ENSBTAG00000012147
tursiops_truncatus ENSTTRG00000006082
sus_scrofa ENSSSCG00000039824
pteropus_vampyrus ENSPVAG00000003916
equus_caballus ENSECAG00000013420
equus_asinus_asinus ENSEASG00005013941
ursus_americanus ENSUAMG00000012934
ursus_maritimus ENSUMAG00000023527
ailuropoda_melanoleuca ENSAMEG00000016148
mustela_putorius_furo ENSMPUG00000015279
canis_lupus_dingo ENSCAFG00020010825
canis_lupus_dingo ENSCAFG00020003409
canis_lupus_familiaris ENSCAFG00000019394
vulpes_vulpes ENSVVUG00000028862
panthera_pardus ENSPPRG00000000612
panthera_tigris_altaica ENSPTIG00000010249
felis_catus ENSFCAG00000026735
dasypus_novemcinctus ENSDNOG00000013123
neovison_vison ENSNVIG00000013143
dipodomys_ordii ENSDORG00000008106
loxodonta_africana ENSLAFG00000030538
echinops_telfairi ENSETEG00000018560
procavia_capensis ENSPCAG00000007927
phascolarctos_cinereus ENSPCIG00000016532
