xenopus_tropicalis ENSXETG00000034376
latimeria_chalumnae ENSLACG00000022688
neolamprologus_brichardi ENSNBRG00000000022
maylandia_zebra ENSMZEG00005000022
cyprinodon_variegatus ENSCVAG00000000022
amphiprion_ocellaris ENSAOCG00000000022
gasterosteus_aculeatus ENSGACG00000020940
hippocampus_comes ENSHCOG00000000022
seriola_dumerili ENSSDUG00000000022
seriola_lalandi_dorsalis ENSSLDG00000000022
monopterus_albus ENSMALG00000000022
oryzias_latipes_asm223467v1 ENSORLG00000021768
kryptolebias_marmoratus ENSKMAG00000000022
tetraodon_nigroviridis ENSTNIG00000001181
takifugu_rubripes ENSTRUG00000018677
esox_lucius ENSELUG00000000022
pygocentrus_nattereri ENSPNAG00000000022
ictalurus_punctatus ENSIPUG00000000022
scleropages_formosus ENSSFOG00015000022
lepisosteus_oculatus ENSLOCG00000020986
