ciona_intestinalis ENSCING00000003356
ciona_savignyi ENSCSAVG00000008459
sphenodon_punctatus ENSSPUG00000015242
anolis_carolinensis ENSACAG00000004235
lepidothrix_coronata ENSLCOG00000015001
lonchura_striata_domestica ENSLSDG00000000730
ornithorhynchus_anatinus ENSOANG00000029230
haplochromis_burtoni ENSHBUG00000023174
maylandia_zebra ENSMZEG00005016087
neolamprologus_brichardi ENSNBRG00000015901
oryzias_melastigma ENSOMEG00000006539
amphiprion_ocellaris ENSAOCG00000010579
amphiprion_percula ENSAPEG00000013401
mola_mola ENSMMOG00000021681
labrus_bergylta ENSLBEG00000001109
scophthalmus_maximus ENSSMAG00000020856
cynoglossus_semilaevis ENSCSEG00000001406
hippocampus_comes ENSHCOG00000017516
kryptolebias_marmoratus ENSKMAG00000008219
gasterosteus_aculeatus ENSGACG00000001490
gadus_morhua ENSGMOG00000001129
esox_lucius ENSELUG00000002294
eptatretus_burgeri ENSEBUG00000015752
