seriola_lalandi_dorsalis ENSSLDG00000022256
seriola_dumerili ENSSDUG00000008705
anabas_testudineus ENSATEG00000022649
amphiprion_ocellaris ENSAOCG00000020938
amphiprion_percula ENSAPEG00000008232
acanthochromis_polyacanthus ENSAPOG00000016304
stegastes_partitus ENSSPAG00000016620
cyprinodon_variegatus ENSCVAG00000007986
fundulus_heteroclitus ENSFHEG00000016557
poecilia_formosa ENSPFOG00000009338
poecilia_latipinna ENSPLAG00000012816
poecilia_mexicana ENSPMEG00000017597
poecilia_reticulata ENSPREG00000007940
xiphophorus_maculatus ENSXMAG00000023471
gambusia_affinis ENSGAFG00000013211
kryptolebias_marmoratus ENSKMAG00000005146
oryzias_latipes_asm223471v1 ENSORLG00020000162
oryzias_latipes_asm223467v1 ENSORLG00000011269
oryzias_latipes_asm223469v1 ENSORLG00015013464
oryzias_melastigma ENSOMEG00000010584
maylandia_zebra ENSMZEG00005016374
haplochromis_burtoni ENSHBUG00000013406
astatotilapia_calliptera ENSACLG00000021394
pundamilia_nyererei ENSPNYG00000002098
neolamprologus_brichardi ENSNBRG00000003346
oreochromis_niloticus ENSONIG00000012754
amphilophus_citrinellus ENSACIG00000006441
mastacembelus_armatus ENSMAMG00000019480
monopterus_albus ENSMALG00000009384
mola_mola ENSMMOG00000016530
takifugu_rubripes ENSTRUG00000015905
gasterosteus_aculeatus ENSGACG00000010757
hippocampus_comes ENSHCOG00000020771
scophthalmus_maximus ENSSMAG00000013090
cynoglossus_semilaevis ENSCSEG00000018898
labrus_bergylta ENSLBEG00000017089
periophthalmus_magnuspinnatus ENSPMGG00000012082
esox_lucius ENSELUG00000015077
pygocentrus_nattereri ENSPNAG00000001620
astyanax_mexicanus ENSAMXG00000010470
ictalurus_punctatus ENSIPUG00000000065
danio_rerio ENSDARG00000021184
scleropages_formosus ENSSFOG00015000675
paramormyrops_kingsleyae ENSPKIG00000012029
gadus_morhua ENSGMOG00000005040
tetraodon_nigroviridis ENSTNIG00000008088
anolis_carolinensis ENSACAG00000011931
salvator_merianae ENSSMRG00000020526
chrysemys_picta_bellii ENSCPBG00000010944
gopherus_agassizii ENSGAGG00000012440
