xiphophorus_couchianus ENSXCOG00000013218
poecilia_reticulata ENSPREG00000018206
poecilia_latipinna ENSPLAG00000000199
poecilia_mexicana ENSPMEG00000017032
fundulus_heteroclitus ENSFHEG00000022951
cyprinodon_variegatus ENSCVAG00000014234
stegastes_partitus ENSSPAG00000005875
neolamprologus_brichardi ENSNBRG00000020450
mola_mola ENSMMOG00000010470
takifugu_rubripes ENSTRUG00000024665
seriola_lalandi_dorsalis ENSSLDG00000020195
astatotilapia_calliptera ENSACLG00000011521
maylandia_zebra ENSMZEG00005027662
haplochromis_burtoni ENSHBUG00000022469
amphilophus_citrinellus ENSACIG00000021006
amphiprion_percula ENSAPEG00000012910
acanthochromis_polyacanthus ENSAPOG00000018977
labrus_bergylta ENSLBEG00000007722
amphiprion_ocellaris ENSAOCG00000016040
amphiprion_ocellaris ENSAOCG00000004571
periophthalmus_magnuspinnatus ENSPMGG00000010371
monopterus_albus ENSMALG00000004321
