eptatretus_burgeri ENSEBUG00000009169
petromyzon_marinus ENSPMAG00000006240
pan_paniscus ENSPPAG00000029135
pan_troglodytes ENSPTRG00000021506
gorilla_gorilla ENSGGOG00000015837
homo_sapiens ENSG00000148308
pongo_abelii ENSPPYG00000019719
pongo_abelii ENSPPYG00000002760
nomascus_leucogenys ENSNLEG00000012972
theropithecus_gelada ENSTGEG00000012558
papio_anubis ENSPANG00000021827
mandrillus_leucophaeus ENSMLEG00000038455
macaca_fascicularis ENSMFAG00000041901
macaca_nemestrina ENSMNEG00000029898
macaca_mulatta ENSMMUG00000001267
cercocebus_atys ENSCATG00000029873
chlorocebus_sabaeus ENSCSAG00000015015
rhinopithecus_bieti ENSRBIG00000031213
rhinopithecus_roxellana ENSRROG00000038857
colobus_angolensis_palliatus ENSCANG00000025363
piliocolobus_tephrosceles ENSPTEG00000017382
saimiri_boliviensis_boliviensis ENSSBOG00000022976
cebus_capucinus_imitator ENSCCAG00000033556
callithrix_jacchus ENSCJAG00000018039
aotus_nancymaae ENSANAG00000020332
carlito_syrichta ENSTSYG00000001147
prolemur_simus ENSPSMG00000017481
microcebus_murinus ENSMICG00000010660
propithecus_coquereli ENSPCOG00000015281
otolemur_garnettii ENSOGAG00000008881
pteropus_vampyrus ENSPVAG00000001026
myotis_lucifugus ENSMLUG00000006684
equus_caballus ENSECAG00000008807
equus_asinus_asinus ENSEASG00005009855
capra_hircus ENSCHIG00000024162
ovis_aries ENSOARG00000005547
bos_taurus ENSBTAG00000021373
bos_mutus ENSBMUG00000004687
bison_bison_bison ENSBBBG00000009918
tursiops_truncatus ENSTTRG00000014428
ursus_americanus ENSUAMG00000024545
ursus_maritimus ENSUMAG00000015869
ailuropoda_melanoleuca ENSAMEG00000004275
canis_lupus_familiaris ENSCAFG00000019874
canis_lupus_dingo ENSCAFG00020024793
vulpes_vulpes ENSVVUG00000028445
neovison_vison ENSNVIG00000019444
mustela_putorius_furo ENSMPUG00000012459
panthera_pardus ENSPPRG00000010449
panthera_tigris_altaica ENSPTIG00000005918
felis_catus ENSFCAG00000007113
chinchilla_lanigera ENSCLAG00000011273
octodon_degus ENSODEG00000015672
cavia_aperea ENSCAPG00000012825
cavia_porcellus ENSCPOG00000011139
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011110
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015552
fukomys_damarensis ENSFDAG00000012264
ictidomys_tridecemlineatus ENSSTOG00000023452
urocitellus_parryii ENSUPAG00010011268
marmota_marmota_marmota ENSMMMG00000010805
spermophilus_dauricus ENSSDAG00000018932
castor_canadensis ENSCCNG00000007696
dipodomys_ordii ENSDORG00000011381
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024271
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026816
mus_spicilegus ENSMSIG00000020342
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023354
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024811
rattus_norvegicus ENSRNOG00000010981
meriones_unguiculatus ENSMUGG00000005695
peromyscus_maniculatus_bairdii ENSPEMG00000002651
microtus_ochrogaster ENSMOCG00000019295
cricetulus_griseus_crigri_1.0 ENSCGRG00000001069
cricetulus_griseus_crigri-picr ENSCGRG00015013047
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019068
mesocricetus_auratus ENSMAUG00000001687
nannospalax_galili ENSNGAG00000013789
jaculus_jaculus ENSJJAG00000024195
oryctolagus_cuniculus ENSOCUG00000011741
ochotona_princeps ENSOPRG00000000130
tupaia_belangeri ENSTBEG00000014529
erinaceus_europaeus ENSEEUG00000012752
choloepus_hoffmanni ENSCHOG00000011707
dasypus_novemcinctus ENSDNOG00000015105
loxodonta_africana ENSLAFG00000003053
echinops_telfairi ENSETEG00000000902
phascolarctos_cinereus ENSPCIG00000019723
notamacropus_eugenii ENSMEUG00000001527
sarcophilus_harrisii ENSSHAG00000007100
monodelphis_domestica ENSMODG00000012620
ornithorhynchus_anatinus ENSOANG00000014724
salvator_merianae ENSSMRG00000007664
pogona_vitticeps ENSPVIG00000013453
notechis_scutatus ENSNSUG00000020014
sphenodon_punctatus ENSSPUG00000016018
meleagris_gallopavo ENSMGAG00000006216
coturnix_japonica ENSCJPG00005006845
numida_meleagris ENSNMEG00000009210
anser_brachyrhynchus ENSABRG00000021454
anas_platyrhynchos_platyrhynchos ENSAPLG00000003782
melopsittacus_undulatus ENSMUNG00000000486
calidris_pygmaea ENSCPGG00000004953
