chelonoidis_abingdonii ENSCABG00000004333
gopherus_agassizii ENSGAGG00000016890
chrysemys_picta_bellii ENSCPBG00000025486
pelodiscus_sinensis ENSPSIG00000015064
apteryx_owenii ENSAOWG00000000980
apteryx_rowi ENSARWG00000004603
apteryx_haastii ENSAHAG00000006228
dromaius_novaehollandiae ENSDNVG00000014975
lonchura_striata_domestica ENSLSDG00000013590
taeniopygia_guttata ENSTGUG00000005033
zonotrichia_albicollis ENSZALG00000013131
parus_major ENSPMJG00000016213
cyanistes_caeruleus ENSCCEG00000016078
ficedula_albicollis ENSFALG00000010572
lepidothrix_coronata ENSLCOG00000003715
manacus_vitellinus ENSMVIG00005010266
calidris_pugnax ENSCPUG00000018489
calidris_pygmaea ENSCPGG00000009143
sphenodon_punctatus ENSSPUG00000016298
meleagris_gallopavo ENSMGAG00000005334
chinchilla_lanigera ENSCLAG00000006370
octodon_degus ENSODEG00000004298
cavia_aperea ENSCAPG00000010519
cavia_porcellus ENSCPOG00000004371
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002013
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016786
fukomys_damarensis ENSFDAG00000011815
spermophilus_dauricus ENSSDAG00000016431
ictidomys_tridecemlineatus ENSSTOG00000015822
urocitellus_parryii ENSUPAG00010013594
marmota_marmota_marmota ENSMMMG00000002100
castor_canadensis ENSCCNG00000021787
dipodomys_ordii ENSDORG00000000929
cricetulus_griseus_crigri-picr ENSCGRG00015022256
cricetulus_griseus_crigri_1.0 ENSCGRG00000017095
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024294
mesocricetus_auratus ENSMAUG00000008788
microtus_ochrogaster ENSMOCG00000016738
peromyscus_maniculatus_bairdii ENSPEMG00000022427
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023776
mus_spicilegus ENSMSIG00000025326
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000016496
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022858
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014351
rattus_norvegicus ENSRNOG00000016112
meriones_unguiculatus ENSMUGG00000016179
nannospalax_galili ENSNGAG00000014014
oryctolagus_cuniculus ENSOCUG00000008117
ochotona_princeps ENSOPRG00000012659
tupaia_belangeri ENSTBEG00000008696
pan_troglodytes ENSPTRG00000020755
pan_paniscus ENSPPAG00000034663
homo_sapiens ENSG00000120217
gorilla_gorilla ENSGGOG00000008540
pongo_abelii ENSPPYG00000019237
nomascus_leucogenys ENSNLEG00000009009
rhinopithecus_roxellana ENSRROG00000032408
rhinopithecus_bieti ENSRBIG00000026347
colobus_angolensis_palliatus ENSCANG00000036885
piliocolobus_tephrosceles ENSPTEG00000002694
macaca_fascicularis ENSMFAG00000044358
macaca_mulatta ENSMMUG00000012235
theropithecus_gelada ENSTGEG00000020710
cercocebus_atys ENSCATG00000044292
mandrillus_leucophaeus ENSMLEG00000031295
papio_anubis ENSPANG00000025169
chlorocebus_sabaeus ENSCSAG00000008879
macaca_nemestrina ENSMNEG00000044065
saimiri_boliviensis_boliviensis ENSSBOG00000020848
cebus_capucinus_imitator ENSCCAG00000011218
callithrix_jacchus ENSCJAG00000011388
aotus_nancymaae ENSANAG00000028618
carlito_syrichta ENSTSYG00000010129
prolemur_simus ENSPSMG00000024783
propithecus_coquereli ENSPCOG00000015449
microcebus_murinus ENSMICG00000035171
otolemur_garnettii ENSOGAG00000003282
neovison_vison ENSNVIG00000006775
mustela_putorius_furo ENSMPUG00000004954
ursus_maritimus ENSUMAG00000016708
ursus_americanus ENSUAMG00000004047
ailuropoda_melanoleuca ENSAMEG00000009800
canis_lupus_familiaris ENSCAFG00000002120
canis_lupus_dingo ENSCAFG00020005055
vulpes_vulpes ENSVVUG00000007347
panthera_pardus ENSPPRG00000022858
panthera_tigris_altaica ENSPTIG00000014398
felis_catus ENSFCAG00000009047
sorex_araneus ENSSARG00000007143
capra_hircus ENSCHIG00000017335
ovis_aries ENSOARG00000013509
bos_mutus ENSBMUG00000005088
bos_taurus ENSBTAG00000000095
bison_bison_bison ENSBBBG00000015809
tursiops_truncatus ENSTTRG00000011592
sus_scrofa ENSSSCG00000005211
vicugna_pacos ENSVPAG00000008543
pteropus_vampyrus ENSPVAG00000000257
myotis_lucifugus ENSMLUG00000009607
equus_caballus ENSECAG00000016312
equus_asinus_asinus ENSEASG00005010663
choloepus_hoffmanni ENSCHOG00000008257
dasypus_novemcinctus ENSDNOG00000018655
loxodonta_africana ENSLAFG00000004260
procavia_capensis ENSPCAG00000009245
phascolarctos_cinereus ENSPCIG00000000288
notamacropus_eugenii ENSMEUG00000006998
sarcophilus_harrisii ENSSHAG00000002682
monodelphis_domestica ENSMODG00000015352
ornithorhynchus_anatinus ENSOANG00000010091
lepisosteus_oculatus ENSLOCG00000010112
