fundulus_heteroclitus ENSFHEG00000020383
cyprinodon_variegatus ENSCVAG00000014045
poecilia_mexicana ENSPMEG00000019094
poecilia_formosa ENSPFOG00000016416
poecilia_latipinna ENSPLAG00000023867
poecilia_reticulata ENSPREG00000018993
gambusia_affinis ENSGAFG00000003707
xiphophorus_couchianus ENSXCOG00000009723
xiphophorus_maculatus ENSXMAG00000028583
kryptolebias_marmoratus ENSKMAG00000015107
oryzias_latipes_asm223469v1 ENSORLG00015007956
oryzias_latipes_asm223471v1 ENSORLG00020019230
oryzias_latipes_asm223467v1 ENSORLG00000022237
oryzias_melastigma ENSOMEG00000000616
amphiprion_ocellaris ENSAOCG00000007074
amphiprion_percula ENSAPEG00000016188
acanthochromis_polyacanthus ENSAPOG00000006218
acanthochromis_polyacanthus ENSAPOG00000010624
stegastes_partitus ENSSPAG00000014785
gasterosteus_aculeatus ENSGACG00000012621
labrus_bergylta ENSLBEG00000008249
seriola_dumerili ENSSDUG00000001899
seriola_lalandi_dorsalis ENSSLDG00000003162
scophthalmus_maximus ENSSMAG00000020173
cynoglossus_semilaevis ENSCSEG00000005919
anabas_testudineus ENSATEG00000006467
monopterus_albus ENSMALG00000010472
astatotilapia_calliptera ENSACLG00000018238
haplochromis_burtoni ENSHBUG00000002454
pundamilia_nyererei ENSPNYG00000022252
maylandia_zebra ENSMZEG00005024411
neolamprologus_brichardi ENSNBRG00000016745
oreochromis_niloticus ENSONIG00000007667
amphilophus_citrinellus ENSACIG00000007638
mastacembelus_armatus ENSMAMG00000016328
tetraodon_nigroviridis ENSTNIG00000018991
takifugu_rubripes ENSTRUG00000025013
mola_mola ENSMMOG00000005099
hippocampus_comes ENSHCOG00000019157
periophthalmus_magnuspinnatus ENSPMGG00000009775
gadus_morhua ENSGMOG00000019127
esox_lucius ENSELUG00000012404
astyanax_mexicanus ENSAMXG00000038672
pygocentrus_nattereri ENSPNAG00000013736
ictalurus_punctatus ENSIPUG00000001587
danio_rerio ENSDARG00000012788
scleropages_formosus ENSSFOG00015004169
paramormyrops_kingsleyae ENSPKIG00000005386
lepisosteus_oculatus ENSLOCG00000014809
pogona_vitticeps ENSPVIG00000018373
anolis_carolinensis ENSACAG00000007869
notechis_scutatus ENSNSUG00000017393
salvator_merianae ENSSMRG00000015300
sphenodon_punctatus ENSSPUG00000010020
sphenodon_punctatus ENSSPUG00000005473
chelonoidis_abingdonii ENSCABG00000013512
gopherus_agassizii ENSGAGG00000000177
chrysemys_picta_bellii ENSCPBG00000004894
pelodiscus_sinensis ENSPSIG00000006046
latimeria_chalumnae ENSLACG00000016102
