xiphophorus_maculatus ENSXMAG00000003800
xiphophorus_couchianus ENSXCOG00000010226
gambusia_affinis ENSGAFG00000012210
poecilia_latipinna ENSPLAG00000010285
poecilia_mexicana ENSPMEG00000020312
poecilia_formosa ENSPFOG00000018399
poecilia_reticulata ENSPREG00000010711
fundulus_heteroclitus ENSFHEG00000022571
cyprinodon_variegatus ENSCVAG00000015960
kryptolebias_marmoratus ENSKMAG00000000926
oryzias_latipes_asm223471v1 ENSORLG00020010512
oryzias_latipes_asm223469v1 ENSORLG00015015544
oryzias_latipes_asm223467v1 ENSORLG00000005270
oryzias_melastigma ENSOMEG00000009748
cynoglossus_semilaevis ENSCSEG00000005008
labrus_bergylta ENSLBEG00000021056
gasterosteus_aculeatus ENSGACG00000010086
mola_mola ENSMMOG00000008059
seriola_lalandi_dorsalis ENSSLDG00000015742
seriola_dumerili ENSSDUG00000017019
scophthalmus_maximus ENSSMAG00000016962
amphiprion_percula ENSAPEG00000005827
amphiprion_ocellaris ENSAOCG00000022398
acanthochromis_polyacanthus ENSAPOG00000004768
stegastes_partitus ENSSPAG00000015230
monopterus_albus ENSMALG00000019240
anabas_testudineus ENSATEG00000008769
mastacembelus_armatus ENSMAMG00000016291
neolamprologus_brichardi ENSNBRG00000015309
oreochromis_niloticus ENSONIG00000000630
maylandia_zebra ENSMZEG00005027429
astatotilapia_calliptera ENSACLG00000019540
pundamilia_nyererei ENSPNYG00000002729
haplochromis_burtoni ENSHBUG00000015984
amphilophus_citrinellus ENSACIG00000006772
tetraodon_nigroviridis ENSTNIG00000017027
takifugu_rubripes ENSTRUG00000008175
hippocampus_comes ENSHCOG00000017349
periophthalmus_magnuspinnatus ENSPMGG00000007545
gadus_morhua ENSGMOG00000018787
pygocentrus_nattereri ENSPNAG00000027186
astyanax_mexicanus ENSAMXG00000011216
ictalurus_punctatus ENSIPUG00000014568
danio_rerio ENSDARG00000016584
pygocentrus_nattereri ENSPNAG00000021537
astyanax_mexicanus ENSAMXG00000007898
ictalurus_punctatus ENSIPUG00000004764
danio_rerio ENSDARG00000096687
esox_lucius ENSELUG00000016972
scleropages_formosus ENSSFOG00015010456
paramormyrops_kingsleyae ENSPKIG00000001631
scleropages_formosus ENSSFOG00015008924
paramormyrops_kingsleyae ENSPKIG00000019718
lepisosteus_oculatus ENSLOCG00000016589
calidris_pugnax ENSCPUG00000004357
calidris_pygmaea ENSCPGG00000005952
melopsittacus_undulatus ENSMUNG00000016808
cyanistes_caeruleus ENSCCEG00000016160
parus_major ENSPMJG00000007303
zonotrichia_albicollis ENSZALG00000010195
junco_hyemalis ENSJHYG00000013224
serinus_canaria ENSSCAG00000008009
ficedula_albicollis ENSFALG00000013158
lonchura_striata_domestica ENSLSDG00000014110
taeniopygia_guttata ENSTGUG00000010596
manacus_vitellinus ENSMVIG00005009509
lepidothrix_coronata ENSLCOG00000008405
anas_platyrhynchos_platyrhynchos ENSAPLG00000014655
anser_brachyrhynchus ENSABRG00000021241
gallus_gallus ENSGALG00000039772
coturnix_japonica ENSCJPG00005013863
numida_meleagris ENSNMEG00000001607
meleagris_gallopavo ENSMGAG00000011557
apteryx_owenii ENSAOWG00000001019
apteryx_rowi ENSARWG00000014067
apteryx_haastii ENSAHAG00000013713
dromaius_novaehollandiae ENSDNVG00000008372
nothoprocta_perdicaria ENSNPEG00000007390
crocodylus_porosus ENSCPRG00005014452
gopherus_agassizii ENSGAGG00000015582
chelonoidis_abingdonii ENSCABG00000008628
chrysemys_picta_bellii ENSCPBG00000008651
pelodiscus_sinensis ENSPSIG00000012483
pogona_vitticeps ENSPVIG00000022607
anolis_carolinensis ENSACAG00000003468
notechis_scutatus ENSNSUG00000016888
salvator_merianae ENSSMRG00000010248
sphenodon_punctatus ENSSPUG00000010041
notamacropus_eugenii ENSMEUG00000000495
phascolarctos_cinereus ENSPCIG00000003865
monodelphis_domestica ENSMODG00000007084
procavia_capensis ENSPCAG00000002104
echinops_telfairi ENSETEG00000011513
loxodonta_africana ENSLAFG00000009882
choloepus_hoffmanni ENSCHOG00000007222
dasypus_novemcinctus ENSDNOG00000035512
equus_caballus ENSECAG00000009422
equus_asinus_asinus ENSEASG00005003257
myotis_lucifugus ENSMLUG00000003492
pteropus_vampyrus ENSPVAG00000004430
bos_taurus ENSBTAG00000005410
bos_mutus ENSBMUG00000014573
bison_bison_bison ENSBBBG00000000710
ovis_aries ENSOARG00000008881
capra_hircus ENSCHIG00000024203
