fundulus_heteroclitus ENSFHEG00000014658
cyprinodon_variegatus ENSCVAG00000009292
poecilia_latipinna ENSPLAG00000004053
poecilia_formosa ENSPFOG00000023348
poecilia_reticulata ENSPREG00000008615
poecilia_mexicana ENSPMEG00000000993
xiphophorus_couchianus ENSXCOG00000001485
xiphophorus_maculatus ENSXMAG00000016195
gambusia_affinis ENSGAFG00000015759
kryptolebias_marmoratus ENSKMAG00000000749
oryzias_latipes_asm223471v1 ENSORLG00020012307
oryzias_latipes_asm223467v1 ENSORLG00000007724
oryzias_latipes_asm223469v1 ENSORLG00015000065
oryzias_melastigma ENSOMEG00000018507
amphiprion_ocellaris ENSAOCG00000002895
amphiprion_percula ENSAPEG00000016579
acanthochromis_polyacanthus ENSAPOG00000013135
stegastes_partitus ENSSPAG00000001981
pundamilia_nyererei ENSPNYG00000007008
maylandia_zebra ENSMZEG00005026131
astatotilapia_calliptera ENSACLG00000022708
haplochromis_burtoni ENSHBUG00000017356
neolamprologus_brichardi ENSNBRG00000017031
oreochromis_niloticus ENSONIG00000013850
tetraodon_nigroviridis ENSTNIG00000005724
seriola_dumerili ENSSDUG00000008382
seriola_lalandi_dorsalis ENSSLDG00000007106
scophthalmus_maximus ENSSMAG00000018668
mastacembelus_armatus ENSMAMG00000007347
monopterus_albus ENSMALG00000016704
anabas_testudineus ENSATEG00000003577
labrus_bergylta ENSLBEG00000019859
mola_mola ENSMMOG00000013353
gasterosteus_aculeatus ENSGACG00000002253
cynoglossus_semilaevis ENSCSEG00000008281
hippocampus_comes ENSHCOG00000005981
periophthalmus_magnuspinnatus ENSPMGG00000013467
gadus_morhua ENSGMOG00000012040
esox_lucius ENSELUG00000007995
pygocentrus_nattereri ENSPNAG00000023218
astyanax_mexicanus ENSAMXG00000018988
ictalurus_punctatus ENSIPUG00000011653
scleropages_formosus ENSSFOG00015010420
paramormyrops_kingsleyae ENSPKIG00000005074
lepisosteus_oculatus ENSLOCG00000010300
pogona_vitticeps ENSPVIG00000004709
anolis_carolinensis ENSACAG00000015871
salvator_merianae ENSSMRG00000013699
sphenodon_punctatus ENSSPUG00000014543
parus_major ENSPMJG00000007456
cyanistes_caeruleus ENSCCEG00000016672
ficedula_albicollis ENSFALG00000007704
lonchura_striata_domestica ENSLSDG00000005026
serinus_canaria ENSSCAG00000012021
junco_hyemalis ENSJHYG00000016192
zonotrichia_albicollis ENSZALG00000015447
lepidothrix_coronata ENSLCOG00000010375
manacus_vitellinus ENSMVIG00005004395
melopsittacus_undulatus ENSMUNG00000004355
calidris_pugnax ENSCPUG00000010223
calidris_pygmaea ENSCPGG00000016668
anser_brachyrhynchus ENSABRG00000016042
anas_platyrhynchos_platyrhynchos ENSAPLG00000006061
gallus_gallus ENSGALG00000009026
meleagris_gallopavo ENSMGAG00000008494
coturnix_japonica ENSCJPG00005005977
numida_meleagris ENSNMEG00000013321
apteryx_haastii ENSAHAG00000008418
apteryx_owenii ENSAOWG00000010899
apteryx_rowi ENSARWG00000011259
dromaius_novaehollandiae ENSDNVG00000005096
nothoprocta_perdicaria ENSNPEG00000012383
crocodylus_porosus ENSCPRG00005012425
gopherus_agassizii ENSGAGG00000022232
chelonoidis_abingdonii ENSCABG00000014786
chrysemys_picta_bellii ENSCPBG00000021566
pelodiscus_sinensis ENSPSIG00000014296
homo_sapiens ENSG00000105792
gorilla_gorilla ENSGGOG00000034860
pan_troglodytes ENSPTRG00000019383
