capra_hircus ENSCHIG00000020912
ovis_aries ENSOARG00000012242
bos_taurus ENSBTAG00000006278
bos_mutus ENSBMUG00000004894
bison_bison_bison ENSBBBG00000017410
tursiops_truncatus ENSTTRG00000017014
sus_scrofa ENSSSCG00000028858
ursus_maritimus ENSUMAG00000005095
ursus_americanus ENSUAMG00000007959
ailuropoda_melanoleuca ENSAMEG00000009786
mustela_putorius_furo ENSMPUG00000017801
neovison_vison ENSNVIG00000015534
canis_lupus_dingo ENSCAFG00020005360
canis_lupus_familiaris ENSCAFG00000008011
vulpes_vulpes ENSVVUG00000003966
panthera_pardus ENSPPRG00000006244
panthera_tigris_altaica ENSPTIG00000020766
felis_catus ENSFCAG00000006431
equus_caballus ENSECAG00000010974
equus_asinus_asinus ENSEASG00005005839
myotis_lucifugus ENSMLUG00000004473
pteropus_vampyrus ENSPVAG00000010434
sorex_araneus ENSSARG00000000723
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025462
mus_spicilegus ENSMSIG00000003341
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074647
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025985
rattus_norvegicus ENSRNOG00000046772
meriones_unguiculatus ENSMUGG00000007945
cricetulus_griseus_crigri-picr ENSCGRG00015026042
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009663
cricetulus_griseus_crigri_1.0 ENSCGRG00000017631
mesocricetus_auratus ENSMAUG00000011286
microtus_ochrogaster ENSMOCG00000016691
peromyscus_maniculatus_bairdii ENSPEMG00000021622
nannospalax_galili ENSNGAG00000010632
jaculus_jaculus ENSJJAG00000013689
dipodomys_ordii ENSDORG00000001424
cavia_porcellus ENSCPOG00000027379
cavia_aperea ENSCAPG00000016579
chinchilla_lanigera ENSCLAG00000016840
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006814
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018815
fukomys_damarensis ENSFDAG00000020451
urocitellus_parryii ENSUPAG00010004293
ictidomys_tridecemlineatus ENSSTOG00000019705
spermophilus_dauricus ENSSDAG00000019011
marmota_marmota_marmota ENSMMMG00000023285
oryctolagus_cuniculus ENSOCUG00000000488
ochotona_princeps ENSOPRG00000005474
tupaia_belangeri ENSTBEG00000008768
pan_troglodytes ENSPTRG00000013437
pan_paniscus ENSPPAG00000037890
homo_sapiens ENSG00000125998
gorilla_gorilla ENSGGOG00000012107
pongo_abelii ENSPPYG00000010950
nomascus_leucogenys ENSNLEG00000010219
rhinopithecus_bieti ENSRBIG00000040153
rhinopithecus_roxellana ENSRROG00000040897
piliocolobus_tephrosceles ENSPTEG00000011039
colobus_angolensis_palliatus ENSCANG00000039615
macaca_mulatta ENSMMUG00000018210
macaca_fascicularis ENSMFAG00000038878
macaca_nemestrina ENSMNEG00000028152
cercocebus_atys ENSCATG00000045115
mandrillus_leucophaeus ENSMLEG00000004620
theropithecus_gelada ENSTGEG00000004669
papio_anubis ENSPANG00000009736
chlorocebus_sabaeus ENSCSAG00000010439
saimiri_boliviensis_boliviensis ENSSBOG00000025721
cebus_capucinus_imitator ENSCCAG00000025013
callithrix_jacchus ENSCJAG00000017842
aotus_nancymaae ENSANAG00000024148
carlito_syrichta ENSTSYG00000036093
prolemur_simus ENSPSMG00000003727
microcebus_murinus ENSMICG00000013976
propithecus_coquereli ENSPCOG00000022524
otolemur_garnettii ENSOGAG00000001833
dasypus_novemcinctus ENSDNOG00000034661
loxodonta_africana ENSLAFG00000029152
procavia_capensis ENSPCAG00000003794
echinops_telfairi ENSETEG00000000068
phascolarctos_cinereus ENSPCIG00000027973
notamacropus_eugenii ENSMEUG00000007181
monodelphis_domestica ENSMODG00000019691
sarcophilus_harrisii ENSSHAG00000018354
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024540
anolis_carolinensis ENSACAG00000005517
pogona_vitticeps ENSPVIG00000007361
notechis_scutatus ENSNSUG00000014910
salvator_merianae ENSSMRG00000003153
sphenodon_punctatus ENSSPUG00000012470
chelonoidis_abingdonii ENSCABG00000002891
gopherus_agassizii ENSGAGG00000011761
crocodylus_porosus ENSCPRG00005014001
taeniopygia_guttata ENSTGUG00000003622
lonchura_striata_domestica ENSLSDG00000015060
serinus_canaria ENSSCAG00000010866
junco_hyemalis ENSJHYG00000005074
zonotrichia_albicollis ENSZALG00000017462
cyanistes_caeruleus ENSCCEG00000008062
parus_major ENSPMJG00000002043
ficedula_albicollis ENSFALG00000012451
lepidothrix_coronata ENSLCOG00000009580
manacus_vitellinus ENSMVIG00005013010
calidris_pugnax ENSCPUG00000003805
calidris_pygmaea ENSCPGG00000009613
melopsittacus_undulatus ENSMUNG00000011211
gallus_gallus ENSGALG00000031906
meleagris_gallopavo ENSMGAG00000001956
numida_meleagris ENSNMEG00000014222
anas_platyrhynchos_platyrhynchos ENSAPLG00000007684
anser_brachyrhynchus ENSABRG00000020514
apteryx_haastii ENSAHAG00000007205
apteryx_owenii ENSAOWG00000014503
dromaius_novaehollandiae ENSDNVG00000009176
chrysemys_picta_bellii ENSCPBG00000002041
xenopus_tropicalis ENSXETG00000019789
latimeria_chalumnae ENSLACG00000005534
paramormyrops_kingsleyae ENSPKIG00000023250
scleropages_formosus ENSSFOG00015004158
seriola_lalandi_dorsalis ENSSLDG00000011527
seriola_dumerili ENSSDUG00000017583
scophthalmus_maximus ENSSMAG00000005706
monopterus_albus ENSMALG00000020114
mastacembelus_armatus ENSMAMG00000010316
anabas_testudineus ENSATEG00000008410
cynoglossus_semilaevis ENSCSEG00000017826
haplochromis_burtoni ENSHBUG00000009655
pundamilia_nyererei ENSPNYG00000019386
maylandia_zebra ENSMZEG00005009063
astatotilapia_calliptera ENSACLG00000013293
oreochromis_niloticus ENSONIG00000018564
amphilophus_citrinellus ENSACIG00000015685
oryzias_latipes_asm223467v1 ENSORLG00000002950
oryzias_latipes_asm223471v1 ENSORLG00020001822
oryzias_latipes_asm223469v1 ENSORLG00015019398
oryzias_melastigma ENSOMEG00000003633
labrus_bergylta ENSLBEG00000017799
tetraodon_nigroviridis ENSTNIG00000002833
gasterosteus_aculeatus ENSGACG00000000006
hippocampus_comes ENSHCOG00000014079
amphiprion_ocellaris ENSAOCG00000021284
acanthochromis_polyacanthus ENSAPOG00000006736
gambusia_affinis ENSGAFG00000020096
neolamprologus_brichardi ENSNBRG00000008557
fundulus_heteroclitus ENSFHEG00000017527
cyprinodon_variegatus ENSCVAG00000010589
poecilia_formosa ENSPFOG00000014676
poecilia_mexicana ENSPMEG00000012791
poecilia_latipinna ENSPLAG00000023095
poecilia_reticulata ENSPREG00000021668
xiphophorus_maculatus ENSXMAG00000023922
xiphophorus_couchianus ENSXCOG00000017358
kryptolebias_marmoratus ENSKMAG00000015504
amphiprion_percula ENSAPEG00000023028
stegastes_partitus ENSSPAG00000017752
mola_mola ENSMMOG00000016277
periophthalmus_magnuspinnatus ENSPMGG00000003433
gadus_morhua ENSGMOG00000003558
esox_lucius ENSELUG00000014439
pygocentrus_nattereri ENSPNAG00000011432
astyanax_mexicanus ENSAMXG00000018399
ictalurus_punctatus ENSIPUG00000002046
danio_rerio ENSDARG00000075296
lepisosteus_oculatus ENSLOCG00000007724
