bos_mutus ENSBMUG00000021435
bos_taurus ENSBTAG00000005461
bison_bison_bison ENSBBBG00000011837
capra_hircus ENSCHIG00000023104
ovis_aries ENSOARG00000014928
tursiops_truncatus ENSTTRG00000010225
vicugna_pacos ENSVPAG00000000146
sus_scrofa ENSSSCG00000017954
ursus_americanus ENSUAMG00000003560
ailuropoda_melanoleuca ENSAMEG00000016773
mustela_putorius_furo ENSMPUG00000009383
neovison_vison ENSNVIG00000003826
canis_lupus_dingo ENSCAFG00020007832
canis_lupus_familiaris ENSCAFG00000016662
vulpes_vulpes ENSVVUG00000027913
panthera_pardus ENSPPRG00000008956
panthera_tigris_altaica ENSPTIG00000009631
felis_catus ENSFCAG00000009619
erinaceus_europaeus ENSEEUG00000013305
sorex_araneus ENSSARG00000006102
equus_asinus_asinus ENSEASG00005019300
equus_caballus ENSECAG00000007026
pteropus_vampyrus ENSPVAG00000016305
myotis_lucifugus ENSMLUG00000003435
pan_troglodytes ENSPTRG00000008697
pan_paniscus ENSPPAG00000039096
homo_sapiens ENSG00000129194
gorilla_gorilla ENSGGOG00000027463
pongo_abelii ENSPPYG00000007929
nomascus_leucogenys ENSNLEG00000009660
macaca_nemestrina ENSMNEG00000038412
macaca_fascicularis ENSMFAG00000029854
theropithecus_gelada ENSTGEG00000024524
papio_anubis ENSPANG00000024056
mandrillus_leucophaeus ENSMLEG00000042554
cercocebus_atys ENSCATG00000040468
chlorocebus_sabaeus ENSCSAG00000011393
rhinopithecus_roxellana ENSRROG00000035518
rhinopithecus_bieti ENSRBIG00000025597
piliocolobus_tephrosceles ENSPTEG00000013228
colobus_angolensis_palliatus ENSCANG00000007305
cebus_capucinus_imitator ENSCCAG00000026871
callithrix_jacchus ENSCJAG00000007951
saimiri_boliviensis_boliviensis ENSSBOG00000031727
aotus_nancymaae ENSANAG00000038364
carlito_syrichta ENSTSYG00000032210
propithecus_coquereli ENSPCOG00000015435
microcebus_murinus ENSMICG00000042795
prolemur_simus ENSPSMG00000019093
otolemur_garnettii ENSOGAG00000008145
tupaia_belangeri ENSTBEG00000009566
castor_canadensis ENSCCNG00000017411
castor_canadensis ENSCCNG00000002750
dipodomys_ordii ENSDORG00000014230
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041287
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017415
mus_spicilegus ENSMSIG00000025831
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016579
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017710
meriones_unguiculatus ENSMUGG00000015151
microtus_ochrogaster ENSMOCG00000001244
peromyscus_maniculatus_bairdii ENSPEMG00000019249
cricetulus_griseus_crigri-picr ENSCGRG00015009948
cricetulus_griseus_crigri_1.0 ENSCGRG00000017211
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006850
nannospalax_galili ENSNGAG00000001407
jaculus_jaculus ENSJJAG00000016980
spermophilus_dauricus ENSSDAG00000002865
marmota_marmota_marmota ENSMMMG00000019717
urocitellus_parryii ENSUPAG00010015340
ictidomys_tridecemlineatus ENSSTOG00000005654
chinchilla_lanigera ENSCLAG00000007796
octodon_degus ENSODEG00000017501
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011954
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014810
fukomys_damarensis ENSFDAG00000012292
cavia_aperea ENSCAPG00000015609
cavia_porcellus ENSCPOG00000004915
oryctolagus_cuniculus ENSOCUG00000001100
ochotona_princeps ENSOPRG00000017106
loxodonta_africana ENSLAFG00000001112
procavia_capensis ENSPCAG00000013154
echinops_telfairi ENSETEG00000018611
dasypus_novemcinctus ENSDNOG00000004931
dasypus_novemcinctus ENSDNOG00000034433
notamacropus_eugenii ENSMEUG00000015665
