pan_troglodytes ENSPTRG00000008197
pan_paniscus ENSPPAG00000019382
homo_sapiens ENSG00000140932
gorilla_gorilla ENSGGOG00000004163
nomascus_leucogenys ENSNLEG00000004001
rhinopithecus_roxellana ENSRROG00000044646
rhinopithecus_bieti ENSRBIG00000023923
piliocolobus_tephrosceles ENSPTEG00000020036
colobus_angolensis_palliatus ENSCANG00000037326
papio_anubis ENSPANG00000001348
theropithecus_gelada ENSTGEG00000003973
macaca_mulatta ENSMMUG00000000032
macaca_fascicularis ENSMFAG00000038509
macaca_nemestrina ENSMNEG00000037612
chlorocebus_sabaeus ENSCSAG00000004650
mandrillus_leucophaeus ENSMLEG00000034782
cercocebus_atys ENSCATG00000010944
callithrix_jacchus ENSCJAG00000016827
cebus_capucinus_imitator ENSCCAG00000031809
saimiri_boliviensis_boliviensis ENSSBOG00000029651
aotus_nancymaae ENSANAG00000032566
carlito_syrichta ENSTSYG00000036476
propithecus_coquereli ENSPCOG00000028023
microcebus_murinus ENSMICG00000005729
otolemur_garnettii ENSOGAG00000009493
otolemur_garnettii ENSOGAG00000031227
oryctolagus_cuniculus ENSOCUG00000016063
ochotona_princeps ENSOPRG00000008508
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003108
cricetulus_griseus_crigri_1.0 ENSCGRG00000006884
cricetulus_griseus_crigri-picr ENSCGRG00015003922
mesocricetus_auratus ENSMAUG00000010482
microtus_ochrogaster ENSMOCG00000022522
mus_spicilegus ENSMSIG00000002783
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035785
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032561
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031444
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023042
rattus_norvegicus ENSRNOG00000057998
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032559
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031442
mus_spicilegus ENSMSIG00000023670
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074127
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023039
rattus_norvegicus ENSRNOG00000025420
peromyscus_maniculatus_bairdii ENSPEMG00000001497
tupaia_belangeri ENSTBEG00000011840
capra_hircus ENSCHIG00000025225
ovis_aries ENSOARG00000002005
bison_bison_bison ENSBBBG00000014393
bos_mutus ENSBMUG00000005199
bos_taurus ENSBTAG00000032576
tursiops_truncatus ENSTTRG00000011065
sus_scrofa ENSSSCG00000031837
vicugna_pacos ENSVPAG00000005982
equus_caballus ENSECAG00000016272
equus_asinus_asinus ENSEASG00005010879
pteropus_vampyrus ENSPVAG00000000190
myotis_lucifugus ENSMLUG00000025102
ursus_maritimus ENSUMAG00000021111
ursus_americanus ENSUAMG00000018947
ailuropoda_melanoleuca ENSAMEG00000017039
mustela_putorius_furo ENSMPUG00000005048
neovison_vison ENSNVIG00000011246
canis_lupus_familiaris ENSCAFG00000020418
canis_lupus_dingo ENSCAFG00020017472
vulpes_vulpes ENSVVUG00000006787
panthera_tigris_altaica ENSPTIG00000017331
panthera_pardus ENSPPRG00000023855
felis_catus ENSFCAG00000015249
erinaceus_europaeus ENSEEUG00000015050
loxodonta_africana ENSLAFG00000009638
echinops_telfairi ENSETEG00000003440
procavia_capensis ENSPCAG00000010419
choloepus_hoffmanni ENSCHOG00000004580
