salvator_merianae ENSSMRG00000015208
notechis_scutatus ENSNSUG00000003509
gopherus_agassizii ENSGAGG00000014753
chelonoidis_abingdonii ENSCABG00000019210
chrysemys_picta_bellii ENSCPBG00000024433
ursus_maritimus ENSUMAG00000001311
ursus_americanus ENSUAMG00000021713
ailuropoda_melanoleuca ENSAMEG00000017277
mustela_putorius_furo ENSMPUG00000007906
neovison_vison ENSNVIG00000000112
canis_lupus_dingo ENSCAFG00020014012
canis_lupus_familiaris ENSCAFG00000008564
vulpes_vulpes ENSVVUG00000004536
panthera_pardus ENSPPRG00000008156
panthera_tigris_altaica ENSPTIG00000020387
felis_catus ENSFCAG00000007146
erinaceus_europaeus ENSEEUG00000000924
sorex_araneus ENSSARG00000007236
pteropus_vampyrus ENSPVAG00000013952
myotis_lucifugus ENSMLUG00000002607
equus_asinus_asinus ENSEASG00005010511
equus_caballus ENSECAG00000023291
bos_taurus ENSBTAG00000040226
bos_mutus ENSBMUG00000012652
bison_bison_bison ENSBBBG00000020435
ovis_aries ENSOARG00000012624
capra_hircus ENSCHIG00000013400
sus_scrofa ENSSSCG00000023156
pan_paniscus ENSPPAG00000028412
pan_troglodytes ENSPTRG00000043090
homo_sapiens ENSG00000284308
homo_sapiens ENSG00000159239
gorilla_gorilla ENSGGOG00000015879
pongo_abelii ENSPPYG00000012279
nomascus_leucogenys ENSNLEG00000000615
papio_anubis ENSPANG00000024172
theropithecus_gelada ENSTGEG00000017004
cercocebus_atys ENSCATG00000021804
mandrillus_leucophaeus ENSMLEG00000029389
macaca_fascicularis ENSMFAG00000041448
macaca_mulatta ENSMMUG00000015613
macaca_nemestrina ENSMNEG00000035059
chlorocebus_sabaeus ENSCSAG00000015571
colobus_angolensis_palliatus ENSCANG00000032564
piliocolobus_tephrosceles ENSPTEG00000036514
rhinopithecus_roxellana ENSRROG00000002883
rhinopithecus_bieti ENSRBIG00000034609
cebus_capucinus_imitator ENSCCAG00000025861
saimiri_boliviensis_boliviensis ENSSBOG00000022860
callithrix_jacchus ENSCJAG00000017577
aotus_nancymaae ENSANAG00000026799
carlito_syrichta ENSTSYG00000034469
propithecus_coquereli ENSPCOG00000023836
prolemur_simus ENSPSMG00000020144
microcebus_murinus ENSMICG00000006168
otolemur_garnettii ENSOGAG00000034033
cavia_aperea ENSCAPG00000009863
cavia_porcellus ENSCPOG00000037433
chinchilla_lanigera ENSCLAG00000006347
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015016
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010273
fukomys_damarensis ENSFDAG00000017244
ictidomys_tridecemlineatus ENSSTOG00000001005
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029556
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030030
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028550
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022285
rattus_norvegicus ENSRNOG00000009917
meriones_unguiculatus ENSMUGG00000021860
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015187
jaculus_jaculus ENSJJAG00000017858
dipodomys_ordii ENSDORG00000029878
oryctolagus_cuniculus ENSOCUG00000015281
ochotona_princeps ENSOPRG00000013910
loxodonta_africana ENSLAFG00000031457
procavia_capensis ENSPCAG00000016642
echinops_telfairi ENSETEG00000016842
sarcophilus_harrisii ENSSHAG00000017016
phascolarctos_cinereus ENSPCIG00000034734
monodelphis_domestica ENSMODG00000004997
