monopterus_albus ENSMALG00000014307
cynoglossus_semilaevis ENSCSEG00000018053
xiphophorus_maculatus ENSXMAG00000003384
xiphophorus_couchianus ENSXCOG00000020105
gambusia_affinis ENSGAFG00000011086
poecilia_mexicana ENSPMEG00000021897
poecilia_formosa ENSPFOG00000023217
poecilia_latipinna ENSPLAG00000006668
fundulus_heteroclitus ENSFHEG00000013518
kryptolebias_marmoratus ENSKMAG00000006109
oryzias_latipes_asm223469v1 ENSORLG00015013553
oryzias_latipes_asm223471v1 ENSORLG00020005843
oryzias_latipes_asm223467v1 ENSORLG00000024753
oryzias_melastigma ENSOMEG00000011737
haplochromis_burtoni ENSHBUG00000003133
pundamilia_nyererei ENSPNYG00000011007
neolamprologus_brichardi ENSNBRG00000012242
maylandia_zebra ENSMZEG00005004552
stegastes_partitus ENSSPAG00000015135
amphiprion_percula ENSAPEG00000012368
amphilophus_citrinellus ENSACIG00000011085
seriola_lalandi_dorsalis ENSSLDG00000012476
mola_mola ENSMMOG00000019071
ictalurus_punctatus ENSIPUG00000020141
scleropages_formosus ENSSFOG00015020940
