anas_platyrhynchos_platyrhynchos ENSAPLG00000026060
nothoprocta_perdicaria ENSNPEG00000003472
sphenodon_punctatus ENSSPUG00000000327
fundulus_heteroclitus ENSFHEG00000009551
cyprinodon_variegatus ENSCVAG00000020830
oryzias_melastigma ENSOMEG00000003153
seriola_dumerili ENSSDUG00000005648
seriola_lalandi_dorsalis ENSSLDG00000007038
castor_canadensis ENSCCNG00000005355
ornithorhynchus_anatinus ENSOANG00000005043
astatotilapia_calliptera ENSACLG00000002269
calidris_pugnax ENSCPUG00000013293
calidris_pugnax ENSCPUG00000015841
nomascus_leucogenys ENSNLEG00000027140
prolemur_simus ENSPSMG00000001446
meriones_unguiculatus ENSMUGG00000020543
oryzias_melastigma ENSOMEG00000015998
