xiphophorus_maculatus ENSXMAG00000029614
xiphophorus_couchianus ENSXCOG00000009934
poecilia_reticulata ENSPREG00000006393
seriola_lalandi_dorsalis ENSSLDG00000017433
ictalurus_punctatus ENSIPUG00000004472
latimeria_chalumnae ENSLACG00000003394
lepisosteus_oculatus ENSLOCG00000012194
crocodylus_porosus ENSCPRG00005019060
anolis_carolinensis ENSACAG00000016569
junco_hyemalis ENSJHYG00000004836
neolamprologus_brichardi ENSNBRG00000023620
theropithecus_gelada ENSTGEG00000011806
eptatretus_burgeri ENSEBUG00000011301
caenorhabditis_elegans_strain_n2 WBGene00013542
