calidris_pygmaea ENSCPGG00000001612
calidris_pugnax ENSCPUG00000012319
anser_brachyrhynchus ENSABRG00000020955
anas_platyrhynchos_platyrhynchos ENSAPLG00000011135
lepidothrix_coronata ENSLCOG00000000284
apteryx_owenii ENSAOWG00000008289
apteryx_haastii ENSAHAG00000019426
apteryx_rowi ENSARWG00000015530
nothoprocta_perdicaria ENSNPEG00000002575
crocodylus_porosus ENSCPRG00005014144
chrysemys_picta_bellii ENSCPBG00000025587
gopherus_agassizii ENSGAGG00000016440
pelodiscus_sinensis ENSPSIG00000014469
sphenodon_punctatus ENSSPUG00000015843
sphenodon_punctatus ENSSPUG00000015733
pogona_vitticeps ENSPVIG00000005942
anolis_carolinensis ENSACAG00000008863
notechis_scutatus ENSNSUG00000013120
salvator_merianae ENSSMRG00000016480
phascolarctos_cinereus ENSPCIG00000025249
notamacropus_eugenii ENSMEUG00000003794
monodelphis_domestica ENSMODG00000020455
sarcophilus_harrisii ENSSHAG00000014955
mustela_putorius_furo ENSMPUG00000016460
neovison_vison ENSNVIG00000017179
ailuropoda_melanoleuca ENSAMEG00000017162
canis_lupus_familiaris ENSCAFG00000000140
vulpes_vulpes ENSVVUG00000014890
sus_scrofa ENSSSCG00000004535
ovis_aries ENSOARG00000005018
capra_hircus ENSCHIG00000019406
bos_taurus ENSBTAG00000016462
bos_mutus ENSBMUG00000022449
bison_bison_bison ENSBBBG00000019287
vicugna_pacos ENSVPAG00000012308
tursiops_truncatus ENSTTRG00000011542
panthera_tigris_altaica ENSPTIG00000019887
panthera_pardus ENSPPRG00000006150
felis_catus ENSFCAG00000014682
equus_caballus ENSECAG00000017265
erinaceus_europaeus ENSEEUG00000000134
sorex_araneus ENSSARG00000001666
pteropus_vampyrus ENSPVAG00000002074
loxodonta_africana ENSLAFG00000013449
procavia_capensis ENSPCAG00000010177
pan_troglodytes ENSPTRG00000010040
pan_paniscus ENSPPAG00000036151
gorilla_gorilla ENSGGOG00000016297
homo_sapiens ENSG00000196628
pongo_abelii ENSPPYG00000009175
macaca_fascicularis ENSMFAG00000036909
macaca_mulatta ENSMMUG00000012001
macaca_nemestrina ENSMNEG00000042685
papio_anubis ENSPANG00000009840
theropithecus_gelada ENSTGEG00000027761
chlorocebus_sabaeus ENSCSAG00000018141
cercocebus_atys ENSCATG00000042189
mandrillus_leucophaeus ENSMLEG00000021318
colobus_angolensis_palliatus ENSCANG00000007233
piliocolobus_tephrosceles ENSPTEG00000014362
rhinopithecus_bieti ENSRBIG00000042342
rhinopithecus_roxellana ENSRROG00000038918
cebus_capucinus_imitator ENSCCAG00000031227
saimiri_boliviensis_boliviensis ENSSBOG00000021853
callithrix_jacchus ENSCJAG00000004038
carlito_syrichta ENSTSYG00000009542
microcebus_murinus ENSMICG00000012305
prolemur_simus ENSPSMG00000024612
propithecus_coquereli ENSPCOG00000019229
otolemur_garnettii ENSOGAG00000005735
tupaia_belangeri ENSTBEG00000015498
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012941
