castor_canadensis ENSCCNG00000001738
dipodomys_ordii ENSDORG00000008847
peromyscus_maniculatus_bairdii ENSPEMG00000009724
microtus_ochrogaster ENSMOCG00000001026
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015351
cricetulus_griseus_crigri-picr ENSCGRG00015007709
cricetulus_griseus_crigri_1.0 ENSCGRG00000003393
mesocricetus_auratus ENSMAUG00000014514
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019087
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034334
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033179
mus_spicilegus ENSMSIG00000025685
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031722
rattus_norvegicus ENSRNOG00000054352
meriones_unguiculatus ENSMUGG00000008721
nannospalax_galili ENSNGAG00000021512
jaculus_jaculus ENSJJAG00000019557
jaculus_jaculus ENSJJAG00000011017
urocitellus_parryii ENSUPAG00010011086
ictidomys_tridecemlineatus ENSSTOG00000004401
spermophilus_dauricus ENSSDAG00000006550
oryctolagus_cuniculus ENSOCUG00000017631
ochotona_princeps ENSOPRG00000016902
carlito_syrichta ENSTSYG00000030854
carlito_syrichta ENSTSYG00000031960
pan_troglodytes ENSPTRG00000022435
pan_paniscus ENSPPAG00000036293
homo_sapiens ENSG00000071553
gorilla_gorilla ENSGGOG00000013466
pongo_abelii ENSPPYG00000020877
nomascus_leucogenys ENSNLEG00000014184
rhinopithecus_bieti ENSRBIG00000036700
rhinopithecus_roxellana ENSRROG00000026809
colobus_angolensis_palliatus ENSCANG00000030411
piliocolobus_tephrosceles ENSPTEG00000001596
macaca_mulatta ENSMMUG00000005501
macaca_fascicularis ENSMFAG00000003619
macaca_nemestrina ENSMNEG00000040534
cercocebus_atys ENSCATG00000039938
theropithecus_gelada ENSTGEG00000012773
papio_anubis ENSPANG00000012092
mandrillus_leucophaeus ENSMLEG00000026333
chlorocebus_sabaeus ENSCSAG00000017725
saimiri_boliviensis_boliviensis ENSSBOG00000027327
cebus_capucinus_imitator ENSCCAG00000026799
callithrix_jacchus ENSCJAG00000040642
aotus_nancymaae ENSANAG00000036139
propithecus_coquereli ENSPCOG00000015508
microcebus_murinus ENSMICG00000016405
prolemur_simus ENSPSMG00000015674
otolemur_garnettii ENSOGAG00000008310
capra_hircus ENSCHIG00000006977
ovis_aries ENSOARG00000004743
bos_taurus ENSBTAG00000012117
bos_mutus ENSBMUG00000026912
bison_bison_bison ENSBBBG00000004713
tursiops_truncatus ENSTTRG00000011434
sus_scrofa ENSSSCG00000037310
myotis_lucifugus ENSMLUG00000003493
canis_lupus_dingo ENSCAFG00020009077
canis_lupus_familiaris ENSCAFG00000019582
vulpes_vulpes ENSVVUG00000029548
mustela_putorius_furo ENSMPUG00000009450
neovison_vison ENSNVIG00000023809
ursus_americanus ENSUAMG00000020536
ursus_maritimus ENSUMAG00000019476
ailuropoda_melanoleuca ENSAMEG00000000239
panthera_pardus ENSPPRG00000020575
panthera_tigris_altaica ENSPTIG00000004600
felis_catus ENSFCAG00000011397
equus_asinus_asinus ENSEASG00005018459
equus_asinus_asinus ENSEASG00005018457
equus_caballus ENSECAG00000014216
sorex_araneus ENSSARG00000006889
loxodonta_africana ENSLAFG00000008757
procavia_capensis ENSPCAG00000015619
