drosophila_melanogaster FBgn0031782
caenorhabditis_elegans_strain_n2 WBGene00013669
pogona_vitticeps ENSPVIG00000013403
anolis_carolinensis ENSACAG00000003268
notechis_scutatus ENSNSUG00000017126
salvator_merianae ENSSMRG00000003247
gopherus_agassizii ENSGAGG00000006381
chelonoidis_abingdonii ENSCABG00000010305
chrysemys_picta_bellii ENSCPBG00000012679
pelodiscus_sinensis ENSPSIG00000014297
xenopus_tropicalis ENSXETG00000014943
takifugu_rubripes ENSTRUG00000004309
tetraodon_nigroviridis ENSTNIG00000004192
gasterosteus_aculeatus ENSGACG00000019924
mola_mola ENSMMOG00000014109
labrus_bergylta ENSLBEG00000008396
anabas_testudineus ENSATEG00000017458
mastacembelus_armatus ENSMAMG00000007360
monopterus_albus ENSMALG00000011289
scophthalmus_maximus ENSSMAG00000015611
cynoglossus_semilaevis ENSCSEG00000013133
seriola_dumerili ENSSDUG00000022129
seriola_lalandi_dorsalis ENSSLDG00000019944
amphiprion_ocellaris ENSAOCG00000001561
amphiprion_percula ENSAPEG00000018932
acanthochromis_polyacanthus ENSAPOG00000010372
stegastes_partitus ENSSPAG00000000503
haplochromis_burtoni ENSHBUG00000011895
pundamilia_nyererei ENSPNYG00000001129
maylandia_zebra ENSMZEG00005005035
astatotilapia_calliptera ENSACLG00000019000
neolamprologus_brichardi ENSNBRG00000006141
amphilophus_citrinellus ENSACIG00000021966
xiphophorus_maculatus ENSXMAG00000013589
xiphophorus_couchianus ENSXCOG00000012007
gambusia_affinis ENSGAFG00000018360
poecilia_formosa ENSPFOG00000008859
poecilia_latipinna ENSPLAG00000000594
poecilia_mexicana ENSPMEG00000010575
poecilia_reticulata ENSPREG00000015076
cyprinodon_variegatus ENSCVAG00000016671
fundulus_heteroclitus ENSFHEG00000012538
kryptolebias_marmoratus ENSKMAG00000005427
oryzias_latipes_asm223467v1 ENSORLG00000022818
oryzias_latipes_asm223469v1 ENSORLG00015015162
oryzias_latipes_asm223471v1 ENSORLG00020017359
oryzias_melastigma ENSOMEG00000000084
hippocampus_comes ENSHCOG00000010057
periophthalmus_magnuspinnatus ENSPMGG00000011137
gadus_morhua ENSGMOG00000011868
esox_lucius ENSELUG00000024012
astyanax_mexicanus ENSAMXG00000003299
pygocentrus_nattereri ENSPNAG00000012630
ictalurus_punctatus ENSIPUG00000000433
danio_rerio ENSDARG00000086150
paramormyrops_kingsleyae ENSPKIG00000000944
scleropages_formosus ENSSFOG00015015993
lepisosteus_oculatus ENSLOCG00000013434
latimeria_chalumnae ENSLACG00000002132
ursus_maritimus ENSUMAG00000016938
eptatretus_burgeri ENSEBUG00000012589
gallus_gallus ENSGALG00000054251
gallus_gallus ENSGALG00000048625
lonchura_striata_domestica ENSLSDG00000011786
pan_troglodytes ENSPTRG00000008705
pan_paniscus ENSPPAG00000041493
homo_sapiens ENSG00000141499
gorilla_gorilla ENSGGOG00000005026
pongo_abelii ENSPPYG00000008860
nomascus_leucogenys ENSNLEG00000009753
cercocebus_atys ENSCATG00000037604
mandrillus_leucophaeus ENSMLEG00000017731
theropithecus_gelada ENSTGEG00000025131
papio_anubis ENSPANG00000024062
chlorocebus_sabaeus ENSCSAG00000011338
macaca_mulatta ENSMMUG00000008637
macaca_fascicularis ENSMFAG00000033679
macaca_nemestrina ENSMNEG00000036812
colobus_angolensis_palliatus ENSCANG00000038896
piliocolobus_tephrosceles ENSPTEG00000010945
rhinopithecus_bieti ENSRBIG00000035756
rhinopithecus_roxellana ENSRROG00000032629
cebus_capucinus_imitator ENSCCAG00000033471
saimiri_boliviensis_boliviensis ENSSBOG00000023171
callithrix_jacchus ENSCJAG00000014965
aotus_nancymaae ENSANAG00000026764
carlito_syrichta ENSTSYG00000009279
propithecus_coquereli ENSPCOG00000027329
microcebus_murinus ENSMICG00000014862
prolemur_simus ENSPSMG00000018546
otolemur_garnettii ENSOGAG00000001916
castor_canadensis ENSCCNG00000017545
dipodomys_ordii ENSDORG00000008488
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017409
mus_spicilegus ENSMSIG00000026006
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041346
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016573
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017704
rattus_norvegicus ENSRNOG00000010520
meriones_unguiculatus ENSMUGG00000014897
peromyscus_maniculatus_bairdii ENSPEMG00000009467
microtus_ochrogaster ENSMOCG00000015971
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009844
cricetulus_griseus_crigri-picr ENSCGRG00015010105
cricetulus_griseus_crigri_1.0 ENSCGRG00000008628
mesocricetus_auratus ENSMAUG00000008952
nannospalax_galili ENSNGAG00000001849
jaculus_jaculus ENSJJAG00000011669
cavia_aperea ENSCAPG00000014267
cavia_porcellus ENSCPOG00000002599
octodon_degus ENSODEG00000017648
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014000
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014605
fukomys_damarensis ENSFDAG00000008843
urocitellus_parryii ENSUPAG00010015444
spermophilus_dauricus ENSSDAG00000002676
ictidomys_tridecemlineatus ENSSTOG00000002484
marmota_marmota_marmota ENSMMMG00000019760
oryctolagus_cuniculus ENSOCUG00000025261
ochotona_princeps ENSOPRG00000006449
tupaia_belangeri ENSTBEG00000005440
equus_caballus ENSECAG00000008294
equus_asinus_asinus ENSEASG00005019313
mustela_putorius_furo ENSMPUG00000009013
neovison_vison ENSNVIG00000004147
ailuropoda_melanoleuca ENSAMEG00000016886
vulpes_vulpes ENSVVUG00000027927
canis_lupus_familiaris ENSCAFG00000016722
panthera_pardus ENSPPRG00000024366
panthera_tigris_altaica ENSPTIG00000016810
felis_catus ENSFCAG00000009624
erinaceus_europaeus ENSEEUG00000014616
sorex_araneus ENSSARG00000006219
ovis_aries ENSOARG00000015822
capra_hircus ENSCHIG00000015730
bos_taurus ENSBTAG00000001071
bos_mutus ENSBMUG00000021653
bison_bison_bison ENSBBBG00000012081
tursiops_truncatus ENSTTRG00000010253
vicugna_pacos ENSVPAG00000002213
myotis_lucifugus ENSMLUG00000016485
pteropus_vampyrus ENSPVAG00000016324
sus_scrofa ENSSSCG00000017949
canis_lupus_dingo ENSCAFG00020007694
chinchilla_lanigera ENSCLAG00000008651
loxodonta_africana ENSLAFG00000007488
procavia_capensis ENSPCAG00000012799
dasypus_novemcinctus ENSDNOG00000024614
phascolarctos_cinereus ENSPCIG00000004299
notamacropus_eugenii ENSMEUG00000014205
monodelphis_domestica ENSMODG00000007363
sarcophilus_harrisii ENSSHAG00000015380
ornithorhynchus_anatinus ENSOANG00000008865
ciona_intestinalis ENSCING00000004821
piliocolobus_tephrosceles ENSPTEG00000006549
piliocolobus_tephrosceles ENSPTEG00000002465
saccharomyces_cerevisiae_strain_s288c YNL187W
