pan_paniscus ENSPPAG00000042506
pan_troglodytes ENSPTRG00000009903
pan_troglodytes ENSPTRG00000044282
pan_troglodytes ENSPTRG00000044819
pan_troglodytes ENSPTRG00000045762
homo_sapiens ENSG00000163046
gorilla_gorilla ENSGGOG00000025741
pongo_abelii ENSPPYG00000020037
pongo_abelii ENSPPYG00000012738
nomascus_leucogenys ENSNLEG00000015783
macaca_fascicularis ENSMFAG00000042894
macaca_nemestrina ENSMNEG00000028933
macaca_mulatta ENSMMUG00000004397
theropithecus_gelada ENSTGEG00000010683
cercocebus_atys ENSCATG00000039538
chlorocebus_sabaeus ENSCSAG00000011327
rhinopithecus_roxellana ENSRROG00000034476
rhinopithecus_bieti ENSRBIG00000027512
piliocolobus_tephrosceles ENSPTEG00000017998
colobus_angolensis_palliatus ENSCANG00000023888
pongo_abelii ENSPPYG00000008993
nomascus_leucogenys ENSNLEG00000028141
pongo_abelii ENSPPYG00000002806
papio_anubis ENSPANG00000030025
chlorocebus_sabaeus ENSCSAG00000010859
chlorocebus_sabaeus ENSCSAG00000003358
cebus_capucinus_imitator ENSCCAG00000029432
