prolemur_simus ENSPSMG00000022904
propithecus_coquereli ENSPCOG00000014829
microcebus_murinus ENSMICG00000046766
otolemur_garnettii ENSOGAG00000027797
pan_troglodytes ENSPTRG00000038980
pan_paniscus ENSPPAG00000028801
gorilla_gorilla ENSGGOG00000041986
homo_sapiens ENSG00000184207
nomascus_leucogenys ENSNLEG00000031166
theropithecus_gelada ENSTGEG00000000053
papio_anubis ENSPANG00000017595
cercocebus_atys ENSCATG00000034286
macaca_fascicularis ENSMFAG00000045182
chlorocebus_sabaeus ENSCSAG00000010856
piliocolobus_tephrosceles ENSPTEG00000032727
colobus_angolensis_palliatus ENSCANG00000001804
rhinopithecus_roxellana ENSRROG00000037723
rhinopithecus_bieti ENSRBIG00000015850
macaca_nemestrina ENSMNEG00000028279
pongo_abelii ENSPPYG00000006993
cebus_capucinus_imitator ENSCCAG00000031893
saimiri_boliviensis_boliviensis ENSSBOG00000015405
callithrix_jacchus ENSCJAG00000015011
aotus_nancymaae ENSANAG00000037682
castor_canadensis ENSCCNG00000031378
dipodomys_ordii ENSDORG00000001750
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000043445
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022096
mus_spicilegus ENSMSIG00000005989
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021186
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023502
rattus_norvegicus ENSRNOG00000009536
meriones_unguiculatus ENSMUGG00000025761
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023405
cricetulus_griseus_crigri-picr ENSCGRG00015012925
cricetulus_griseus_crigri_1.0 ENSCGRG00000015699
mesocricetus_auratus ENSMAUG00000011910
microtus_ochrogaster ENSMOCG00000020352
peromyscus_maniculatus_bairdii ENSPEMG00000015691
nannospalax_galili ENSNGAG00000023864
jaculus_jaculus ENSJJAG00000017767
ictidomys_tridecemlineatus ENSSTOG00000023024
marmota_marmota_marmota ENSMMMG00000009601
spermophilus_dauricus ENSSDAG00000011042
urocitellus_parryii ENSUPAG00010017717
cavia_porcellus ENSCPOG00000027334
octodon_degus ENSODEG00000013375
chinchilla_lanigera ENSCLAG00000016428
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011158
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002696
pteropus_vampyrus ENSPVAG00000005097
myotis_lucifugus ENSMLUG00000025280
capra_hircus ENSCHIG00000014065
ovis_aries ENSOARG00000017867
bos_taurus ENSBTAG00000009951
bos_mutus ENSBMUG00000015563
bison_bison_bison ENSBBBG00000022000
tursiops_truncatus ENSTTRG00000008206
sus_scrofa ENSSSCG00000036614
equus_asinus_asinus ENSEASG00005004845
equus_caballus ENSECAG00000009992
ursus_americanus ENSUAMG00000004451
ursus_maritimus ENSUMAG00000022321
ailuropoda_melanoleuca ENSAMEG00000017835
canis_lupus_dingo ENSCAFG00020026175
canis_lupus_familiaris ENSCAFG00000019401
vulpes_vulpes ENSVVUG00000009291
neovison_vison ENSNVIG00000022838
panthera_pardus ENSPPRG00000019931
panthera_tigris_altaica ENSPTIG00000015335
felis_catus ENSFCAG00000040148
carlito_syrichta ENSTSYG00000004053
castor_canadensis ENSCCNG00000006627
procavia_capensis ENSPCAG00000004318
loxodonta_africana ENSLAFG00000004313
echinops_telfairi ENSETEG00000003075
dasypus_novemcinctus ENSDNOG00000032687
dasypus_novemcinctus ENSDNOG00000044420
panthera_pardus ENSPPRG00000020710
phascolarctos_cinereus ENSPCIG00000025003
notamacropus_eugenii ENSMEUG00000009996
sarcophilus_harrisii ENSSHAG00000000163
monodelphis_domestica ENSMODG00000022948
ornithorhynchus_anatinus ENSOANG00000005774
apteryx_rowi ENSARWG00000002981
apteryx_owenii ENSAOWG00000004295
apteryx_haastii ENSAHAG00000012797
dromaius_novaehollandiae ENSDNVG00000012964
crocodylus_porosus ENSCPRG00005011635
chelonoidis_abingdonii ENSCABG00000010434
gopherus_agassizii ENSGAGG00000000394
chrysemys_picta_bellii ENSCPBG00000001459
anas_platyrhynchos_platyrhynchos ENSAPLG00000001730
anser_brachyrhynchus ENSABRG00000008370
meleagris_gallopavo ENSMGAG00000006205
coturnix_japonica ENSCJPG00005010219
gallus_gallus ENSGALG00000005888
numida_meleagris ENSNMEG00000012150
lonchura_striata_domestica ENSLSDG00000003414
taeniopygia_guttata ENSTGUG00000015413
cyanistes_caeruleus ENSCCEG00000023170
parus_major ENSPMJG00000019243
ficedula_albicollis ENSFALG00000014709
serinus_canaria ENSSCAG00000005321
junco_hyemalis ENSJHYG00000003789
lepidothrix_coronata ENSLCOG00000012575
manacus_vitellinus ENSMVIG00005007882
lonchura_striata_domestica ENSLSDG00000007213
calidris_pugnax ENSCPUG00000016551
calidris_pygmaea ENSCPGG00000014560
melopsittacus_undulatus ENSMUNG00000001812
nothoprocta_perdicaria ENSNPEG00000013047
pogona_vitticeps ENSPVIG00000006026
anolis_carolinensis ENSACAG00000013778
notechis_scutatus ENSNSUG00000017477
salvator_merianae ENSSMRG00000016880
sphenodon_punctatus ENSSPUG00000011433
latimeria_chalumnae ENSLACG00000007640
xenopus_tropicalis ENSXETG00000016097
latimeria_chalumnae ENSLACG00000016490
poecilia_formosa ENSPFOG00000014219
poecilia_latipinna ENSPLAG00000011195
poecilia_mexicana ENSPMEG00000003127
poecilia_reticulata ENSPREG00000015686
xiphophorus_couchianus ENSXCOG00000002972
xiphophorus_maculatus ENSXMAG00000029375
gambusia_affinis ENSGAFG00000002637
fundulus_heteroclitus ENSFHEG00000015624
cyprinodon_variegatus ENSCVAG00000021306
kryptolebias_marmoratus ENSKMAG00000007095
