junco_hyemalis ENSJHYG00000002492
zonotrichia_albicollis ENSZALG00000008146
serinus_canaria ENSSCAG00000002322
taeniopygia_guttata ENSTGUG00000005000
taeniopygia_guttata ENSTGUG00000013648
lonchura_striata_domestica ENSLSDG00000011061
parus_major ENSPMJG00000010701
cyanistes_caeruleus ENSCCEG00000013122
ficedula_albicollis ENSFALG00000002618
manacus_vitellinus ENSMVIG00005012150
manacus_vitellinus ENSMVIG00005011105
lepidothrix_coronata ENSLCOG00000005904
melopsittacus_undulatus ENSMUNG00000015589
calidris_pygmaea ENSCPGG00000013180
calidris_pugnax ENSCPUG00000004394
taeniopygia_guttata ENSTGUG00000014015
anas_platyrhynchos_platyrhynchos ENSAPLG00000013338
anser_brachyrhynchus ENSABRG00000009645
gallus_gallus ENSGALG00000036309
coturnix_japonica ENSCJPG00005004337
meleagris_gallopavo ENSMGAG00000011621
numida_meleagris ENSNMEG00000010748
apteryx_haastii ENSAHAG00000000673
apteryx_owenii ENSAOWG00000012521
apteryx_rowi ENSARWG00000005908
dromaius_novaehollandiae ENSDNVG00000001565
nothoprocta_perdicaria ENSNPEG00000002662
crocodylus_porosus ENSCPRG00005008290
pelodiscus_sinensis ENSPSIG00000011735
pelodiscus_sinensis ENSPSIG00000016777
chelonoidis_abingdonii ENSCABG00000011558
gopherus_agassizii ENSGAGG00000010435
chrysemys_picta_bellii ENSCPBG00000023173
anolis_carolinensis ENSACAG00000014604
pogona_vitticeps ENSPVIG00000010990
notechis_scutatus ENSNSUG00000006787
salvator_merianae ENSSMRG00000010133
sphenodon_punctatus ENSSPUG00000002926
phascolarctos_cinereus ENSPCIG00000025139
notamacropus_eugenii ENSMEUG00000000032
sarcophilus_harrisii ENSSHAG00000000831
monodelphis_domestica ENSMODG00000011311
pan_troglodytes ENSPTRG00000014833
pan_paniscus ENSPPAG00000037972
homo_sapiens ENSG00000011376
gorilla_gorilla ENSGGOG00000015767
pongo_abelii ENSPPYG00000013946
nomascus_leucogenys ENSNLEG00000006048
rhinopithecus_bieti ENSRBIG00000038739
rhinopithecus_roxellana ENSRROG00000043579
piliocolobus_tephrosceles ENSPTEG00000010502
colobus_angolensis_palliatus ENSCANG00000038394
theropithecus_gelada ENSTGEG00000012436
papio_anubis ENSPANG00000015569
mandrillus_leucophaeus ENSMLEG00000033552
cercocebus_atys ENSCATG00000016502
macaca_fascicularis ENSMFAG00000003225
macaca_mulatta ENSMMUG00000018020
macaca_nemestrina ENSMNEG00000031043
chlorocebus_sabaeus ENSCSAG00000016339
cebus_capucinus_imitator ENSCCAG00000037596
saimiri_boliviensis_boliviensis ENSSBOG00000022764
callithrix_jacchus ENSCJAG00000001949
aotus_nancymaae ENSANAG00000034662
carlito_syrichta ENSTSYG00000011445
propithecus_coquereli ENSPCOG00000027876
